,errands_car,errands_no_car,shopping_car,shopping_no_car,commuting_car,commuting_no_car,education_car,education_no_car,leisure_car,leisure_no_car,accompany_car,accompany_no_car,business_car,business_no_car
83375004,5.898563445418284,,8.420376808088454,,3.8707669137775453,,5.657021524966234,,2.821092733472896,2.2529548087650655,6.0705523656556855,,2.5747086126505727,
160745014,2.819308106225084,,4.086694915566729,,3.2535686797140326,,,,2.01856641174618,,,,,
100410512,6.086490211939166,,,,3.179433869114056,,,,,,5.644130559206726,,,
53820056,3.848185873219493,,4.950273254355932,,3.025110957537766,,3.105057098734855,,2.20342659814683,1.7301426333926593,3.710382235816329,,1.9454001102569232,
33605407,5.320917652284212,,7.338291023683147,8.817946915931394,3.643459149601713,,5.319975361647126,,2.8763922944618985,,6.020749883086574,,2.337309060009364,
120690304,3.7841093603496536,,5.0229684402271255,,,,4.018049990485392,,2.224971544939079,,4.150814956658818,,,
82375002,4.832943553504048,,6.092674638369219,,3.86245190318596,,3.760003945207518,,2.3105163898016166,,,,2.290846029244557,
64390013,3.195133766521008,,4.67504601881191,,,,3.6699058134480858,,1.8789260511245789,,5.029710216867037,,,
95770136,4.702935785037774,,5.547439613608722,,3.625311983478852,,3.5065739666521236,,2.0741628806185215,,3.8043115382285433,,1.7827820730945338,
31590034,5.399944679620722,,6.64528054021157,,3.257163879053358,,5.064770615886805,,2.59749482994094,,5.481406346763085,,,
31030000,3.7193354772573777,6.778090975300554,4.2480946523582634,,3.2425548981499817,1.3862943611198906,,,2.304394220495139,2.367875407267472,,,1.8131767071433178,
94780111,3.3058700146727973,,5.566285654801457,,3.6426671095210503,,3.553849192974986,,2.4066765843420628,,,,,2.35303874459342
66340003,5.08418462270385,,4.236375252268283,,4.051308068428394,,3.9857821117968677,,2.1022185052445743,,4.228308107597605,,2.3247152565323255,
81185006,2.7749022359189364,,2.675578432324228,,3.2289570886213093,,2.65370194378897,,1.8959310756957994,,2.8380884360480585,,,
97735713,5.487196891565197,,5.198739623759134,,,,,,2.932619358301687,,,,,
32510041,3.773986464279846,,5.826556462719599,3.691952923810572,3.0676068934404204,,,,3.033526921768935,,3.7136812617592967,,,
120675705,,,6.9290885991584545,,3.68660187673742,,,,,,,,,
160750085,3.07971427240241,,3.529126386807036,,3.182809723074559,,,,2.078107162342053,,3.760308083260115,,1.739967030277791,
73375003,5.279548126145756,,5.2212483314777565,,3.013895970220063,,4.420121248717351,,2.586069265448738,,4.927434098645782,,1.6636551159097406,
93730151,,,7.827533854004018,,3.8189479083328526,,4.581706246047006,,2.484235636925459,1.6160561170313705,,,,
66340014,3.5427905953226424,,3.962591644550876,,3.128196721310271,,2.517423070596214,,1.9398019200728576,,4.26212866371996,,2.571552968492997,1.5809075011901583
10550032,,,7.474539845036365,,3.702295784231438,,,,2.319990448558298,,,,,
81180021,,,,,,,,,,,,,2.4421625910843794,
59780008,,,,,2.616991997593111,,,,1.7544491590988573,,3.2664120124754654,,,
33530026,4.033474260939029,,4.9145175857823515,,3.181149201976988,,3.7837613571043827,,2.3763230190478852,,4.299743567988107,,,
71355001,4.790671107226215,,,,3.1531090691552843,,,,2.5147568474254056,,,,,
91870122,3.0173705284933465,,4.017905440706375,,3.7483812701307624,,2.6854154012261993,,1.8376227875302567,,,,,
59700044,5.699024058196275,,,,3.150488864847032,,,,2.5121726303684353,1.87169654215838,,,,
59780028,2.6937994763109923,,3.732597889745207,,2.916358796466562,,,,2.0745279782037302,,,,,
97785757,6.456608857268586,,9.188545118444736,,4.077894399996742,,5.978580454205658,,3.0444960323436847,,6.5120450485100045,,,
83265004,4.170251098058599,,4.693907270193226,,2.9830838015522305,1.3862943611198906,3.430233293641038,,2.2586395148087206,1.6865004608951228,4.025545516046692,,1.947607119428518,2.74657984565941
95760148,6.3314845671510716,,8.757600051554812,,,,5.610024339247923,,3.010647927830016,,6.0978263253643865,,,
71435004,4.9368319402275835,,5.661265679905625,,3.422582667106504,,,,2.5208655341543014,,4.6339975353359035,,1.803830128265763,
53780016,3.540749379485459,,5.456341812001751,,3.002615786844322,,3.6300076090252253,,1.888849571343187,,3.1929109741048283,,,
130765667,6.934088017554972,,8.669387710046543,,4.258869060135305,,,,2.7648316593047646,2.051043562276462,5.429600267866665,,,2.9953444276535373
94780139,3.5356531015291033,,4.714770251219744,,3.373739124454551,,3.811511585495755,,2.26199175285779,,3.9967474146804274,,1.8526600351973133,
32410021,3.6855901027677613,,5.846280032146146,,2.955475545023864,,4.25290209342467,,2.3341810337289464,2.0198399383098375,3.935783358255701,,1.9160211517996626,
73120000,3.2181387755122257,,4.038809001871603,,2.8646189053659445,1.3862943611198906,3.1097057239309027,2.0705344835009027,2.0848321608465987,,3.318399226842703,,1.7847370407786312,
95730120,6.142266769799629,,7.914352346148962,,3.1609510762549875,,5.100109634565992,,2.583293591046356,2.4624260935120947,5.693036716867533,,2.6160868145572787,
97740150,3.696482380265413,,4.7549585058435735,,2.988345212174342,,4.050690742300181,,2.1863648211147444,,3.598271555084929,,,
32410017,3.6089817864049625,3.4696427415246966,6.109480647988561,,3.268758214638359,1.3862943611198906,5.185148724636062,,2.327121133561444,,5.668377035669277,2.7733289622874078,2.2278274289796935,
32410019,3.516521659453934,,4.374351471769622,,3.1658492945896666,,2.926484392376543,,2.030668559814545,,3.154703908880238,,1.9900530982222873,
64400001,2.9672545487654687,,3.854020377605139,,3.516472957596406,,2.9890915078800613,,2.016679605519748,,2.8845370192868023,,,
91870169,4.522377365818471,,7.885862027674653,,,,,,2.4877789883443544,2.196965416113463,,,2.4187452209634217,
91730120,6.454157823408687,,8.553825084112507,,,,,,2.926695277178943,,,,,
97800139,2.823002032343419,,4.170534345482135,,3.201012290517325,,,,1.9996663256848077,,3.1985159398519043,,,
92710146,5.178192187047921,,6.745599337483292,,,,2.8833541111357905,,2.3590616029969866,,3.9919619936453894,,,
130760108,3.5718459715209923,,4.010240011387788,,3.3685947256201465,,4.349106798098148,,1.9943715936359119,1.827397658416696,3.4292322241904087,,2.00675578199853,
81255005,4.447652378256649,,6.314271300711841,,,,,,2.1394719845135652,,,,,
100460113,2.7573405178463117,,,,,,,,,,,,,
130710110,3.435970320599365,,4.215269144206602,,2.9473823488136066,,2.666283215153409,,2.443334060204391,,3.2678996390756354,,2.204788551645026,
34540014,4.795263835107226,,5.476329435912908,,3.3989228043450224,,4.782609063670493,,2.3533029131840295,,4.240492814083244,,,
53580024,3.805286823887505,,4.597681902716165,,2.9753664744196735,,3.524451636718371,,1.9853297205178106,,3.6854999801684456,,2.2056789391726643,
66310017,3.8708808262421504,,6.362266395115514,,3.014451473139034,,,,2.8890132605197425,,,,,
57660048,5.526841335766428,,,,2.7972486789784536,,,,2.275986384060776,,3.9823930087839385,,,
92770128,,,4.383482499664417,,,,,,,,,,1.7249372888237344,
10020000,2.81955011591787,4.113984891880466,4.150393386405974,8.819033454357308,2.5903082805416493,1.3862943611198906,3.24537304742375,,2.2819826633564984,1.7907619608962375,3.5656095311000064,,2.2859664990046773,1.795559243813481
72355008,8.057201454877422,,6.20640364729559,,,,3.621873184421359,,,,,,,
97785758,6.272498225841298,,8.920815680098457,,4.248782922685603,,,,2.8192820151654394,,,,2.5786640786690125,
81280139,3.721049456253546,,3.4683560373101407,,3.5707588123883864,,,,1.846338256215742,,3.847999240031326,,,
97790131,3.4109476951878066,,4.330614945820531,,3.2254117160131286,,2.852634068554035,,2.056049032658815,,3.7013318435756197,,,
92730111,5.478840933876195,,6.548542863805553,,2.2379876667306067,,,,,,,,,
120510000,3.161062229128479,2.491551852395218,5.519218472470109,6.358170570954882,3.3925784385156756,1.3862943611198906,3.4687115178416206,,2.0145415406636777,1.7503497225609304,4.593287132210127,,1.9686225170830212,
66320002,3.5086388890555376,3.568692721076059,5.2353146078373145,6.11360996019784,3.29071129026905,,3.2234654670348024,,2.016015089833579,,3.8508984405197455,,1.9719646572120122,
33535404,5.805667524927011,,6.259653437209121,,3.302726455395306,,4.128642857259781,,2.683294328334045,,5.38553898568251,,,
81280064,,,,,,,,,3.048583828547038,,5.840932105273735,,,
91860143,4.038422860798314,,5.644058135466155,,3.939201233209627,,4.566378280505493,,2.4100612909846597,,4.613250679942527,,,
64350010,3.054389285188207,,3.8490466645758836,,2.73024742177112,,2.429453049369629,,1.8767275392612544,,3.1486215372605155,,,
64380001,2.5287519752496745,,2.832986194144332,,3.0941299991530937,,2.921088485939013,,1.8512212030084674,,3.1479824802859033,,,
53700028,2.889444923399602,,3.352171260370535,,3.1888735229141583,,,,1.8348631126475592,,2.3937765505605175,,,
94730151,3.414514857958833,,4.035889028554863,,3.2536823265708037,,4.478411137266472,,1.9568886581821467,,3.366683660706118,,,
146265242,2.781584070691073,,4.216336037812786,,3.1794328012362567,,,,1.9191347435542796,,3.965718555392981,,2.0993762718910483,
33600025,4.024567895446417,2.8702243994655743,4.947411472171176,7.1319476648447475,3.3211999978361133,,3.8150677785342078,,2.2503687466978195,1.7817070453747286,4.582716838107226,,1.9458554640344348,
84365008,5.899164341522276,,,,,,5.721448735021127,,3.002256673725909,,6.466950353342538,,,
96710111,2.9954124075559467,,4.191618090269063,,2.735365347556283,,3.2922953073728665,,2.157210037475112,,3.3771685885267373,,1.6249371834853883,
130740087,5.289048423765342,7.733848918469394,6.617658113191997,,3.302974815258406,1.3862943611198906,4.040381033251098,,2.601963812120584,2.139969665886599,5.056430360914565,,2.177760633499678,2.3218858356268752
64320022,3.3887655337154428,6.790969712690896,6.503729326368133,10.115141563449896,2.8935945789593287,,3.9567718739964812,,2.3076308870953284,,3.8933530606592726,,,
83255001,,,8.546181053991223,,3.2374512616259765,,5.543122020685355,,2.875842047314266,,,,,
83255003,3.8049185718227885,,5.2340729044207075,,3.1039557865398977,,5.34710790813171,,2.0896941402727682,1.8489130875781494,4.078215665367758,,,
91720122,,,8.603898312250688,,3.518063206445955,,,,2.9075739709568946,,,,,
55540064,,,5.9413826588809275,,,,,,,,,,,
97640000,3.4171538400749726,,4.104986602501564,,3.2016781285864018,,2.7740243990912017,,2.074612110196443,,4.7700164930983595,,1.9889680423516365,
91810130,3.6304823075699,2.6360149102559065,4.4084188226446805,,3.484775041488757,,3.0255040026579394,,2.196688927418717,,4.803592999308472,,1.8877610471334256,
53740048,4.442573283229659,,7.081597036325497,,2.8312959332483865,,3.9196115186256995,,2.523666190753334,,4.6258713463354,,2.0979760263635425,
31020000,4.462650903006703,4.062027797923363,5.2153874961288205,,3.3988537778585783,,4.928105074736413,,2.2330128799258073,2.098625297912015,3.913212137128001,,2.216835499778048,
97800143,5.06986813058769,,6.26519541622224,,3.919107816465363,,4.050069452444741,,2.406851194473224,,5.614902474828048,,2.528589074747032,
59780036,3.241702834017133,,4.686047303554014,,2.75934309041969,,2.507261714430402,,2.1019105965495672,,3.339367419413599,,,
92730137,5.9763968661567874,,6.267649801221703,,3.521011304287589,,4.375150193868125,,2.555921646461091,,4.985840439056822,,2.368248329364509,
64380011,2.467299509007914,,3.4721486896999534,,2.969618406405508,,,,1.9524674190705635,,4.1850604938190425,,,
84265005,2.724184797031857,,5.36433935731011,,3.1727196326579796,,5.275565633962371,,2.552172300441209,,4.082127868445507,,1.963814117422001,
91900157,3.178748668998825,,3.3802557452736206,,3.149230938067668,,3.053750067103018,,1.999751983920794,,3.6607694807703735,,,
71370003,3.4494795940635194,,3.6706737821669053,,2.8760018821940645,,,,1.954011007407561,,,,1.6531331208413569,
160700004,3.4686878994700137,2.1163517084108294,3.022092218778296,,3.2002227314565372,,,,1.8317567265634795,,3.4753840196449723,,1.8573400837264495,
57580024,3.6491845215662457,,4.9072172200677535,,,,3.9940402987596886,,2.3359662948276614,,4.389438013284083,,,
33595406,4.009808071422336,,5.289858524926001,,3.6198733159712564,,4.293409879193379,,2.5087566477923917,,3.646642536725345,,2.0123576255693956,
130710107,3.651117092809388,3.016860699586202,4.759390766273083,,3.2607335348008366,,,,2.1341404734796745,1.6857367249593822,3.9188636657691363,,,2.0049862041807693
91710125,2.8153245083978753,,5.299442668373464,,3.134919363669093,,,,1.9583321293720957,,,,,
64320020,4.635197656688546,,7.034192761355816,,2.8968558467728767,,,,2.348423958854977,,,,2.1802462909670215,
145245118,3.267383218979169,,4.6049888858484564,,3.3371489972060506,,,,1.964021467619266,,,,,
51540004,3.4505277249852964,,,,3.0433249007406706,,3.888059817951569,,2.091042841995202,,3.605892299278746,,1.8406430229808202,
97720177,6.171294134844766,,8.383682428866559,,3.2946613839154697,,5.0095694645130315,,2.7969802773353742,,6.361820781073993,,2.0473154192907845,
91830128,2.831658300557303,2.538911899161195,3.645437734672045,4.242889626645397,3.30328106551618,,2.7815505479614346,,1.9396584582569285,,3.3363750056622337,3.0910630789665454,,
95750153,3.3982527668883162,,4.7274969106446365,,3.2023693821336736,1.3862943611198906,2.627445801106818,,2.22250657196274,,4.015196713518924,,2.0771433709344054,
32410010,3.0984698748323907,3.5105366116760184,3.8619264642562166,,2.3084998087841027,,2.8955281269019837,,1.919170755006894,1.622605412396105,3.3924251478195684,,1.883397191286267,
59620024,2.7132631223910244,4.036898881074662,4.359000199865505,,2.9756012910397964,,2.9974256985314347,,2.0006539848243174,,3.5273787662811817,,1.8140134603864568,
97710113,3.9347228082777517,,4.241105555788232,,3.309616932708972,,3.319755283071631,,2.1427667043106,,4.678290215027197,,2.4660181299105957,
150890015,,,3.8547019602344412,,3.0153032030342617,,,,2.1894073326698043,,3.6027722444257533,,1.706852515512592,
66340005,5.94256609111475,,8.070298816299255,,3.5136551251731842,,5.738156450270516,,2.8527797558270382,,6.366577899457159,,2.260770820298414,
65330007,,,3.250629530388481,,,,3.8460100905704717,,2.505467929613668,,,,,
10560049,3.9998135173572926,,4.991520944244117,,2.7489909536752686,,,,2.310552589763918,,3.118014732305051,,,
97750162,2.786239397717401,,4.263492565740307,,,,,,1.9010105463191322,,3.004078010199173,,1.7165251632100762,
120670144,4.0306794419963525,,3.992909360843122,,3.193549169196858,1.3862943611198906,,,1.961351698864526,,3.3632174929545373,,,
59780024,3.2296492099268224,,4.99595890577311,,3.1209571030590184,,,,2.178215603982866,,3.107513147204834,,,
83275004,3.117549801645529,,4.147740077216352,,2.469671479859316,,2.753894049363433,,2.166179887893209,,4.173382172978953,,1.8695131182842963,
120520000,3.5507183807498808,3.429156854334911,5.427825689892299,6.189286192901614,3.0214426092171185,,3.899213944514543,,2.1051299901297997,,4.660643723167433,,2.152650360450919,
73375002,5.138929959865747,,6.530623111725568,,2.996318586970631,,2.237714129291372,,2.380572811208036,,5.160232010501922,,1.9595572124028888,
95740112,3.1072546156704863,,4.29451870438526,,3.0138992223186825,,2.953259384526112,,2.0071267388994776,,3.2077860655094645,,1.6592810141745002,
10590075,4.203813071371615,,5.753296507851728,,3.2255570733664576,,,,2.1737070291177156,2.1244813290397726,3.3535758924262073,,2.0796330710244355,
81165002,6.133746127721047,,8.761734856403503,,3.672979756055048,,5.502982148251392,,2.891432318699398,,6.134562850994758,,2.450994741465953,
10600063,3.4403634296895453,,4.5507154213921455,3.4613142809555058,3.2347222931292454,1.3862943611198906,2.664147743331778,,2.0366805637702194,1.6323293729886532,3.415477805481559,2.952421698729416,2.0719250135867773,
84175003,,,5.198604516349949,,3.3648275397534526,,,,,,,,1.9240397742459425,
120670036,3.5783075485886826,,5.34902621197854,,3.2309262955902405,,4.516082611056832,,1.9674071965414772,,4.361546303043826,,2.4656701414076503,
96770157,5.187297417768035,,8.61023154562701,,3.7142956754347467,,,,2.835020065522659,,6.160298970261216,,,
83355006,2.8707014457159277,,4.557097059737894,,,,,,2.2210307711604624,,4.46604358181001,,2.478784806654777,
160745050,,,6.452575868928522,,2.5942821890718064,,,,,,4.91297520143703,,,
91720114,2.5571351660052297,,3.2364110276647913,,3.1847045939856926,,,,1.9168832313201485,,,,,
84365006,4.093720254235437,,9.814241798953216,,,,,,2.746802724241144,,,,,
92750154,,,5.389081654562002,,3.4103135764791705,,3.5174202709568485,,2.3690103053568654,,4.152454756047294,,,
33520061,5.072468406792661,4.491419738581572,7.956590440495377,,3.1546648259256496,,3.391831451498642,,2.506118943836,2.030137164509297,4.9538017981133455,,,
97720147,2.7813900471378274,,4.793317659963131,,2.592488789096091,,3.626032176829365,,2.202149477413456,,4.033256962719952,,1.6789382517445293,
32520006,3.7551903751179574,,4.168465373973933,,2.818279465047004,,2.5329201784275077,,2.2105412627706578,,3.6388363057622186,,1.6782057285991754,
130765665,6.741486509611839,,7.401583755283561,,3.2662971406801726,,4.759888480412952,,2.997333288407323,,,,,
91740126,3.278857764423388,,4.945106203491065,,,1.3862943611198906,,,1.8653478351046464,,,,1.8131767071433178,
145240300,,,,,2.847169943448597,1.3862943611198906,,,,,,,,
10620060,3.2437967904783807,,4.749500207780877,,3.618179571247866,,,,2.1042333989182955,2.03636930788767,4.38808824002602,,2.0390824037244317,
33535405,5.998493386562149,,8.099520120896976,,3.8251219103330034,,,,2.8142135159403168,,5.867237705249217,,,
66330003,4.675328827768026,,5.684311651296384,,2.9683120906036167,,5.053309606382527,,2.443985563783099,,4.9002178594570776,,,
97750139,2.9265056305312704,,3.3256841743330603,,2.738337455305511,,,,2.008002876886808,,,,,
160530000,3.1409559912463534,3.6106227414519045,3.992947294105345,4.24790702874837,2.560902524979103,1.3862943611198906,3.015399002118547,,1.9648557836615863,1.5349413874512692,3.587118840202643,,1.854964505712448,
81150003,2.861825792720401,,3.46588756268404,2.6923098892187887,2.508262683625144,,,,1.930479556465284,,3.2978902025399583,,1.98263904480184,
81285001,3.5862743399538384,,5.54820576444904,,3.6525721747068585,,5.477510407483831,,2.26331964804078,,5.534171351083174,,1.9709417624078116,
94780145,,,7.747673460268356,8.189712407101489,3.880389886504078,,5.4695106622194745,,2.5525117938546398,,4.8707215416164305,,,
91870167,5.808449903287375,,5.944969495244845,,3.2035306127450847,,,,3.075220166256332,,,,,
120610260,3.530427853383784,,4.071649174014303,,3.355175513340821,,3.7283330710981493,,2.1104421326999905,,5.386581274388752,,1.8475034243796347,
65350001,3.609631083901891,,6.17971643805173,6.376054287463514,3.541312070381055,,3.1180988597894883,,2.5248247728745765,,5.90408780382399,,2.120335706557329,
73355011,4.3178798821224795,,3.477732824177723,,3.45397649116472,,,,2.379327463220133,,,,,
53820032,2.9414693252442827,,3.988743382428249,,2.6274843688697946,,2.631463853946314,,1.9695595101774743,1.7381765710990127,3.4756578752972707,,,
10040000,4.06600319534894,,3.1737100627896315,,3.168643807165652,,,,2.1029996673519302,,3.29362509857162,,,
94745427,3.6893605850491977,,4.960810492235515,,3.6584647781868447,,4.467347491137614,,2.3452296979327123,,4.562874466923301,,2.0563968775821175,
32410008,4.291993620607848,,7.326360132944259,,3.323240188159108,,4.611560225689956,,2.5644968047768906,,5.745649711029029,,2.1836565937058747,
32410015,2.8650204973521056,,3.7874835385030297,,3.0286719440925647,,3.2222050027628826,,1.982865593070813,,3.6087122201489463,,,
91860137,4.461406499545725,,6.889314056037879,,,,,,,,,,,
84250039,3.1404625214863504,,5.42917446737328,,3.6449864631198534,,3.118480818277124,,1.9041577550894853,,,,2.3519568131875914,
33535406,3.612360208382884,,5.351851257306491,,2.745016039649009,,,,2.3072807470121,,4.709464698612005,,1.803830128265763,
97760116,3.8715514529620707,,4.554478325065692,6.230435044477156,2.861600101041523,,4.20561620855226,,2.1008508628536937,,4.2972998134745755,,2.077075147480406,
53660016,3.3481202717292935,,3.6828630032388894,,2.7366423772993356,,3.0542395244405443,,2.1061837480775116,1.4327134307654892,3.3567117336625185,,1.78940440646698,
130745459,4.42358256268257,,6.297989534565183,,3.8180919125498916,,4.2407048417574655,,2.724833298825384,,5.738695053496896,,2.0532330953921876,
59740012,,,8.580835111497077,,,,,,2.8942413469482076,,,,,
73325007,4.270757704094273,,6.041659812623406,,3.428162837821082,,,,2.7647904854267478,,6.620961323313918,,,
96755618,5.331878114760599,,8.480467958425136,,3.890066634742868,,5.7511903374201525,,2.7640158568939084,,6.05505034995768,,2.4873054310625227,
95720121,2.96982324531692,,3.685181171491373,4.288323664625719,3.5766823105904777,,3.687668173577349,,1.9527114743466074,,2.8730666496116877,,,
66350003,6.086101421320573,9.427813235525905,8.039613054481801,,3.5560476938898122,,5.6861688892246,,3.028088750563329,,6.168392354995671,,2.9331653982821293,
66360011,6.526000282046351,,6.516138491397293,,3.441802937094701,,2.590619924028204,,2.1865711376009527,,6.101160442723302,,,
84265001,6.259238059400332,,,,4.019961416691351,,,,2.5217607208672423,,,,,
91740115,2.911534418607397,,3.75210049172133,,2.839082951100428,1.3862943611198906,3.2328233463182054,,1.9304825231727403,,3.1915691349132937,,1.9758266659080674,
93630000,3.7184463085170827,,4.853296098062739,,3.2386241460381298,,,,2.1526041082064595,,3.8384097591132806,,1.9313778212703927,
73200000,3.0884602414818665,2.9107167823731603,3.7405062757609104,,3.184525385500302,,2.094627729356447,3.4244773378418705,1.9469410688104172,1.8233296828723127,3.910539631821795,4.11591298636631,,
95730125,2.688548962224773,,4.837961337178092,,2.985600204062442,,3.449908326635951,,2.1199916597556356,,4.175469465395741,,2.058653611427604,
91800117,,3.0957706528795508,3.811265516746411,,3.101841809009259,,,,2.274004058573207,,3.3903188377533398,,1.928493297945746,
81165003,,,5.542451202297578,,,,,,2.3127869433891357,,,,1.8886365546557409,
59160000,2.813520421460217,,3.7717805753091103,,2.716401277265139,1.3862943611198906,2.786739465480784,,2.31451325278057,,3.96898613943149,,1.8419907880214939,
53580052,6.063334406156632,,8.652216052322329,,,,,,3.0789459549441553,,7.2456674742850895,,,
150860015,2.580753115464363,,5.071351146650077,,3.3513265875643112,,,,2.5393516752940144,,,,,
72110000,3.6531279142789033,,4.247535156883193,,2.533826574451755,,2.6440303435214054,2.052565377974542,1.9725690401794076,1.6476075326290556,3.4971286087787457,,1.953148300214091,
10625218,4.588030243104002,,4.381352113487311,,,,4.3205751022379655,,2.2869221410638327,,5.3485216648843,,,
73110000,2.8583077895079243,,3.57204793232385,,2.662709754447494,,,,1.8696571144697864,,3.2193372054626788,,,
92770138,3.153073687017325,4.444743246897465,4.326930279857264,,3.2270807077366936,,3.406319741871434,,2.103921592273103,,4.480612947233962,,1.6682252202583054,
100450114,2.6631037579400076,,4.3825166530913755,,2.7896289774065344,,,,1.9596613589873524,,3.2231603358990104,,,
146280110,2.945078915596935,,3.8762880567929434,,2.9290687126352837,,,,2.050261847112757,,3.1028655387581376,,,
130715164,5.941361850460772,,,,,,,,,,,,,
66310006,,,6.2487174796422815,,,,,,2.015564935901083,,3.602564680109784,,,
72325006,6.430630881981317,,8.775345085606638,,3.9284321525392025,,5.575427583668422,,2.9818481450230965,,6.151263766529089,,,
53820068,3.0985189010371332,5.235863536196621,4.522505071290416,,2.9429824431663727,,3.832349985953325,,1.9760737651312168,,,,1.7138483296850362,
51580004,,,3.1270605221899075,,3.6031020532179223,,,,1.6951475183115159,,3.308566661906864,,,
91780144,4.374904702369937,,,,,,,,2.5353043482539723,,5.815506793069572,,,
120630036,4.5619245094336,,3.0110288816144495,,4.057320898763846,,,,,,,,2.627962585089906,
34595404,6.23755584612178,,8.720399254034767,,,,5.576989380914054,,,,6.453848177055849,,,
96745611,5.597946600315382,,6.37149122990528,,3.991915879706948,,,,,,,,,
53820008,4.071970246063288,,4.095784965007046,2.671999229381867,2.7347897410032127,,2.5279085725213384,,2.2862948859869867,,3.5749272452955445,,2.1256450515979157,
96740221,3.3986370186938486,,5.134597585601278,,4.264815010437899,,,,2.276899206377922,1.6265669448655786,3.528943373120425,,2.7270358632878318,
51660036,,,6.52614446777912,,,,,,2.711715813902448,,,,,
94640000,3.0102607626684055,2.742394863064321,3.6761345522273294,3.930637547209365,3.16610771243707,,2.9184460731303195,,1.9956610398792456,1.5975649251451738,3.7475096170498126,,1.9468593910608247,
53820040,5.850216307825625,,8.362804342828436,,3.3018931641345177,,5.484809887539511,,2.812967136049538,,6.029244798092054,,2.4233769219847097,
33595403,4.594615328210397,,5.733694968975198,,3.680679138571371,,4.028140518842943,,2.456399287199477,,4.87310966043691,,1.8973424792252325,
66320015,6.303353066687185,,7.9973886500480384,,3.6358723673150948,,4.017617663268829,,2.868094773706881,,5.9758792682013215,,,
100430115,,,2.932099274237757,,,,,,,,,,,
84175002,3.2752672244746313,,3.8616339626845506,,2.8903731506167447,,3.42152100143697,,2.0950381892889185,,3.8490173063841597,,1.9215536902610901,
82255003,3.9564410428992134,,5.97569873543747,,,,,,,,4.561057029946727,,,
82160015,,,,,,,,,,,,,1.8695052920883608,
59700036,2.733592731994041,,3.9035870205086876,,2.579962222123307,,,,2.1084013100346013,,,,,
147290050,4.134792910417392,3.0377430663944796,3.491785764760412,3.776786738805853,3.629219195657994,1.3862943611198906,2.569697762813292,,1.8433483448741812,1.5941883493824442,3.2733569186525235,,,
120600181,2.5489243979775584,,,,2.3627316440506525,,,,,,,,,
65330008,4.579829194849756,,7.8251833481570525,,,,5.412711559253933,,2.4808731311159935,,3.9867227249007025,,,
130745458,5.78523845294991,,,,3.728953139906377,,,,2.8392822134187496,,5.473587700007842,,,
53740016,6.092252179117882,,,,3.2071083639197706,,,,2.8369802048999837,,6.26240554203024,,,
96710143,2.9323669070115317,,3.4826609903647148,,2.8203737853950295,,3.130763242906295,,1.8713610238198046,,3.6404117518100203,,,
84355006,5.044074778963873,,6.820622620524941,,3.2595515706283265,,4.585265216360615,,2.4641517614718627,,5.101318653419144,,1.8172604314337752,
64360002,3.328645327519573,,4.3767663286657115,,3.574238796450276,,3.038925174301693,,1.7331325739499026,,3.110069747602495,,,
95710115,5.937643739693246,,8.676713354880745,,3.265321715243729,,,,3.0279628675619867,,6.059823959134546,,2.425792548227022,
53580060,4.467613814272192,,6.810691333803156,,2.4095755309980014,,,,2.3047870729037956,,7.05477230344825,,,
64340002,2.6529506533656946,,3.369121697948805,,2.6482949137690244,,2.543104335754999,,1.889292411163925,,4.188279604858426,,,
53620036,2.768751883779079,,4.15368410998384,8.284437030049165,2.755160195067706,,,,1.9164721396539448,,3.2428236383989835,,2.0428814533558195,
64360007,3.0618941837819302,,3.772416751636326,,2.705502213745834,,2.826568330238304,,2.098667037763154,,3.854552058221362,,,2.249053697663167
31570001,5.60316259749076,,7.891660208229436,,3.2830582750815274,,5.0230501705668145,,2.8522484208029675,,6.2670409577335,,,
57740040,,,,,,,,,2.8246580274029522,,,,,
83265003,4.371179850532998,3.342587482085339,4.983676667974215,4.611582039900944,2.931312881944225,,2.4905323079804065,3.2874481279420458,2.227646239709321,,5.361189619009886,,1.780773187040097,
51200000,2.834655282073635,5.250544663275162,4.093614243478507,,2.779895684257459,,2.892532763752806,,2.1440709685288866,,3.393256630414617,,,
84355004,4.571371138693103,,5.073732622795442,,3.2834814008430055,,3.9670723132746155,,2.3561777975448157,,4.27682536627258,,1.952662017819491,
160620041,3.031025496042616,,4.922481458981275,,3.197626974078865,,3.570152944646659,,1.9352992466276053,,,,1.6957210982655988,
64340006,3.483256138847797,,3.568612538629008,,,,5.006910861932208,,1.9337544956401327,,3.1386613678133877,,,
55620024,3.014246588038577,,4.347978351396606,,2.513231179451691,,2.4320394798526506,,2.053721011751571,,3.2397372060947074,,1.9437844285042143,
33520060,6.423526046625966,,8.705200832085115,,3.4851815609352013,,6.251620270408529,,3.0166920514915354,,6.343063458937525,,2.9173026400663957,
31010000,4.618584580818131,3.892579469169074,6.837659162393334,,3.2700467792523296,,6.149854495346467,,2.3139427797135426,,4.571744875149344,,2.2480873410318725,
81175011,4.209638819055025,,,,,,,,,,,,,
33515403,6.585303228024539,,6.464985383992586,,,,,,2.7667233255151866,,,,2.493174009126867,
100460118,5.816791534621239,,8.156095884437743,,3.137858385881548,,5.457838154714933,,2.8480290757916054,,5.5435387515968255,,2.602012515244968,
83170005,,,,,,,,,2.575424911854221,,,,,
