,root,Fz1,Fz2,Fz3,Fz4,Fz6,root,Fz1,Fz2,Fz3,Fz4,Fz6,root,Fz1,Fz2,Fz3,Fz4,Fz6,root,Fz1,Fz2,Fz3,Fz4,Fz6
,all,all,all,all,all,all,PT,PT,PT,PT,PT,PT,air,air,air,air,air,air,car,car,car,car,car,car
57,9.946,9.695,8.856,11.714,11.148,8.463,7.824,6.713,9.815,11.176,8.924,6.927,19.16,19.16,19.16,19.16,24.47,15.83,10.072,9.780999999999999,6.743,13.395999999999999,11.203999999999999,8.463
58,10.004,9.75,8.964,11.776,11.202,8.502,7.8660000000000005,6.742,9.969999999999999,11.204,8.976,6.957999999999999,19.16,19.16,19.16,19.16,24.47,15.83,10.128,9.834,6.772,13.464,11.256,8.502
59,10.062,9.805,9.072,11.838000000000001,11.256,8.541,7.908,6.771,10.125,11.232,9.028,6.989,19.16,19.16,19.16,19.16,24.47,15.83,10.184000000000001,9.887,6.801,13.532,11.308,8.541
60,10.12,9.86,9.18,11.9,11.31,8.58,7.95,6.8,10.28,11.26,9.08,7.02,19.16,19.16,19.16,19.16,24.47,15.83,10.24,9.94,6.83,13.6,11.36,8.58
61,10.167,9.904,9.18,11.9,11.354000000000001,8.611,7.984,6.822,10.427999999999999,11.283,9.124,7.044,19.16,19.16,19.16,19.16,24.47,15.83,10.285,9.982,6.854,13.655,11.402999999999999,8.611
62,10.213999999999999,9.948,9.18,11.9,11.398,8.642,8.018,6.843999999999999,10.575999999999999,11.306,9.168,7.068,19.16,19.16,19.16,19.16,24.47,15.83,10.33,10.024,6.878,13.709999999999999,11.446,8.642
63,10.261,9.991999999999999,9.18,11.9,11.442,8.673,8.052,6.866,10.724,11.329,9.212,7.092,19.16,19.16,19.16,19.16,24.47,15.83,10.375,10.065999999999999,6.902,13.765,11.488999999999999,8.673
64,10.308,10.036,9.18,11.9,11.486,8.704,8.086,6.888,10.872,11.352,9.256,7.116,19.16,19.16,19.16,19.16,24.47,15.83,10.42,10.107999999999999,6.926,13.82,11.532,8.704
65,10.355,10.08,9.18,11.9,11.530000000000001,8.735,8.12,6.91,11.02,11.375,9.3,7.14,19.16,19.16,19.16,19.16,24.47,15.83,10.465,10.149999999999999,6.95,13.875,11.575,8.735
66,10.402,10.124,9.18,11.9,11.574,8.766,8.154,6.9319999999999995,11.168,11.398,9.344,7.164,19.16,19.16,19.16,19.16,24.47,15.83,10.51,10.192,6.974,13.93,11.617999999999999,8.766
67,10.449,10.168000000000001,9.18,11.9,11.618,8.797,8.187999999999999,6.954,11.315999999999999,11.421,9.388,7.188,19.16,19.16,19.16,19.16,24.47,15.83,10.555,10.234,6.998,13.985,11.661,8.797
68,10.496,10.212,9.18,11.9,11.662,8.828000000000001,8.222,6.976,11.464,11.444,9.432,7.212,19.16,19.16,19.16,19.16,24.47,15.83,10.6,10.276,7.022,14.040000000000001,11.703999999999999,8.828000000000001
69,10.543,10.256,9.18,11.9,11.706,8.859,8.255999999999998,6.997999999999999,11.612,11.467,9.475999999999999,7.236,19.16,19.16,19.16,19.16,24.47,15.83,10.645,10.318,7.046,14.095,11.747,8.859
70,10.59,10.3,9.18,11.9,11.75,8.89,8.29,7.02,11.76,11.49,9.52,7.26,19.16,19.16,19.16,19.16,24.47,15.83,10.69,10.36,7.07,14.15,11.79,8.89
71,10.637,10.344000000000001,9.18,11.9,11.795,8.921000000000001,8.324,7.042999999999999,11.932,11.512,9.567,7.284,19.16,19.16,19.16,19.16,24.47,15.83,10.735999999999999,10.402,7.094,14.204,11.832999999999998,8.921000000000001
72,10.684,10.388,9.18,11.9,11.84,8.952,8.357999999999999,7.066,12.104,11.534,9.613999999999999,7.308,19.16,19.16,19.16,19.16,24.47,15.83,10.782,10.443999999999999,7.118,14.258000000000001,11.876,8.952
73,10.731,10.432,9.18,11.9,11.885,8.983,8.392,7.0889999999999995,12.276,11.556000000000001,9.661,7.332,19.16,19.16,19.16,19.16,24.47,15.83,10.828,10.485999999999999,7.142,14.312,11.919,8.983
74,10.778,10.476,9.18,11.9,11.93,9.014,8.426,7.112,12.448,11.578000000000001,9.708,7.356,19.16,19.16,19.16,19.16,24.47,15.83,10.874,10.527999999999999,7.166,14.366,11.962,9.014
75,10.825,10.52,9.18,11.9,11.975,9.045,8.46,7.135,12.620000000000001,11.600000000000001,9.754999999999999,7.38,19.16,19.16,19.16,19.16,24.47,15.83,10.92,10.57,7.1899999999999995,14.42,12.004999999999999,9.045
76,10.872,10.564,9.18,11.9,12.02,9.076,8.494,7.1579999999999995,12.792,11.622,9.802,7.404,19.16,19.16,19.16,19.16,24.47,15.83,10.966,10.612,7.2139999999999995,14.474,12.048,9.076
77,10.919,10.608,9.18,11.9,12.065,9.107,8.528,7.181,12.964,11.644,9.849,7.428,19.16,19.16,19.16,19.16,24.47,15.83,11.012,10.654,7.2379999999999995,14.528,12.091000000000001,9.107
78,10.966000000000001,10.652000000000001,9.18,11.9,12.11,9.138,8.562000000000001,7.204,13.136000000000001,11.666,9.896,7.452,19.16,19.16,19.16,19.16,24.47,15.83,11.058,10.696,7.262,14.581999999999999,12.134,9.138
79,11.013,10.696,9.18,11.9,12.155,9.168999999999999,8.596,7.227,13.308,11.688,9.943,7.476,19.16,19.16,19.16,19.16,24.47,15.83,11.104000000000001,10.738,7.286,14.636,12.177,9.168999999999999
80,11.06,10.74,9.18,11.9,12.2,9.2,8.63,7.25,13.48,11.71,9.99,7.5,19.16,19.16,19.16,19.16,24.47,15.83,11.15,10.78,7.31,14.69,12.22,9.2
81,11.092,10.769,9.18,11.9,12.231,9.221,8.652000000000001,7.265,13.48,11.725000000000001,10.023,7.517,19.16,19.16,19.16,19.16,24.47,15.83,11.18,10.808,7.326,14.727,12.248000000000001,9.221
82,11.124,10.798,9.18,11.9,12.261999999999999,9.241999999999999,8.674000000000001,7.28,13.48,11.74,10.056000000000001,7.534,19.16,19.16,19.16,19.16,24.47,15.83,11.21,10.836,7.342,14.764,12.276,9.241999999999999
83,11.156,10.827,9.18,11.9,12.293,9.263,8.696,7.295,13.48,11.755,10.089,7.551,19.16,19.16,19.16,19.16,24.47,15.83,11.24,10.863999999999999,7.358,14.801,12.304,9.263
84,11.188,10.856,9.18,11.9,12.324,9.283999999999999,8.718,7.3100000000000005,13.48,11.77,10.122,7.568,19.16,19.16,19.16,19.16,24.47,15.83,11.27,10.892,7.374,14.838,12.332,9.283999999999999
85,11.22,10.885,9.18,11.9,12.355,9.305,8.74,7.325,13.48,11.785,10.155000000000001,7.585,19.16,19.16,19.16,19.16,24.47,15.83,11.3,10.92,7.39,14.875,12.36,9.305
86,11.252,10.914,9.18,11.9,12.386,9.326,8.762,7.34,13.48,11.8,10.188,7.602,19.16,19.16,19.16,19.16,24.47,15.83,11.33,10.948,7.406,14.912,12.388,9.326
87,11.284,10.943,9.18,11.9,12.417,9.347,8.784,7.355,13.48,11.815,10.221,7.619,19.16,19.16,19.16,19.16,24.47,15.83,11.36,10.976,7.422,14.949,12.416,9.347
88,11.316,10.972,9.18,11.9,12.448,9.368,8.806,7.37,13.48,11.83,10.254,7.636,19.16,19.16,19.16,19.16,24.47,15.83,11.389999999999999,11.004,7.438,14.986,12.444,9.368
89,11.348,11.001,9.18,11.9,12.479,9.389,8.828,7.385000000000001,13.48,11.844999999999999,10.287,7.653,19.16,19.16,19.16,19.16,24.47,15.83,11.42,11.032,7.454,15.023,12.472,9.389
90,11.38,11.03,9.18,11.9,12.51,9.41,8.85,7.4,13.48,11.86,10.32,7.67,19.16,19.16,19.16,19.16,24.47,15.83,11.45,11.06,7.47,15.06,12.5,9.41
91,11.436,11.083,9.18,11.9,12.567,9.447,8.891,7.4270000000000005,13.48,11.887,10.384,7.699,19.16,19.16,19.16,19.16,24.47,15.83,11.504,11.110000000000001,7.497999999999999,15.125,12.552,9.447
92,11.492,11.136,9.18,11.9,12.624,9.484,8.932,7.454000000000001,13.48,11.914,10.448,7.728,19.16,19.16,19.16,19.16,24.47,15.83,11.558,11.16,7.526,15.190000000000001,12.604,9.484
93,11.548,11.189,9.18,11.9,12.681,9.521,8.972999999999999,7.481,13.48,11.940999999999999,10.512,7.757,19.16,19.16,19.16,19.16,24.47,15.83,11.612,11.21,7.554,15.255,12.656,9.521
94,11.604000000000001,11.241999999999999,9.18,11.9,12.738,9.558,9.014,7.508,13.48,11.968,10.576,7.786,19.16,19.16,19.16,19.16,24.47,15.83,11.666,11.26,7.582,15.32,12.708,9.558
95,11.66,11.295,9.18,11.9,12.795,9.594999999999999,9.055,7.535,13.48,11.995000000000001,10.64,7.8149999999999995,19.16,19.16,19.16,19.16,24.47,15.83,11.719999999999999,11.31,7.609999999999999,15.385000000000002,12.76,9.594999999999999
96,11.716,11.348,9.18,11.9,12.852,9.632,9.096,7.562,13.48,12.022,10.704,7.844,19.16,19.16,19.16,19.16,24.47,15.83,11.774,11.360000000000001,7.638,15.450000000000001,12.812,9.632
97,11.772,11.401,9.18,11.9,12.909,9.669,9.137,7.589,13.48,12.049,10.768,7.873,19.16,19.16,19.16,19.16,24.47,15.83,11.828,11.41,7.666,15.515,12.863999999999999,9.669
98,11.828,11.454,9.18,11.9,12.966,9.706,9.177999999999999,7.616,13.48,12.076,10.832,7.902,19.16,19.16,19.16,19.16,24.47,15.83,11.882,11.46,7.694,15.58,12.916,9.706
99,11.884,11.507,9.18,11.9,13.023,9.742999999999999,9.219,7.643,13.48,12.103000000000002,10.896,7.931,19.16,19.16,19.16,19.16,24.47,15.83,11.936,11.51,7.7219999999999995,15.645000000000001,12.968,9.742999999999999
100,11.94,11.56,9.18,11.9,13.08,9.78,9.26,7.67,13.48,12.13,10.96,7.96,19.16,19.16,19.16,19.16,24.47,15.83,11.99,11.56,7.75,15.71,13.02,9.78
101,11.9656,11.584,9.18,11.9,13.1068,9.7968,9.2784,7.6824,13.48,12.1424,10.992,7.9732,19.16,19.16,19.16,19.16,24.47,15.83,12.014800000000001,11.5832,7.7632,15.739600000000001,13.043999999999999,9.7968
102,11.9912,11.608,9.18,11.9,13.1336,9.8136,9.2968,7.6948,13.48,12.1548,11.024000000000001,7.9864,19.16,19.16,19.16,19.16,24.47,15.83,12.0396,11.6064,7.7764,15.769200000000001,13.068,9.8136
103,12.0168,11.632,9.18,11.9,13.1604,9.8304,9.315199999999999,7.7072,13.48,12.167200000000001,11.056000000000001,7.9996,19.16,19.16,19.16,19.16,24.47,15.83,12.064400000000001,11.6296,7.7896,15.7988,13.091999999999999,9.8304
104,12.042399999999999,11.656,9.18,11.9,13.1872,9.847199999999999,9.3336,7.7196,13.48,12.1796,11.088000000000001,8.0128,19.16,19.16,19.16,19.16,24.47,15.83,12.0892,11.652800000000001,7.8028,15.8284,13.116,9.847199999999999
105,12.068,11.68,9.18,11.9,13.214,9.863999999999999,9.352,7.732,13.48,12.192,11.120000000000001,8.026,19.16,19.16,19.16,19.16,24.47,15.83,12.114,11.676,7.816,15.858,13.139999999999999,9.863999999999999
106,12.0936,11.704,9.18,11.9,13.2408,9.880799999999999,9.3704,7.7444,13.48,12.2044,11.152000000000001,8.0392,19.16,19.16,19.16,19.16,24.47,15.83,12.1388,11.699200000000001,7.8292,15.8876,13.164,9.880799999999999
107,12.1192,11.728,9.18,11.9,13.2676,9.897599999999999,9.3888,7.7568,13.48,12.216800000000001,11.184000000000001,8.0524,19.16,19.16,19.16,19.16,24.47,15.83,12.1636,11.7224,7.8424,15.917200000000001,13.187999999999999,9.897599999999999
108,12.1448,11.752,9.18,11.9,13.2944,9.914399999999999,9.4072,7.7692,13.48,12.2292,11.216000000000001,8.0656,19.16,19.16,19.16,19.16,24.47,15.83,12.1884,11.745600000000001,7.8556,15.9468,13.212,9.914399999999999
109,12.170399999999999,11.776,9.18,11.9,13.3212,9.931199999999999,9.4256,7.7816,13.48,12.2416,11.248000000000001,8.0788,19.16,19.16,19.16,19.16,24.47,15.83,12.2132,11.7688,7.8688,15.9764,13.235999999999999,9.931199999999999
110,12.196,11.8,9.18,11.9,13.348,9.947999999999999,9.444,7.7940000000000005,13.48,12.254,11.280000000000001,8.091999999999999,19.16,19.16,19.16,19.16,24.47,15.83,12.238,11.792,7.882,16.006,13.26,9.947999999999999
111,12.2216,11.824,9.18,11.9,13.3748,9.964799999999999,9.4624,7.8064,13.48,12.2664,11.312000000000001,8.1052,19.16,19.16,19.16,19.16,24.47,15.83,12.2628,11.8152,7.8952,16.0356,13.283999999999999,9.964799999999999
112,12.2472,11.848,9.18,11.9,13.4016,9.981599999999998,9.4808,7.8188,13.48,12.2788,11.344000000000001,8.1184,19.16,19.16,19.16,19.16,24.47,15.83,12.2876,11.8384,7.9084,16.0652,13.308,9.981599999999998
113,12.2728,11.872,9.18,11.9,13.4284,9.9984,9.4992,7.8312,13.48,12.2912,11.376000000000001,8.131599999999999,19.16,19.16,19.16,19.16,24.47,15.83,12.3124,11.861600000000001,7.9216,16.0948,13.331999999999999,9.9984
114,12.298399999999999,11.896,9.18,11.9,13.4552,10.0152,9.5176,7.8436,13.48,12.3036,11.408,8.1448,19.16,19.16,19.16,19.16,24.47,15.83,12.3372,11.8848,7.9348,16.1244,13.356,10.0152
115,12.324,11.92,9.18,11.9,13.482,10.032,9.536,7.856,13.48,12.316,11.44,8.158,19.16,19.16,19.16,19.16,24.47,15.83,12.362,11.908000000000001,7.948,16.154,13.379999999999999,10.032
116,12.3496,11.944,9.18,11.9,13.5088,10.0488,9.554400000000001,7.8684,13.48,12.3284,11.472,8.171199999999999,19.16,19.16,19.16,19.16,24.47,15.83,12.3868,11.9312,7.9612,16.1836,13.404,10.0488
117,12.3752,11.968,9.18,11.9,13.5356,10.0656,9.5728,7.880800000000001,13.48,12.3408,11.504,8.1844,19.16,19.16,19.16,19.16,24.47,15.83,12.4116,11.9544,7.9744,16.2132,13.427999999999999,10.0656
118,12.4008,11.992,9.18,11.9,13.5624,10.0824,9.5912,7.8932,13.48,12.3532,11.536,8.1976,19.16,19.16,19.16,19.16,24.47,15.83,12.436399999999999,11.9776,7.9876000000000005,16.2428,13.452,10.0824
119,12.4264,12.016,9.18,11.9,13.5892,10.0992,9.6096,7.905600000000001,13.48,12.3656,11.568,8.210799999999999,19.16,19.16,19.16,19.16,24.47,15.83,12.4612,12.0008,8.0008,16.2724,13.475999999999999,10.0992
