,root,Fz1,Fz2,Fz3,Fz4,Fz6,root,Fz1,Fz2,Fz3,Fz4,Fz6,root,Fz1,Fz2,Fz3,Fz4,Fz6,root,Fz1,Fz2,Fz3,Fz4,Fz6
,all,all,all,all,all,all,PT,PT,PT,PT,PT,PT,air,air,air,air,air,air,car,car,car,car,car,car
363,16.2392,15.6014,9.18,11.9,18.552,12.6128,12.357999999999999,9.7546,13.48,14.192,18.729400000000002,10.1846,35.8626,35.8626,35.8626,35.8626,39.6214,21.9952,16.1366,15.4088,9.9372,20.6974,17.3222,12.6128
364,16.2476,15.6092,9.18,11.9,18.566000000000003,12.6184,12.363999999999999,9.758799999999999,13.48,14.196,18.7532,10.1888,35.9328,35.9328,35.9328,35.9328,39.769200000000005,22.0256,16.1448,15.4164,9.941600000000001,20.7072,17.3316,12.6184
365,16.256,15.617,9.18,11.9,18.580000000000002,12.623999999999999,12.37,9.763,13.48,14.200000000000001,18.777,10.193000000000001,36.003,36.003,36.003,36.003,39.917,22.056,16.153000000000002,15.424,9.946,20.717,17.341,12.623999999999999
366,16.2644,15.6248,9.18,11.9,18.594,12.6296,12.376,9.767199999999999,13.48,14.204,18.800800000000002,10.1972,36.0732,36.0732,36.0732,36.0732,40.064800000000005,22.0864,16.1612,15.4316,9.9504,20.7268,17.3504,12.6296
367,16.2728,15.6326,9.18,11.9,18.608,12.6352,12.382,9.7714,13.48,14.208,18.8246,10.2014,36.1434,36.1434,36.1434,36.1434,40.2126,22.1168,16.1694,15.4392,9.9548,20.7366,17.3598,12.6352
368,16.2812,15.6404,9.18,11.9,18.622,12.640799999999999,12.388,9.775599999999999,13.48,14.212,18.8484,10.2056,36.2136,36.2136,36.2136,36.2136,40.360400000000006,22.1472,16.1776,15.4468,9.959200000000001,20.7464,17.3692,12.640799999999999
369,16.2896,15.648200000000001,9.18,11.9,18.636,12.6464,12.394,9.7798,13.48,14.216000000000001,18.8722,10.209800000000001,36.2838,36.2838,36.2838,36.2838,40.5082,22.1776,16.1858,15.4544,9.9636,20.7562,17.3786,12.6464
370,16.298,15.656,9.18,11.9,18.650000000000002,12.652,12.4,9.783999999999999,13.48,14.22,18.896,10.214,36.354,36.354,36.354,36.354,40.656000000000006,22.208000000000002,16.194000000000003,15.462,9.968,20.766,17.388,12.652
371,16.3064,15.6638,9.18,11.9,18.664,12.6576,12.405999999999999,9.7882,13.48,14.224,18.919800000000002,10.2182,36.4242,36.4242,36.4242,36.4242,40.8038,22.238400000000002,16.2022,15.4696,9.9724,20.7758,17.3974,12.6576
372,16.314799999999998,15.6716,9.18,11.9,18.678,12.6632,12.411999999999999,9.792399999999999,13.48,14.228,18.9436,10.2224,36.4944,36.4944,36.4944,36.4944,40.951600000000006,22.268800000000002,16.2104,15.4772,9.9768,20.7856,17.4068,12.6632
373,16.3232,15.679400000000001,9.18,11.9,18.692,12.6688,12.418,9.7966,13.48,14.232000000000001,18.9674,10.226600000000001,36.5646,36.5646,36.5646,36.5646,41.0994,22.299200000000003,16.218600000000002,15.4848,9.9812,20.7954,17.4162,12.6688
374,16.331599999999998,15.6872,9.18,11.9,18.706,12.6744,12.424,9.800799999999999,13.48,14.236,18.9912,10.2308,36.6348,36.6348,36.6348,36.6348,41.24720000000001,22.329600000000003,16.2268,15.4924,9.9856,20.8052,17.4256,12.6744
375,16.34,15.695,9.18,11.9,18.72,12.68,12.43,9.805,13.48,14.24,19.015,10.235,36.705,36.705,36.705,36.705,41.395,22.36,16.235,15.5,9.99,20.814999999999998,17.435000000000002,12.68
376,16.3484,15.7028,9.18,11.9,18.734,12.685599999999999,12.436,9.8092,13.48,14.244,19.038800000000002,10.2392,36.7752,36.7752,36.7752,36.7752,41.5428,22.3904,16.2432,15.5076,9.9944,20.8248,17.4444,12.685599999999999
377,16.3568,15.7106,9.18,11.9,18.748,12.6912,12.442,9.8134,13.48,14.248,19.0626,10.243400000000001,36.845400000000005,36.845400000000005,36.845400000000005,36.845400000000005,41.6906,22.4208,16.2514,15.5152,9.998800000000001,20.8346,17.4538,12.6912
378,16.3652,15.7184,9.18,11.9,18.762,12.6968,12.448,9.8176,13.48,14.252,19.0864,10.2476,36.915600000000005,36.915600000000005,36.915600000000005,36.915600000000005,41.83840000000001,22.4512,16.259600000000002,15.5228,10.0032,20.8444,17.4632,12.6968
379,16.3736,15.7262,9.18,11.9,18.776,12.702399999999999,12.454,9.8218,13.48,14.256,19.1102,10.2518,36.985800000000005,36.985800000000005,36.985800000000005,36.985800000000005,41.986200000000004,22.4816,16.2678,15.5304,10.0076,20.8542,17.4726,12.702399999999999
380,16.382,15.734,9.18,11.9,18.79,12.708,12.459999999999999,9.826,13.48,14.26,19.134,10.256,37.056000000000004,37.056000000000004,37.056000000000004,37.056000000000004,42.134,22.512,16.276,15.538,10.012,20.864,17.482,12.708
381,16.3904,15.7418,9.18,11.9,18.804000000000002,12.7136,12.466,9.8302,13.48,14.264,19.1578,10.260200000000001,37.126200000000004,37.126200000000004,37.126200000000004,37.126200000000004,42.281800000000004,22.5424,16.284200000000002,15.5456,10.0164,20.8738,17.491400000000002,12.7136
382,16.3988,15.749600000000001,9.18,11.9,18.818,12.7192,12.472,9.8344,13.48,14.268,19.1816,10.2644,37.196400000000004,37.196400000000004,37.196400000000004,37.196400000000004,42.4296,22.5728,16.2924,15.5532,10.0208,20.883599999999998,17.5008,12.7192
383,16.4072,15.7574,9.18,11.9,18.832,12.7248,12.478,9.8386,13.48,14.272,19.2054,10.2686,37.266600000000004,37.266600000000004,37.266600000000004,37.266600000000004,42.577400000000004,22.6032,16.300600000000003,15.5608,10.0252,20.8934,17.5102,12.7248
384,16.4156,15.7652,9.18,11.9,18.846,12.7304,12.484,9.8428,13.48,14.276,19.2292,10.2728,37.336800000000004,37.336800000000004,37.336800000000004,37.336800000000004,42.7252,22.6336,16.3088,15.5684,10.0296,20.9032,17.5196,12.7304
385,16.424,15.773,9.18,11.9,18.86,12.736,12.49,9.847,13.48,14.28,19.253,10.277000000000001,37.407000000000004,37.407000000000004,37.407000000000004,37.407000000000004,42.873000000000005,22.664,16.317,15.576,10.034,20.913,17.529,12.736
386,16.4324,15.780800000000001,9.18,11.9,18.874000000000002,12.7416,12.496,9.8512,13.48,14.284,19.2768,10.2812,37.4772,37.4772,37.4772,37.4772,43.0208,22.6944,16.325200000000002,15.5836,10.0384,20.9228,17.5384,12.7416
387,16.4408,15.7886,9.18,11.9,18.888,12.7472,12.502,9.8554,13.48,14.288,19.3006,10.2854,37.5474,37.5474,37.5474,37.5474,43.168600000000005,22.724800000000002,16.3334,15.5912,10.0428,20.9326,17.547800000000002,12.7472
388,16.4492,15.7964,9.18,11.9,18.902,12.7528,12.508,9.8596,13.48,14.292,19.3244,10.2896,37.6176,37.6176,37.6176,37.6176,43.3164,22.755200000000002,16.3416,15.598799999999999,10.0472,20.9424,17.5572,12.7528
389,16.4576,15.8042,9.18,11.9,18.916,12.7584,12.514,9.8638,13.48,14.296,19.3482,10.293800000000001,37.6878,37.6878,37.6878,37.6878,43.464200000000005,22.785600000000002,16.349800000000002,15.606399999999999,10.0516,20.952199999999998,17.5666,12.7584
390,16.466,15.812000000000001,9.18,11.9,18.93,12.764,12.52,9.868,13.48,14.3,19.372,10.298,37.758,37.758,37.758,37.758,43.612,22.816000000000003,16.358,15.613999999999999,10.056,20.962,17.576,12.764
391,16.4744,15.8198,9.18,11.9,18.944,12.7696,12.526,9.8722,13.48,14.304,19.3958,10.3022,37.8282,37.8282,37.8282,37.8282,43.759800000000006,22.846400000000003,16.366200000000003,15.621599999999999,10.0604,20.971799999999998,17.5854,12.7696
392,16.4828,15.8276,9.18,11.9,18.958000000000002,12.7752,12.532,9.8764,13.48,14.308,19.4196,10.3064,37.8984,37.8984,37.8984,37.8984,43.9076,22.876800000000003,16.3744,15.629199999999999,10.0648,20.9816,17.594800000000003,12.7752
393,16.4912,15.8354,9.18,11.9,18.972,12.7808,12.538,9.8806,13.48,14.312,19.4434,10.3106,37.9686,37.9686,37.9686,37.9686,44.055400000000006,22.9072,16.3826,15.6368,10.0692,20.9914,17.604200000000002,12.7808
394,16.4996,15.843200000000001,9.18,11.9,18.986,12.7864,12.544,9.8848,13.48,14.316,19.4672,10.3148,38.0388,38.0388,38.0388,38.0388,44.2032,22.9376,16.390800000000002,15.6444,10.073599999999999,21.001199999999997,17.6136,12.7864
395,16.508,15.851,9.18,11.9,19.0,12.792,12.55,9.889,13.48,14.32,19.491,10.318999999999999,38.109,38.109,38.109,38.109,44.351000000000006,22.968,16.399,15.652,10.078,21.011,17.623,12.792
396,16.5164,15.8588,9.18,11.9,19.014,12.797600000000001,12.556,9.8932,13.48,14.324,19.5148,10.3232,38.1792,38.1792,38.1792,38.1792,44.4988,22.9984,16.4072,15.6596,10.0824,21.020799999999998,17.6324,12.797600000000001
397,16.5248,15.8666,9.18,11.9,19.028,12.8032,12.562,9.8974,13.48,14.328,19.5386,10.3274,38.2494,38.2494,38.2494,38.2494,44.64660000000001,23.0288,16.4154,15.6672,10.0868,21.0306,17.6418,12.8032
398,16.5332,15.874400000000001,9.18,11.9,19.042,12.8088,12.568,9.9016,13.48,14.332,19.5624,10.3316,38.3196,38.3196,38.3196,38.3196,44.7944,23.0592,16.4236,15.6748,10.091199999999999,21.040399999999998,17.651200000000003,12.8088
399,16.5416,15.882200000000001,9.18,11.9,19.056,12.814400000000001,12.574,9.9058,13.48,14.336,19.586199999999998,10.335799999999999,38.3898,38.3898,38.3898,38.3898,44.9422,23.0896,16.431800000000003,15.6824,10.0956,21.0502,17.660600000000002,12.814400000000001
400,16.55,15.89,9.18,11.9,19.07,12.82,12.58,9.91,13.48,14.34,19.61,10.34,38.46,38.46,38.46,38.46,45.09,23.12,16.44,15.69,10.1,21.06,17.67,12.82
401,16.5584,15.898200000000001,9.18,11.9,19.0852,12.8256,12.5862,9.914200000000001,13.48,14.3442,19.6368,10.3446,38.5314,38.5314,38.5314,38.5314,45.2864,23.153200000000002,16.4482,15.6976,10.1042,21.069799999999997,17.6798,12.8256
402,16.5668,15.906400000000001,9.18,11.9,19.1004,12.8312,12.5924,9.9184,13.48,14.3484,19.6636,10.3492,38.6028,38.6028,38.6028,38.6028,45.482800000000005,23.186400000000003,16.456400000000002,15.7052,10.1084,21.0796,17.689600000000002,12.8312
403,16.575200000000002,15.9146,9.18,11.9,19.1156,12.8368,12.5986,9.9226,13.48,14.3526,19.6904,10.3538,38.6742,38.6742,38.6742,38.6742,45.6792,23.2196,16.4646,15.7128,10.1126,21.089399999999998,17.6994,12.8368
404,16.5836,15.9228,9.18,11.9,19.1308,12.8424,12.604800000000001,9.9268,13.48,14.3568,19.7172,10.3584,38.7456,38.7456,38.7456,38.7456,45.875600000000006,23.2528,16.472800000000003,15.7204,10.1168,21.0992,17.709200000000003,12.8424
405,16.592,15.931000000000001,9.18,11.9,19.146,12.848,12.611,9.931000000000001,13.48,14.361,19.744,10.363,38.817,38.817,38.817,38.817,46.072,23.286,16.481,15.728,10.121,21.108999999999998,17.719,12.848
406,16.6004,15.939200000000001,9.18,11.9,19.1612,12.8536,12.6172,9.9352,13.48,14.3652,19.770799999999998,10.3676,38.888400000000004,38.888400000000004,38.888400000000004,38.888400000000004,46.2684,23.319200000000002,16.4892,15.7356,10.1252,21.1188,17.728800000000003,12.8536
407,16.608800000000002,15.9474,9.18,11.9,19.1764,12.8592,12.6234,9.9394,13.48,14.3694,19.7976,10.3722,38.9598,38.9598,38.9598,38.9598,46.464800000000004,23.3524,16.497400000000003,15.7432,10.1294,21.1286,17.7386,12.8592
408,16.6172,15.9556,9.18,11.9,19.1916,12.8648,12.6296,9.9436,13.48,14.3736,19.8244,10.3768,39.0312,39.0312,39.0312,39.0312,46.6612,23.3856,16.5056,15.7508,10.1336,21.1384,17.7484,12.8648
409,16.6256,15.9638,9.18,11.9,19.2068,12.8704,12.6358,9.9478,13.48,14.3778,19.8512,10.3814,39.1026,39.1026,39.1026,39.1026,46.857600000000005,23.4188,16.5138,15.7584,10.1378,21.1482,17.758200000000002,12.8704
410,16.634,15.972000000000001,9.18,11.9,19.222,12.876,12.642,9.952,13.48,14.382,19.878,10.386,39.174,39.174,39.174,39.174,47.054,23.452,16.522000000000002,15.766,10.142,21.157999999999998,17.768,12.876
411,16.642400000000002,15.9802,9.18,11.9,19.2372,12.8816,12.648200000000001,9.956199999999999,13.48,14.3862,19.904799999999998,10.3906,39.245400000000004,39.245400000000004,39.245400000000004,39.245400000000004,47.2504,23.485200000000003,16.5302,15.7736,10.1462,21.1678,17.777800000000003,12.8816
412,16.6508,15.9884,9.18,11.9,19.2524,12.8872,12.6544,9.9604,13.48,14.3904,19.9316,10.395199999999999,39.3168,39.3168,39.3168,39.3168,47.4468,23.5184,16.538400000000003,15.7812,10.1504,21.177599999999998,17.7876,12.8872
413,16.6592,15.9966,9.18,11.9,19.267599999999998,12.8928,12.6606,9.9646,13.48,14.3946,19.9584,10.3998,39.3882,39.3882,39.3882,39.3882,47.6432,23.5516,16.5466,15.7888,10.1546,21.1874,17.7974,12.8928
414,16.6676,16.0048,9.18,11.9,19.282799999999998,12.8984,12.6668,9.9688,13.48,14.3988,19.9852,10.4044,39.4596,39.4596,39.4596,39.4596,47.839600000000004,23.5848,16.5548,15.7964,10.1588,21.1972,17.8072,12.8984
415,16.676000000000002,16.013,9.18,11.9,19.298,12.904,12.673,9.972999999999999,13.48,14.403,20.012,10.409,39.531,39.531,39.531,39.531,48.036,23.618000000000002,16.563000000000002,15.804,10.163,21.207,17.817,12.904
416,16.6844,16.0212,9.18,11.9,19.3132,12.9096,12.6792,9.9772,13.48,14.4072,20.0388,10.4136,39.6024,39.6024,39.6024,39.6024,48.2324,23.6512,16.5712,15.8116,10.1672,21.2168,17.826800000000002,12.9096
417,16.6928,16.0294,9.18,11.9,19.3284,12.9152,12.6854,9.9814,13.48,14.4114,20.0656,10.4182,39.6738,39.6738,39.6738,39.6738,48.4288,23.6844,16.5794,15.8192,10.1714,21.226599999999998,17.8366,12.9152
418,16.7012,16.0376,9.18,11.9,19.3436,12.9208,12.691600000000001,9.9856,13.48,14.4156,20.092399999999998,10.4228,39.745200000000004,39.745200000000004,39.745200000000004,39.745200000000004,48.6252,23.7176,16.587600000000002,15.8268,10.1756,21.2364,17.846400000000003,12.9208
419,16.709600000000002,16.0458,9.18,11.9,19.3588,12.9264,12.6978,9.989799999999999,13.48,14.4198,20.1192,10.4274,39.8166,39.8166,39.8166,39.8166,48.821600000000004,23.7508,16.5958,15.8344,10.1798,21.246199999999998,17.8562,12.9264
420,16.718,16.054000000000002,9.18,11.9,19.374,12.932,12.704,9.994,13.48,14.424,20.146,10.432,39.888,39.888,39.888,39.888,49.018,23.784000000000002,16.604000000000003,15.842,10.184,21.256,17.866,12.932
421,16.726399999999998,16.0622,9.18,11.9,19.3892,12.9376,12.7102,9.9982,13.48,14.4282,20.1728,10.4366,39.9594,39.9594,39.9594,39.9594,49.2144,23.8172,16.6122,15.8496,10.1882,21.2658,17.8758,12.9376
422,16.7348,16.0704,9.18,11.9,19.4044,12.9432,12.7164,10.0024,13.48,14.4324,20.1996,10.4412,40.0308,40.0308,40.0308,40.0308,49.4108,23.8504,16.6204,15.8572,10.1924,21.2756,17.8856,12.9432
423,16.7432,16.0786,9.18,11.9,19.4196,12.9488,12.7226,10.006599999999999,13.48,14.4366,20.226399999999998,10.4458,40.1022,40.1022,40.1022,40.1022,49.6072,23.8836,16.628600000000002,15.8648,10.1966,21.2854,17.895400000000002,12.9488
424,16.7516,16.0868,9.18,11.9,19.4348,12.9544,12.7288,10.0108,13.48,14.4408,20.2532,10.4504,40.1736,40.1736,40.1736,40.1736,49.8036,23.916800000000002,16.6368,15.8724,10.2008,21.2952,17.9052,12.9544
425,16.759999999999998,16.095,9.18,11.9,19.45,12.96,12.735,10.015,13.48,14.445,20.28,10.455,40.245000000000005,40.245000000000005,40.245000000000005,40.245000000000005,50.0,23.95,16.645000000000003,15.879999999999999,10.205,21.305,17.915,12.96
426,16.7684,16.1032,9.18,11.9,19.4652,12.9656,12.741200000000001,10.0192,13.48,14.449200000000001,20.3068,10.4596,40.3164,40.3164,40.3164,40.3164,50.1964,23.9832,16.653200000000002,15.887599999999999,10.209200000000001,21.314799999999998,17.9248,12.9656
427,16.7768,16.1114,9.18,11.9,19.4804,12.9712,12.7474,10.023399999999999,13.48,14.4534,20.3336,10.4642,40.3878,40.3878,40.3878,40.3878,50.3928,24.0164,16.6614,15.895199999999999,10.2134,21.3246,17.9346,12.9712
428,16.7852,16.119600000000002,9.18,11.9,19.4956,12.9768,12.7536,10.0276,13.48,14.457600000000001,20.3604,10.4688,40.4592,40.4592,40.4592,40.4592,50.5892,24.0496,16.669600000000003,15.9028,10.217600000000001,21.3344,17.9444,12.9768
429,16.793599999999998,16.1278,9.18,11.9,19.5108,12.9824,12.7598,10.0318,13.48,14.4618,20.3872,10.4734,40.5306,40.5306,40.5306,40.5306,50.7856,24.082800000000002,16.6778,15.9104,10.2218,21.3442,17.9542,12.9824
430,16.802,16.136,9.18,11.9,19.526,12.988,12.766,10.036,13.48,14.466000000000001,20.413999999999998,10.478,40.602000000000004,40.602000000000004,40.602000000000004,40.602000000000004,50.982,24.116,16.686,15.918,10.226,21.354,17.964000000000002,12.988
431,16.8104,16.1442,9.18,11.9,19.5412,12.9936,12.7722,10.040199999999999,13.48,14.4702,20.4408,10.4826,40.6734,40.6734,40.6734,40.6734,51.178399999999996,24.1492,16.694200000000002,15.9256,10.2302,21.3638,17.9738,12.9936
432,16.8188,16.1524,9.18,11.9,19.5564,12.9992,12.7784,10.0444,13.48,14.474400000000001,20.4676,10.4872,40.7448,40.7448,40.7448,40.7448,51.3748,24.1824,16.7024,15.9332,10.2344,21.3736,17.9836,12.9992
433,16.827199999999998,16.160600000000002,9.18,11.9,19.5716,13.0048,12.784600000000001,10.0486,13.48,14.4786,20.4944,10.4918,40.8162,40.8162,40.8162,40.8162,51.5712,24.215600000000002,16.710600000000003,15.9408,10.2386,21.3834,17.9934,13.0048
434,16.8356,16.1688,9.18,11.9,19.5868,13.0104,12.7908,10.0528,13.48,14.482800000000001,20.5212,10.4964,40.8876,40.8876,40.8876,40.8876,51.7676,24.248800000000003,16.7188,15.9484,10.2428,21.3932,18.0032,13.0104
435,16.844,16.177,9.18,11.9,19.602,13.016,12.797,10.056999999999999,13.48,14.487,20.548,10.501,40.959,40.959,40.959,40.959,51.964,24.282,16.727,15.956,10.247,21.403,18.013,13.016
436,16.8524,16.185200000000002,9.18,11.9,19.6172,13.0216,12.8032,10.0612,13.48,14.491200000000001,20.5748,10.5056,41.0304,41.0304,41.0304,41.0304,52.160399999999996,24.3152,16.735200000000003,15.9636,10.2512,21.4128,18.0228,13.0216
437,16.860799999999998,16.1934,9.18,11.9,19.6324,13.0272,12.8094,10.0654,13.48,14.4954,20.601599999999998,10.5102,41.101800000000004,41.101800000000004,41.101800000000004,41.101800000000004,52.3568,24.3484,16.7434,15.9712,10.2554,21.4226,18.032600000000002,13.0272
438,16.8692,16.2016,9.18,11.9,19.647599999999997,13.0328,12.8156,10.0696,13.48,14.499600000000001,20.6284,10.514800000000001,41.1732,41.1732,41.1732,41.1732,52.5532,24.381600000000002,16.7516,15.9788,10.2596,21.4324,18.0424,13.0328
439,16.8776,16.2098,9.18,11.9,19.662799999999997,13.0384,12.8218,10.073799999999999,13.48,14.5038,20.6552,10.519400000000001,41.2446,41.2446,41.2446,41.2446,52.7496,24.4148,16.759800000000002,15.9864,10.2638,21.4422,18.0522,13.0384
440,16.886,16.218,9.18,11.9,19.677999999999997,13.044,12.828000000000001,10.078,13.48,14.508000000000001,20.682,10.524000000000001,41.316,41.316,41.316,41.316,52.946,24.448,16.768,15.994,10.268,21.452,18.062,13.044
441,16.894399999999997,16.226200000000002,9.18,11.9,19.693199999999997,13.0496,12.834200000000001,10.0822,13.48,14.5122,20.7088,10.5286,41.3874,41.3874,41.3874,41.3874,53.142399999999995,24.4812,16.776200000000003,16.0016,10.2722,21.4618,18.0718,13.0496
442,16.9028,16.2344,9.18,11.9,19.708399999999997,13.0552,12.8404,10.0864,13.48,14.5164,20.735599999999998,10.5332,41.458800000000004,41.458800000000004,41.458800000000004,41.458800000000004,53.3388,24.514400000000002,16.7844,16.0092,10.2764,21.4716,18.0816,13.0552
443,16.9112,16.2426,9.18,11.9,19.723599999999998,13.0608,12.8466,10.090599999999998,13.48,14.5206,20.7624,10.5378,41.5302,41.5302,41.5302,41.5302,53.535199999999996,24.547600000000003,16.7926,16.0168,10.2806,21.4814,18.0914,13.0608
444,16.9196,16.2508,9.18,11.9,19.738799999999998,13.0664,12.8528,10.0948,13.48,14.5248,20.7892,10.5424,41.601600000000005,41.601600000000005,41.601600000000005,41.601600000000005,53.7316,24.5808,16.800800000000002,16.0244,10.2848,21.4912,18.1012,13.0664
445,16.927999999999997,16.259,9.18,11.9,19.753999999999998,13.072,12.859,10.099,13.48,14.529,20.816,10.547,41.673,41.673,41.673,41.673,53.928,24.614,16.809,16.032,10.289,21.501,18.111,13.072
446,16.9364,16.2672,9.18,11.9,19.769199999999998,13.0776,12.8652,10.1032,13.48,14.5332,20.8428,10.5516,41.7444,41.7444,41.7444,41.7444,54.124399999999994,24.6472,16.8172,16.0396,10.2932,21.5108,18.1208,13.0776
447,16.9448,16.2754,9.18,11.9,19.784399999999998,13.0832,12.871400000000001,10.107399999999998,13.48,14.5374,20.8696,10.5562,41.8158,41.8158,41.8158,41.8158,54.3208,24.680400000000002,16.825400000000002,16.0472,10.2974,21.5206,18.1306,13.0832
448,16.9532,16.2836,9.18,11.9,19.799599999999998,13.088799999999999,12.877600000000001,10.1116,13.48,14.5416,20.8964,10.5608,41.8872,41.8872,41.8872,41.8872,54.517199999999995,24.7136,16.8336,16.0548,10.3016,21.5304,18.1404,13.088799999999999
449,16.961599999999997,16.291800000000002,9.18,11.9,19.814799999999998,13.0944,12.8838,10.1158,13.48,14.5458,20.923199999999998,10.5654,41.958600000000004,41.958600000000004,41.958600000000004,41.958600000000004,54.7136,24.7468,16.841800000000003,16.0624,10.3058,21.540200000000002,18.1502,13.0944
450,16.97,16.3,9.18,11.9,19.83,13.1,12.89,10.12,13.48,14.55,20.95,10.57,42.03,42.03,42.03,42.03,54.91,24.78,16.85,16.07,10.31,21.55,18.16,13.1
451,16.988999999999997,16.317600000000002,9.18,11.9,19.8692,13.1126,12.9036,10.129,13.48,14.559000000000001,21.023,10.5798,42.1876,42.1876,42.1876,42.1876,55.594199999999994,24.8656,16.8684,16.087,10.319600000000001,21.572,18.1832,13.1126
452,17.008,16.3352,9.18,11.9,19.908399999999997,13.1252,12.917200000000001,10.138,13.48,14.568000000000001,21.096,10.5896,42.3452,42.3452,42.3452,42.3452,56.2784,24.9512,16.8868,16.104,10.3292,21.594,18.2064,13.1252
453,17.026999999999997,16.352800000000002,9.18,11.9,19.947599999999998,13.1378,12.930800000000001,10.146999999999998,13.48,14.577,21.169,10.599400000000001,42.5028,42.5028,42.5028,42.5028,56.962599999999995,25.0368,16.9052,16.121,10.3388,21.616,18.2296,13.1378
454,17.046,16.3704,9.18,11.9,19.9868,13.1504,12.9444,10.155999999999999,13.48,14.586,21.242,10.6092,42.6604,42.6604,42.6604,42.6604,57.6468,25.122400000000003,16.9236,16.138,10.3484,21.638,18.2528,13.1504
455,17.064999999999998,16.388,9.18,11.9,20.026,13.163,12.958,10.165,13.48,14.595,21.314999999999998,10.619,42.818,42.818,42.818,42.818,58.330999999999996,25.208000000000002,16.942,16.155,10.358,21.66,18.276,13.163
456,17.084,16.4056,9.18,11.9,20.065199999999997,13.1756,12.9716,10.174,13.48,14.604000000000001,21.387999999999998,10.6288,42.9756,42.9756,42.9756,42.9756,59.0152,25.2936,16.9604,16.172,10.3676,21.682000000000002,18.2992,13.1756
457,17.102999999999998,16.4232,9.18,11.9,20.1044,13.1882,12.9852,10.183,13.48,14.613000000000001,21.461,10.6386,43.1332,43.1332,43.1332,43.1332,59.6994,25.3792,16.9788,16.189,10.3772,21.704,18.322400000000002,13.1882
458,17.122,16.4408,9.18,11.9,20.1436,13.2008,12.998800000000001,10.192,13.48,14.622,21.534,10.6484,43.2908,43.2908,43.2908,43.2908,60.3836,25.4648,16.9972,16.206,10.386800000000001,21.726,18.3456,13.2008
459,17.141,16.4584,9.18,11.9,20.182799999999997,13.2134,13.012400000000001,10.200999999999999,13.48,14.631,21.607,10.6582,43.4484,43.4484,43.4484,43.4484,61.0678,25.5504,17.015600000000003,16.223,10.3964,21.748,18.3688,13.2134
460,17.16,16.476,9.18,11.9,20.221999999999998,13.225999999999999,13.026,10.209999999999999,13.48,14.64,21.68,10.668000000000001,43.606,43.606,43.606,43.606,61.751999999999995,25.636,17.034000000000002,16.240000000000002,10.406,21.77,18.392,13.225999999999999
461,17.179,16.4936,9.18,11.9,20.2612,13.2386,13.0396,10.219,13.48,14.649000000000001,21.753,10.6778,43.7636,43.7636,43.7636,43.7636,62.4362,25.721600000000002,17.052400000000002,16.257,10.4156,21.792,18.4152,13.2386
462,17.198,16.5112,9.18,11.9,20.3004,13.251199999999999,13.0532,10.228,13.48,14.658000000000001,21.826,10.6876,43.9212,43.9212,43.9212,43.9212,63.1204,25.8072,17.070800000000002,16.274,10.4252,21.814,18.4384,13.251199999999999
463,17.217,16.5288,9.18,11.9,20.339599999999997,13.2638,13.0668,10.237,13.48,14.667,21.899,10.6974,44.0788,44.0788,44.0788,44.0788,63.8046,25.8928,17.0892,16.291,10.434800000000001,21.836,18.4616,13.2638
464,17.236,16.546400000000002,9.18,11.9,20.3788,13.2764,13.080400000000001,10.245999999999999,13.48,14.676,21.972,10.7072,44.2364,44.2364,44.2364,44.2364,64.4888,25.9784,17.1076,16.308,10.4444,21.858,18.4848,13.2764
465,17.255,16.564,9.18,11.9,20.418,13.289,13.094000000000001,10.254999999999999,13.48,14.685,22.045,10.717,44.394,44.394,44.394,44.394,65.173,26.064,17.126,16.325,10.454,21.88,18.508,13.289
466,17.274,16.5816,9.18,11.9,20.4572,13.3016,13.1076,10.264,13.48,14.694,22.118,10.7268,44.5516,44.5516,44.5516,44.5516,65.8572,26.1496,17.1444,16.342000000000002,10.4636,21.902,18.531200000000002,13.3016
467,17.293,16.5992,9.18,11.9,20.496399999999998,13.3142,13.1212,10.273,13.48,14.703000000000001,22.191,10.736600000000001,44.7092,44.7092,44.7092,44.7092,66.5414,26.2352,17.1628,16.359,10.4732,21.924,18.5544,13.3142
468,17.312,16.6168,9.18,11.9,20.5356,13.3268,13.1348,10.282,13.48,14.712,22.264,10.7464,44.8668,44.8668,44.8668,44.8668,67.2256,26.3208,17.1812,16.376,10.4828,21.946,18.5776,13.3268
469,17.331,16.6344,9.18,11.9,20.5748,13.3394,13.1484,10.291,13.48,14.721,22.337,10.7562,45.0244,45.0244,45.0244,45.0244,67.9098,26.4064,17.1996,16.393,10.4924,21.968,18.6008,13.3394
470,17.35,16.652,9.18,11.9,20.613999999999997,13.352,13.162,10.299999999999999,13.48,14.73,22.41,10.766,45.182,45.182,45.182,45.182,68.594,26.492,17.218,16.41,10.502,21.99,18.624,13.352
471,17.369,16.6696,9.18,11.9,20.6532,13.3646,13.175600000000001,10.309,13.48,14.739,22.483,10.7758,45.3396,45.3396,45.3396,45.3396,69.2782,26.5776,17.2364,16.427,10.5116,22.012,18.6472,13.3646
472,17.388,16.6872,9.18,11.9,20.6924,13.3772,13.1892,10.318,13.48,14.748000000000001,22.556,10.7856,45.4972,45.4972,45.4972,45.4972,69.9624,26.6632,17.2548,16.444000000000003,10.5212,22.034,18.6704,13.3772
