index,education_many,education_few,shopping_many,shopping_few,leisure_many,leisure_few,accompany
91840146,33,55,61,1,56,1,50
91840147,9,1,40,1,32,0,15
91840148,43,4,113,2,63,6,64
91840149,27,1,72,2,41,3,40
91849452,0,0,1,0,1,0,0
91849454,0,0,0,0,9,2,0
91849457,4,0,0,1,1,0,5
91850113,6,0,4,0,9,0,6
91850125,6,0,11,0,14,0,4
91850127,7,0,11,0,6,0,6
91850139,8,0,13,0,7,0,5
91850140,8,0,4,0,25,0,4
91850149,37,3,129,2,92,5,50
91850150,6,0,3,0,15,1,5
91850153,6,0,13,0,19,0,4
91850158,32,1,87,1,48,4,39
91850163,7,0,4,0,4,0,4
91850168,3,0,4,0,6,1,4
91855154,3,0,2,0,1,0,2
91855155,10,0,11,0,21,0,9
91860113,3,0,10,1,12,0,6
91860125,6,0,6,0,10,0,6
91860128,11,0,15,0,9,0,8
91860132,1,0,5,0,6,1,1
91860137,9,0,25,1,28,0,15
91860139,3,0,10,0,3,1,3
91860143,42,0,165,3,180,3,61
91860146,7,0,14,0,14,1,6
91860149,7,0,14,0,7,0,5
91860151,14,0,13,0,44,1,8
91860152,4,0,14,0,13,0,2
91860158,7,0,49,0,12,1,7
91860162,25,0,45,2,49,2,26
91865156,18,0,32,1,35,1,26
91865157,5,0,9,0,16,0,6
91865158,10,0,35,2,25,1,12
91870113,5,0,10,0,9,1,5
91870114,16,0,47,2,46,5,16
91870116,5,0,3,0,9,1,5
91870117,80,0,99,25,68,6,108
91870118,7,0,39,12,37,1,20
91870120,15,0,34,0,19,0,23
91870122,40,1,67,0,30,3,29
91870124,7,0,7,0,8,2,7
91870125,10,0,9,0,9,0,5
91870126,6,0,3,0,6,0,3
91870128,21,0,62,4,44,6,21
91870129,21,0,30,2,28,3,13
91870130,18,1,35,0,30,2,20
91870131,3,0,9,1,11,2,7
91870132,12,0,10,0,14,1,9
91870134,9,0,12,0,6,0,4
91870137,10,0,11,0,11,0,11
91870142,3,0,8,0,10,0,2
91870148,4,0,20,0,16,3,4
91870150,28,1,66,1,46,2,31
91870154,13,0,8,0,13,2,12
91870156,3,0,6,0,6,1,2
91870157,8,0,24,1,28,3,10
91870162,25,1,130,14,68,6,46
91870163,6,0,8,0,13,1,7
91870165,23,0,44,1,87,4,17
91870167,12,0,14,0,13,1,10
91870168,9,0,10,0,26,0,5
91870169,16,0,15,0,11,0,10
91870172,4,0,4,0,7,3,5
91870174,5,0,5,0,11,0,3
91870176,4,0,8,0,6,0,2
91870177,13,0,26,0,44,0,13
91870179,27,0,27,0,28,1,12
91870181,7,0,6,2,10,0,6
91870182,35,0,66,6,67,6,42
91875160,11,0,18,0,33,2,4
91875162,13,0,13,0,13,1,9
91875165,16,0,16,0,22,1,10
91875184,7,0,9,0,24,0,5
91879451,0,0,0,0,1,0,0
91879452,0,0,0,0,0,0,0
91880113,20,0,20,0,30,0,33
91880117,4,0,7,1,14,1,2
91880118,9,1,14,1,27,3,13
91880120,31,0,65,0,80,2,39
91880121,28,1,66,0,48,1,36
91880124,19,1,53,0,52,1,18
91880126,10,0,45,1,31,2,10
91880127,9,0,16,0,51,1,6
91880132,9,0,23,1,26,4,13
91880137,5,0,9,1,48,2,8
91880139,33,2,75,1,88,7,45
91880141,12,0,29,2,42,3,16
91880144,4,0,13,0,20,3,8
91880145,7,0,16,0,16,3,7
91889451,1,0,0,0,44,3,1
91890111,12,0,10,0,7,0,10
91890114,20,0,17,0,29,0,19
91890115,6,0,6,1,2,3,3
91890118,11,0,21,4,12,2,10
91890119,7,0,15,0,11,0,4
91890120,7,0,35,1,31,4,6
91890124,5,0,23,0,36,4,6
91890127,5,0,10,0,12,0,6
91890130,10,0,7,0,4,0,2
91890134,6,0,12,0,4,0,6
91890135,7,0,8,3,12,0,9
91890139,9,0,25,0,45,0,5
91890140,7,0,31,1,53,5,8
91890141,3,0,6,0,12,0,4
91890142,6,0,6,0,6,0,5
91890143,8,1,17,0,32,1,4
91890145,28,0,42,0,80,2,17
91890148,3,0,1,0,9,0,4
91890149,15,0,18,1,5,1,14
91890152,12,0,22,0,25,1,9
91890154,54,1,94,4,51,6,58
91890155,56,1,184,11,104,8,80
91890157,22,1,36,2,29,4,23
91890159,7,0,18,0,23,0,9
91890160,10,0,16,2,16,1,5
91895166,7,0,20,0,32,1,9
91895169,15,0,9,0,13,1,16
91895170,14,0,19,0,19,2,15
91895173,30,0,32,0,44,3,22
91899451,1,0,0,0,32,2,0
91899452,0,0,0,0,10,2,0
91900115,3,0,2,8,23,1,12
91900130,1,0,3,0,14,1,1
91900138,7,0,12,0,17,0,1
91900139,11,0,45,1,38,1,11
91900140,16,0,52,1,35,2,18
91900141,35,1,74,4,44,3,47
91900142,7,0,3,0,18,3,3
91900144,3,0,3,0,16,1,2
91900148,26,1,73,1,37,5,34
91900157,60,3,152,2,116,3,55
91900158,5,0,4,0,15,0,3
91900159,1,0,4,0,5,0,1
91905174,13,0,16,0,18,1,16
91905175,7,0,10,0,10,3,5
91905176,8,0,10,0,12,0,5
91905177,6,0,13,0,13,0,9
91905178,5,0,11,0,18,0,7
91905179,15,1,22,1,58,2,8
91905180,16,0,14,0,38,0,17
92610000,101,7,426,17,330,15,166
92620000,64,19,320,12,324,9,95
92630000,57,7,235,6,249,9,79
92710111,5,0,2,0,11,0,6
92710113,1,0,4,0,3,0,1
92710116,3,0,4,0,13,2,2
92710119,101,15,204,10,170,12,92
92710122,9,0,8,0,9,0,3
92710125,13,0,22,0,12,1,6
92710127,1,0,4,0,11,0,2
92710128,6,0,6,0,4,1,4
92710132,13,0,18,1,12,0,14
92710138,8,0,4,0,11,0,8
92710140,9,0,7,0,5,0,3
92710141,13,0,54,1,38,2,20
92710146,18,3,53,0,93,5,30
92710151,2,0,2,0,10,0,1
92710153,5,0,18,0,31,0,6
92715202,12,0,12,0,37,2,6
92715204,3,0,5,0,25,1,5
92715205,5,0,7,0,11,0,4
92715206,10,0,15,0,31,2,13
92720118,18,3,56,9,38,4,33
92720120,15,2,38,0,42,6,28
92720121,2,0,0,0,3,0,1
92720122,3,0,7,0,26,1,3
92720127,4,0,9,0,23,0,3
92720129,0,0,1,0,1,0,0
92720134,7,0,9,0,19,0,2
92720136,1,0,9,1,14,1,3
92720140,7,0,10,1,20,0,4
92720141,1,0,7,0,5,0,0
92720142,1,0,1,0,16,1,1
92720143,3,0,5,0,21,0,3
92720146,4,0,5,0,40,2,2
92720149,5,1,31,1,25,2,7
92720151,19,0,38,1,30,3,25
92725211,6,0,40,1,40,4,12
92725212,6,0,8,0,26,0,6
92725213,1,0,7,0,13,2,2
92725214,7,0,28,0,40,2,7
92729451,0,0,0,0,0,0,0
92729452,0,0,0,0,5,0,0
92729453,0,0,0,0,1,0,0
92729455,0,0,0,0,0,0,0
92729456,0,0,0,0,9,0,0
92729457,1,0,0,0,1,0,0
92729458,0,0,0,0,2,0,0
92729459,0,0,0,0,1,0,0
92729460,0,0,0,0,0,0,0
92729461,1,0,0,0,3,0,0
92729463,0,0,0,0,1,0,0
92730111,18,0,57,1,48,7,22
92730116,13,0,23,2,29,3,14
92730137,18,0,49,3,61,3,23
92730147,31,0,73,4,37,1,30
92730152,18,0,48,6,60,2,18
92730159,4,0,1,0,3,0,5
92730164,7,0,15,0,46,2,8
92730165,4,0,11,0,5,1,6
92735215,6,0,3,0,18,0,5
92735216,5,0,6,0,7,2,10
92735217,14,0,25,0,9,1,13
92735218,17,0,11,0,7,2,13
92735219,14,0,8,0,9,1,5
92739451,1,0,0,0,2,0,1
92739452,0,0,0,0,9,0,0
92739453,0,0,0,0,0,0,0
92739454,0,0,0,0,4,0,0
92740111,3,0,8,0,8,0,6
92740113,17,0,62,2,48,0,17
92740120,9,0,2,0,10,0,10
92740121,6,0,8,0,8,0,5
92740124,9,0,31,0,42,0,4
92740126,37,0,80,1,31,3,35
92740128,22,0,27,0,30,4,14
92740134,10,0,23,0,18,1,10
92740141,3,0,7,0,11,3,4
92740146,2,0,12,0,23,0,3
92740153,12,0,15,0,10,0,8
92740156,7,0,13,0,18,0,9
92740172,5,0,13,0,9,0,6
92740176,19,0,49,0,13,1,22
92740182,6,0,8,0,20,0,4
92740184,29,1,47,5,38,2,27
92740185,2,0,11,0,6,0,4
92740194,17,0,17,0,9,0,12
92745220,19,1,33,0,22,0,15
92745221,25,1,23,0,16,1,18
92745222,12,0,31,1,22,1,7
92745223,11,0,12,0,22,1,11
92745226,1,0,1,0,8,0,1
92745227,22,0,24,0,35,0,15
92750111,5,0,11,0,26,1,4
92750114,3,0,6,1,16,0,2
92750116,5,0,86,2,145,7,22
92750118,5,0,6,0,8,0,3
92750119,2,0,13,0,12,1,3
92750120,2,0,18,0,25,3,4
92750121,1,0,5,0,10,0,2
92750122,22,0,23,1,31,4,21
92750124,9,0,23,10,65,2,19
92750125,1,0,1,0,6,0,1
92750126,10,0,18,1,41,3,9
92750127,4,0,6,0,14,2,2
92750128,5,0,10,2,2,0,8
92750130,1,0,3,0,10,1,1
92750131,9,0,9,0,1,0,7
92750133,9,0,8,1,16,1,9
92750134,3,0,7,0,8,0,4
92750135,1,0,7,0,77,0,2
92750137,3,0,5,0,19,2,4
92750138,19,0,28,2,23,3,17
92750141,20,0,58,2,40,3,25
92750144,1,0,10,0,60,0,1
92750145,12,1,20,1,11,3,12
92750146,6,0,12,0,11,0,5
92750148,2,0,1,0,2,0,3
92750149,1,0,2,1,5,0,2
92750150,8,0,7,0,13,1,3
92750151,11,0,14,0,97,1,12
92750153,10,0,14,0,32,1,12
92750154,33,1,58,2,90,4,45
92750156,3,0,16,2,60,2,3
92750159,8,0,19,0,256,1,9
92755229,9,0,27,0,113,0,11
92755232,6,0,9,0,33,1,8
92755234,4,0,10,1,11,0,4
92760113,2,0,10,0,6,2,2
92760115,2,0,7,0,35,2,1
92760116,5,0,4,0,14,0,7
92760117,6,0,60,3,68,2,6
92760118,1,0,4,0,3,1,1
92760120,4,0,6,0,17,1,3
92760121,9,0,19,0,20,1,8
92760122,6,0,6,1,14,0,6
92760126,4,0,4,0,5,0,3
92760127,4,0,2,0,4,0,2
92760128,6,0,1,0,17,0,4
92760129,5,0,2,0,3,0,3
92760130,3,0,8,0,36,1,2
92760134,1,0,1,0,1,0,0
92760135,2,0,1,0,9,0,1
92760138,16,0,56,4,44,7,14
92760139,6,0,9,0,6,0,5
92760143,7,1,7,0,6,0,1
92760144,13,0,28,1,47,2,8
92760148,33,1,77,9,38,2,42
92765238,7,0,17,0,15,0,6
92770111,15,0,21,1,17,1,5
92770114,7,0,7,0,5,0,10
92770116,16,0,65,2,20,5,25
92770117,1,0,4,0,6,0,2
92770121,14,0,10,0,31,2,5
92770124,2,0,4,0,3,0,1
92770126,7,0,6,0,3,0,7
92770127,3,0,1,0,9,1,2
92770128,6,0,14,0,32,0,5
92770134,2,0,4,0,5,1,4
92770138,23,0,77,4,30,2,41
92770139,2,0,2,0,8,0,1
92770142,4,0,1,0,3,0,1
92770144,5,0,1,0,7,0,3
92770145,8,0,56,6,26,3,20
92770149,4,0,12,0,5,1,2
92770151,0,0,0,0,2,0,0
92770152,12,0,1,0,1,0,12
92770153,5,0,7,0,7,0,6
92770154,3,0,3,1,7,0,1
92775239,8,0,5,0,11,1,9
92775240,11,0,16,0,10,1,6
92775241,5,0,38,1,55,1,7
92775243,3,0,5,0,17,1,2
92775244,5,0,9,0,9,1,4
92780118,22,0,44,1,32,3,19
92780121,1,0,0,1,2,1,2
92780123,5,0,22,0,17,2,5
92780129,0,0,5,0,8,1,0
92780141,5,0,14,0,12,0,7
92780143,4,0,9,0,4,0,4
92780144,5,0,9,0,9,0,4
92780146,7,0,7,0,6,1,3
92780148,9,1,35,5,18,3,23
92780167,2,0,4,0,5,1,2
92780170,3,0,6,0,9,1,5
92780178,3,0,6,0,11,0,3
92780184,4,0,8,1,51,2,4
92780190,4,0,1,0,2,0,4
92780197,3,0,7,0,4,1,5
92785246,5,0,5,0,2,0,4
92785248,15,0,22,1,9,2,15
92785249,6,0,12,0,19,3,4
92785250,9,0,16,0,45,2,10
92785252,6,0,14,1,23,1,8
92785256,9,0,11,0,9,1,5
92785257,7,0,14,0,16,1,7
92790112,46,1,96,2,81,4,53
92790113,10,0,13,0,17,1,3
92790115,5,0,17,1,6,2,4
92790122,21,0,45,2,53,3,29
92790124,5,0,15,1,18,3,5
92790126,6,0,7,0,10,1,3
92790127,13,0,12,4,18,2,8
92790128,7,0,3,1,4,0,5
92790130,9,0,3,0,6,0,8
92790132,12,0,13,0,21,1,4
92790134,10,0,17,1,74,4,11
92790135,2,0,9,0,12,1,2
92790137,7,0,30,0,17,1,6
92795208,16,0,11,1,15,0,7
93610000,63,9,235,8,127,7,104
93620000,243,61,692,98,607,36,431
93630000,84,4,273,10,166,8,99
93710111,2,0,5,0,6,0,2
93710113,16,0,29,1,38,1,10
93710118,5,0,5,0,10,1,4
93710119,6,0,10,0,7,0,3
93710120,6,0,7,0,6,1,7
93710121,7,0,7,0,5,0,2
93710122,10,0,5,1,7,1,10
93710127,25,0,22,0,31,1,10
93710129,5,0,2,0,2,0,3
93710132,1,0,6,0,10,1,2
93710136,7,0,34,1,33,0,12
93710144,3,0,7,0,4,0,3
93710146,4,0,12,0,13,5,6
93710148,2,0,6,0,7,0,2
93710150,20,0,19,0,13,1,8
93710151,32,3,53,3,45,10,40
93710154,6,0,8,0,4,2,8
93710156,20,0,17,0,23,2,17
93715301,11,0,27,0,19,1,7
93715302,6,0,5,1,26,1,9
93715303,13,0,19,1,26,2,8
93715304,23,0,8,0,15,0,10
93719452,0,0,0,0,0,0,0
93720112,3,0,4,0,4,0,4
93720113,5,0,10,0,10,2,4
93720115,1,0,5,0,9,1,0
93720116,63,1,108,16,91,3,78
93720117,2,0,4,0,3,0,2
93720124,4,0,8,0,5,1,3
93720126,12,0,43,1,44,6,10
93720130,4,0,4,0,13,1,3
93720135,2,0,5,0,3,0,2
93720137,9,1,42,2,24,3,13
93720138,3,0,16,2,37,1,5
93720143,7,0,7,0,4,0,3
93720144,6,0,12,0,20,0,5
93720146,3,0,7,0,12,0,4
93720151,2,0,1,0,4,0,1
93720153,16,1,56,6,68,13,31
93720154,3,0,13,0,16,2,4
93720155,5,0,4,0,11,1,3
93720157,2,0,3,0,3,0,2
93720158,1,0,5,0,3,0,1
93720164,3,0,5,0,10,3,0
93720168,4,0,2,0,1,0,5
93720171,18,0,22,0,34,2,17
93720175,4,0,7,0,5,0,6
93720177,2,0,5,0,3,0,2
93720178,4,0,5,0,43,1,2
93725308,2,0,12,0,10,1,3
93725310,1,0,5,0,13,2,1
93725312,2,0,9,0,10,0,4
93725313,6,0,5,0,9,1,8
93725317,5,0,20,0,7,0,9
93725318,10,0,15,0,28,1,12
93730112,32,1,26,2,52,3,16
93730113,30,0,27,0,36,0,14
93730115,4,0,4,0,8,0,4
93730119,8,0,7,0,11,1,4
93730121,12,0,23,0,42,2,5
93730126,9,0,37,0,38,4,6
93730134,4,0,3,0,5,0,3
93730140,6,0,12,0,11,0,7
93730143,4,0,4,0,3,0,2
93730146,9,0,22,0,21,0,10
93730147,103,2,198,17,124,5,137
93730151,14,1,55,7,22,1,22
93730155,8,0,21,0,14,1,10
93730156,5,0,9,0,16,0,8
93730160,4,0,21,0,10,0,5
93730167,1,0,16,0,27,3,2
93735321,6,0,13,0,30,2,7
93740111,9,0,31,0,12,1,13
93740118,3,0,10,1,21,3,3
93740121,0,0,18,0,6,0,3
93740122,3,0,8,0,20,1,2
93740124,9,0,26,2,54,3,15
93740133,10,0,8,0,10,0,7
93740134,2,0,9,0,28,0,3
93740137,3,0,11,0,18,1,3
93740139,19,0,43,0,14,1,18
93740162,14,0,34,1,29,2,18
93740164,2,0,7,0,13,1,2
93740165,3,0,5,0,2,0,3
93740168,5,0,31,3,44,2,7
93745323,12,0,6,21,23,1,27
93745324,10,0,25,0,43,0,11
93745325,11,0,14,0,26,0,9
93745326,7,0,12,0,20,0,4
93745327,7,0,12,0,33,2,11
93745329,7,0,5,0,8,0,9
93745330,4,0,5,0,18,0,3
93745331,4,0,10,0,26,2,6
93749451,0,0,0,0,0,0,0
93749452,0,0,0,0,7,0,0
93749458,0,0,0,0,0,0,0
93750117,9,0,16,0,23,1,7
93750118,7,0,23,1,29,1,10
93750119,7,0,15,0,5,0,9
93750143,7,0,6,0,1,0,6
93750148,7,0,47,3,21,2,12
93750161,5,0,14,0,4,1,6
93750165,14,1,36,0,61,0,22
93750170,6,0,6,0,9,0,7
93750174,34,0,78,1,43,2,40
93750175,17,0,34,0,34,0,17
93750179,12,0,15,0,12,1,10
93750180,9,0,30,0,17,1,8
93750181,8,0,10,0,30,0,8
93750183,11,0,11,0,35,0,4
93750190,24,2,48,2,46,0,39
93750196,12,1,16,0,15,1,13
93750199,13,0,21,0,61,1,12
93750204,4,0,16,1,10,0,7
93750205,1,0,3,0,2,0,1
93750208,8,0,21,0,13,0,15
93750209,5,0,9,0,9,0,4
93750213,4,0,4,0,12,0,3
93755332,7,0,14,0,20,0,9
93755333,25,0,22,0,40,0,28
93755334,13,0,14,0,13,0,8
93755335,10,0,17,1,17,0,13
93755336,16,0,45,1,20,1,15
93755337,12,0,17,0,5,2,14
93755338,8,0,12,0,8,0,12
93759451,0,0,0,0,1,0,0
93759452,0,0,0,0,0,0,0
93760116,4,0,9,0,17,0,3
93760117,5,0,14,0,6,1,6
93760119,13,0,50,1,23,3,20
93760125,2,0,2,0,7,0,2
93760141,18,0,20,0,30,0,25
93760147,12,1,37,0,41,3,13
93760149,14,0,32,2,28,4,23
93760150,1,0,17,1,10,0,2
93760151,9,0,31,0,14,2,10
93760159,3,0,5,0,4,1,2
93760161,50,1,94,3,61,5,66
93760170,10,0,20,0,37,4,12
93765339,4,0,17,0,6,0,4
93765341,15,0,16,0,29,3,17
93765342,8,0,48,0,51,3,10
93765343,4,0,17,0,21,2,6
93765344,8,0,19,0,30,4,5
93765345,6,0,8,0,17,2,7
93765346,8,0,12,0,52,13,9
93769455,0,0,0,0,0,0,0
93770112,3,0,7,0,28,3,3
93770116,10,0,14,0,19,1,7
93770118,4,0,4,0,7,1,3
93770119,1,0,2,0,13,1,1
93770127,1,0,2,0,10,1,2
93770131,2,0,1,0,2,1,3
93770133,4,0,5,0,8,0,3
93770139,13,0,3,0,9,2,5
93770142,1,0,7,0,24,1,2
93770146,2,0,6,0,17,1,3
93770154,15,2,60,4,46,5,25
93770157,7,0,11,1,13,1,5
93770158,12,0,22,1,23,3,14
93775347,21,0,36,2,46,5,12
93775348,14,0,37,2,24,0,16
93775349,6,0,15,0,16,1,4
93775350,4,0,2,0,5,1,2
93775351,6,0,11,0,32,2,9
94610000,280,43,561,26,305,17,316
94620000,137,48,357,48,293,19,287
94630000,65,5,221,5,150,11,117
94640000,96,9,295,7,191,12,224
94710111,4,0,5,0,4,0,4
94710117,8,0,21,1,7,0,9
94710119,5,0,25,0,11,0,2
94710123,9,0,15,3,10,0,11
94710131,4,0,5,0,6,0,3
94710137,2,0,3,0,6,0,2
94710140,15,0,89,5,24,1,5
94710142,8,0,5,0,19,0,2
94710145,15,0,68,0,34,1,22
94710150,4,0,6,0,15,0,4
94710155,9,0,10,0,11,1,8
94710159,7,0,26,0,23,0,7
94710165,5,0,7,0,13,0,4
94710169,2,0,5,0,5,0,3
94710172,5,0,4,0,9,0,3
94710174,9,0,14,0,15,1,9
94710185,8,0,27,1,24,1,12
94710191,8,0,39,1,13,0,11
94710195,12,0,20,0,13,1,10
94710207,5,0,8,0,10,0,5
94710208,4,0,2,0,2,0,3
94710214,5,0,13,0,11,1,6
94710220,6,0,14,0,26,2,3
94715401,14,0,10,0,18,0,14
94715403,7,0,4,0,14,1,4
94715407,7,0,6,0,44,2,8
94715408,11,0,18,1,27,1,9
94715445,7,0,7,0,12,0,10
94719452,0,0,0,0,3,0,0
94719453,0,0,0,0,0,0,0
94719454,0,0,0,0,0,0,0
94719455,0,0,0,0,3,0,0
94719456,0,0,0,0,1,0,0
94719457,0,0,0,0,0,0,0
94719459,0,0,0,0,0,0,0
94719460,0,0,0,0,1,0,0
94719461,0,0,0,0,3,0,0
94719462,0,0,0,0,0,0,0
94720111,5,0,3,0,11,1,3
94720116,5,0,16,0,28,3,8
94720119,15,0,35,0,21,1,12
94720121,5,0,7,3,29,2,7
94720131,5,0,9,1,25,0,7
94720138,2,0,10,1,21,1,5
94720139,4,0,16,0,5,0,3
94720143,5,0,12,0,14,0,4
94720150,6,0,17,0,16,0,6
94720164,2,0,5,0,11,1,3
94720175,37,0,61,0,62,4,26
94720179,9,0,17,1,54,3,7
94720190,5,0,11,0,18,0,3
94720197,11,0,19,0,32,1,4
94720198,3,0,2,0,29,2,3
94725412,13,0,36,0,47,4,9
94725413,7,0,10,0,17,1,7
94725414,9,0,11,0,8,0,7
94725415,13,0,18,0,26,1,16
94725416,12,0,15,0,18,2,11
94725417,9,0,19,0,32,2,6
94729451,0,0,0,2,11,1,2
94729453,1,0,0,0,7,0,1
94729454,0,0,0,0,2,0,0
94729456,0,0,0,0,0,0,0
94729458,0,0,0,0,3,0,0
94729463,0,0,0,0,5,0,0
94729464,0,0,0,0,0,0,0
94729468,0,0,0,0,4,1,0
94729469,0,0,0,0,0,0,0
94729470,0,0,0,0,0,0,0
94730112,6,0,7,0,28,1,7
94730120,4,0,19,0,10,0,4
94730121,7,0,17,0,11,0,10
94730132,9,0,3,0,7,0,5
94730138,4,0,9,0,10,1,5
94730141,8,0,9,0,16,0,8
94730144,3,0,2,0,10,0,3
94730151,14,0,53,0,39,2,18
94730158,10,0,19,1,41,6,9
94730159,14,0,41,0,42,2,20
94730165,9,0,11,0,28,0,6
94730166,6,0,17,0,10,1,6
94730170,4,0,13,0,19,0,3
94730174,1,0,10,0,1,0,1
94730175,9,0,13,0,46,1,12
94735418,12,0,10,0,12,1,6
94739452,0,0,0,0,0,0,0
94739453,0,0,0,0,0,0,0
94739454,0,0,0,0,0,0,0
94740123,10,0,16,0,24,2,8
94740124,15,0,7,1,64,4,6
94740126,67,0,209,5,193,6,102
94740129,8,0,19,0,47,2,4
94740133,11,0,7,0,30,0,7
94740134,9,0,18,1,9,0,8
94740135,5,0,11,0,45,2,6
94740140,13,0,6,0,15,0,6
94740146,4,0,7,0,15,0,7
94740154,30,0,54,0,31,1,22
94740156,3,0,5,0,18,0,3
94740161,14,0,6,0,9,1,6
94740176,21,0,5,0,29,1,7
94745420,69,1,43,12,61,2,68
94745422,32,0,12,0,22,0,7
94745423,28,0,13,0,20,1,13
94745425,8,0,17,0,12,0,9
94745426,17,0,15,0,8,1,7
94745427,28,0,18,0,44,0,20
94750112,8,0,24,6,45,2,21
94750113,5,0,9,1,7,0,7
94750120,6,0,2,0,7,1,5
94750128,2,0,15,0,6,0,6
94750136,23,0,47,0,37,9,15
94750141,3,0,4,0,5,1,3
94750142,9,0,11,0,15,2,5
94750154,18,4,88,2,32,1,47
94750156,26,0,74,4,26,0,48
94750158,6,0,24,0,14,2,9
94750161,2,0,5,0,13,1,4
94750162,13,0,42,3,36,1,31
94750168,11,0,30,0,32,1,14
94750169,3,0,25,0,16,0,7
94750171,7,0,14,0,7,0,7
94750175,6,0,7,0,10,0,6
94750189,7,0,6,1,14,1,4
94755428,1,0,8,1,22,1,3
94755430,11,0,16,0,33,1,9
94755431,7,0,12,0,8,0,7
94755432,10,0,14,0,10,1,9
94759451,0,0,0,0,1,0,0
94759452,0,0,0,0,2,0,0
94759453,0,0,0,0,8,0,0
94759454,0,0,0,0,3,0,0
94760145,40,5,122,3,78,6,64
94760146,19,0,26,0,15,2,8
94760152,7,0,13,0,25,1,5
94760159,2,0,10,0,13,2,4
94760164,11,0,14,0,13,1,11
94760175,3,0,5,0,15,1,3
94760177,3,0,10,0,13,1,1
94760178,3,0,22,0,11,0,3
94760179,3,0,4,0,11,0,2
94760183,8,0,12,0,10,1,4
94760184,18,1,7,0,9,0,3
94760185,6,0,10,0,6,1,4
94760189,6,0,5,0,8,0,3
94765433,3,0,10,0,14,1,5
94765434,8,0,14,0,17,0,6
94769451,0,0,0,0,0,0,0
94769453,0,0,0,0,7,0,0
94770121,6,0,23,0,10,2,7
94770128,78,3,236,6,91,4,84
94770136,53,0,46,0,33,5,26
94770139,2,0,5,0,9,1,3
94770142,8,0,13,0,14,0,7
94770143,4,0,13,0,7,0,3
94770148,5,0,5,0,12,0,6
94770157,7,0,16,0,23,2,5
94770163,2,0,13,1,13,2,3
94775435,16,0,16,0,25,1,9
94775436,7,0,10,0,14,3,6
94775437,7,0,17,0,37,0,6
94775438,10,0,11,0,34,0,5
94775439,11,0,14,0,20,1,7
94780111,8,0,30,0,9,0,7
94780116,8,0,28,0,28,1,12
94780120,8,0,31,1,10,1,10
94780139,21,1,78,2,56,6,28
94780145,5,0,18,0,20,2,6
94780165,26,0,80,2,84,7,27
94780176,18,0,17,0,23,0,8
94785441,5,0,12,0,8,1,6
94785446,4,0,8,0,9,0,5
94789451,0,0,0,0,0,0,0
94789453,0,0,0,0,1,0,0
94790112,11,0,24,1,28,2,19
94790129,3,0,20,1,31,2,5
94790135,12,0,15,0,14,1,9
94790136,43,2,109,5,58,3,70
94790145,13,0,11,0,13,0,5
94790150,2,0,12,0,13,0,5
94790152,37,3,82,4,75,6,51
94790166,9,0,12,0,35,2,4
94790169,26,0,53,0,59,8,29
94795442,12,0,14,1,19,2,10
94795443,3,1,14,0,16,0,6
94795444,8,4,22,1,32,1,18
94799453,0,0,0,0,3,0,0
94799455,0,0,0,0,1,0,0
94799456,0,0,0,0,0,0,0
94799457,0,0,0,0,1,0,0
94799459,0,0,0,0,1,0,0
94799460,0,0,0,0,3,0,0
94799461,0,0,0,0,2,0,0
94799462,0,0,0,0,3,0,0
94799463,0,0,0,0,2,0,0
95610000,73,5,178,3,99,8,108
95620000,261,131,562,53,488,27,353
95630000,223,4,409,25,250,18,251
95640000,697,28,1674,121,1480,84,908
95650000,53,1,153,8,98,8,83
95710113,2,0,3,0,7,0,4
95710114,6,0,14,0,8,0,5
95710115,4,0,20,2,23,0,8
95710127,3,0,8,0,9,0,4
95710130,6,0,2,0,8,0,7
95710135,7,0,17,0,15,2,5
95710136,28,1,70,1,63,4,25
95710139,6,0,6,0,8,1,8
95710145,17,2,45,1,59,5,36
95710146,4,0,6,0,7,0,2
95710165,14,0,27,0,28,1,13
95710166,15,1,45,0,29,2,20
95710170,3,0,2,0,8,0,4
95710171,7,0,5,0,7,1,5
95710174,16,0,21,1,24,2,9
95710175,5,0,4,0,11,1,4
95710177,3,0,16,0,26,0,5
95710180,27,1,29,3,26,2,37
95710183,6,0,2,0,7,1,6
95710190,7,0,7,0,5,0,8
95710193,41,0,121,2,142,6,41
95710196,5,0,9,0,3,0,4
95710199,4,0,6,0,15,0,3
95710200,5,0,4,0,0,0,1
95710214,6,0,21,0,27,2,6
95710226,11,0,9,0,19,0,11
95715501,16,0,11,0,48,0,12
95715502,20,0,29,0,41,2,23
95715504,9,0,7,0,12,0,10
95715506,6,9,10,0,9,0,6
95715507,7,0,5,0,6,0,10
95715508,26,0,10,0,12,1,28
95715509,9,0,13,0,31,2,9
95715538,7,0,12,0,13,0,8
95719451,0,0,0,0,0,0,0
95720111,6,0,28,0,32,0,5
95720115,34,1,44,0,17,1,16
95720119,9,0,22,0,21,0,8
95720121,22,0,43,1,37,1,29
95720130,3,0,11,0,10,1,3
95720131,12,0,26,0,28,3,15
95720132,58,1,100,4,98,7,63
95720135,27,0,66,7,34,3,44
95720137,5,0,5,0,24,0,6
95720142,12,0,13,0,17,0,8
95720149,30,0,23,0,18,0,5
95720160,4,0,6,0,6,0,4
95720164,12,0,57,0,42,0,10
95725510,19,0,18,1,20,1,16
95725512,10,0,14,0,11,0,5
