index,education_many,education_few,shopping_many,shopping_few,leisure_many,leisure_few,accompany
53820056,90,9,172,3,156,6,131
53820060,73,4,210,20,104,11,102
53820064,45,1,51,1,73,0,40
53820068,227,0,310,9,296,14,211
53820072,24,0,43,1,46,2,25
53820076,34,0,39,0,66,2,46
55120000,169,18,257,19,222,20,248
55130000,411,27,512,58,385,25,632
55150000,499,203,1140,194,919,33,885
55540004,37,2,129,5,124,8,59
55540008,159,3,291,5,183,6,211
55540012,92,4,187,14,111,5,141
55540016,37,0,73,0,51,2,31
55540020,58,0,153,10,136,10,77
55540024,11,0,24,0,29,0,11
55540028,13,0,21,0,38,4,10
55540032,31,0,33,11,69,3,42
55540036,11,0,14,0,30,1,9
55540040,13,0,25,0,34,0,13
55540044,25,0,42,0,103,5,31
55540048,18,0,37,8,65,3,30
55540052,10,0,17,0,31,2,9
55540056,79,0,72,3,49,1,49
55540060,15,0,25,1,32,0,14
55540064,20,0,46,0,33,4,32
55540068,31,0,62,1,72,5,29
55580004,41,0,38,1,43,0,23
55580008,18,0,36,1,60,4,17
55580012,63,2,134,6,107,6,103
55580016,63,3,124,5,115,7,84
55580020,20,0,43,0,73,5,34
55580024,80,1,108,5,96,5,54
55580028,37,1,29,2,36,1,30
55580032,36,0,56,1,66,2,36
55580036,22,0,35,1,59,3,13
55580040,15,0,25,1,49,3,19
55580044,42,0,47,1,67,2,36
55620004,73,0,173,6,113,12,101
55620008,51,0,71,4,81,2,64
55620012,167,1,223,3,204,7,176
55620014,84,0,176,2,84,7,108
55620016,74,1,127,11,156,14,95
55620020,67,0,120,39,97,8,128
55620024,71,0,172,48,114,6,144
55620028,22,1,54,2,39,5,29
55620032,162,5,359,8,230,21,250
55620036,37,0,71,2,58,3,41
55660004,9,0,18,0,30,0,10
55660008,35,0,92,2,88,3,49
55660012,64,0,141,6,129,5,75
55660016,16,0,41,1,61,4,21
55660020,8,0,9,0,30,0,12
55660024,16,0,16,0,32,0,11
55660028,91,1,198,7,172,13,136
55660032,7,0,24,0,17,1,8
55660036,9,0,20,0,16,0,12
55660040,22,0,69,16,60,3,50
55660044,14,0,20,1,29,1,15
55660048,15,0,22,1,31,2,20
55660052,7,0,13,0,13,1,5
55660056,11,0,20,1,33,1,14
55660060,20,0,27,0,23,6,25
55660064,11,0,22,2,16,1,19
55660068,25,0,99,1,50,3,33
55660072,15,0,31,0,34,3,16
55660076,120,4,192,9,288,26,147
55660080,25,1,23,0,28,2,20
55660084,53,22,104,11,80,10,60
55660088,16,0,38,9,90,6,27
55660092,13,0,24,1,42,2,12
55660096,6,2,16,0,23,2,7
55700004,139,0,231,7,161,7,108
55700008,143,1,153,6,173,10,106
55700012,10,0,15,0,16,2,10
55700016,40,0,55,0,44,1,41
55700020,25,0,49,0,48,4,28
55700024,49,0,45,0,44,2,29
55700028,36,0,62,2,67,9,45
55700032,19,0,19,0,32,1,26
55700036,8,0,28,0,19,2,11
55700040,26,0,29,2,39,0,29
55700044,78,3,96,24,67,4,89
55700048,13,0,32,1,63,1,20
55700052,100,3,109,4,112,7,104
57110000,570,41,1103,55,967,51,841
57540004,36,0,21,0,29,7,15
57540008,127,4,282,11,146,11,185
57540012,50,1,79,7,111,2,66
57540016,61,0,57,0,81,2,43
57540020,20,0,30,0,31,1,21
57540024,18,0,16,0,11,1,16
57540028,69,0,98,3,72,9,75
57540032,61,0,75,1,80,6,52
57540036,38,0,69,1,110,9,36
57540040,40,0,74,0,71,2,53
57540044,45,0,118,3,67,2,47
57540048,25,0,27,0,51,4,21
57540052,22,0,31,1,35,2,22
57580004,59,0,131,5,85,7,79
57580008,37,0,44,1,35,2,39
57580012,121,5,235,9,242,11,142
57580016,61,0,52,1,47,1,56
57580020,24,0,54,0,19,0,22
57580024,49,0,136,8,72,4,66
57580028,35,1,55,0,58,3,28
57580032,14,0,30,0,40,3,16
57580036,26,0,45,1,62,2,27
57620004,36,0,57,15,121,12,53
57620008,33,0,59,0,55,3,32
57620012,10,0,16,0,16,3,9
57620016,47,0,45,2,88,6,55
57620020,39,2,98,6,83,9,56
57620024,7,0,10,0,26,1,4
57620028,12,0,15,0,29,0,14
57620032,40,0,65,3,70,4,40
57620036,41,0,102,2,116,6,50
57620040,18,0,21,0,41,6,14
57660004,17,0,18,0,19,1,21
57660008,91,1,208,17,210,12,126
57660012,15,0,31,0,36,2,20
57660016,25,0,54,0,61,2,36
57660020,116,18,281,9,279,18,176
57660024,6,0,21,0,34,2,8
57660028,23,0,41,3,45,3,30
57660032,43,0,51,2,147,5,43
57660036,26,0,22,0,49,7,18
57660040,50,1,143,2,112,4,74
57660044,130,5,176,17,152,9,158
57660048,23,0,34,0,63,1,24
57660052,21,0,49,0,67,8,23
57660056,22,0,34,0,68,4,34
57660060,14,1,30,0,47,1,14
57660064,31,0,29,0,42,2,26
57700004,103,1,158,26,207,7,130
57700008,61,0,97,2,54,12,52
57700012,31,0,61,0,51,1,24
57700016,36,0,59,0,30,1,22
57700020,60,0,134,5,56,5,49
57700024,127,3,334,10,176,8,162
57700028,54,0,116,1,92,2,54
57700032,43,1,107,4,88,3,49
57700036,16,0,52,4,34,1,19
57700040,34,0,62,1,66,7,40
57700044,25,0,46,1,36,1,20
57740004,31,0,24,0,49,1,25
57740008,59,0,70,9,118,5,47
57740012,55,0,36,1,54,1,40
57740016,36,0,48,2,70,5,44
57740020,80,0,115,1,127,4,68
57740024,39,0,41,0,51,2,21
57740028,25,0,26,1,68,8,24
57740032,428,53,681,38,586,41,488
57740036,68,0,66,6,115,4,58
57740040,30,0,48,1,44,3,23
59110000,644,109,1526,117,864,54,860
59130000,830,97,1628,125,952,61,1180
59140000,214,25,537,15,428,42,306
59150000,332,5,541,34,375,26,385
59160000,255,1,373,22,253,22,287
59540004,24,0,25,0,27,0,25
59540008,30,0,50,2,91,8,41
59540012,34,2,77,1,62,9,51
59540016,116,0,239,19,168,2,153
59540020,31,4,63,3,86,6,43
59540024,30,0,71,1,72,4,38
59540028,29,0,90,0,75,3,43
59540032,90,0,84,1,118,11,66
59540036,300,6,548,16,381,18,371
59580004,81,6,237,8,164,19,125
59580008,27,1,40,4,66,1,25
59580012,52,0,81,16,152,11,73
59580016,25,0,36,2,52,0,33
59580020,4,0,24,1,25,3,5
59580024,29,0,43,3,57,2,31
59580028,15,0,39,1,30,1,17
59580032,76,5,150,3,138,6,76
59580036,17,1,37,2,62,2,23
59580040,45,0,93,2,160,7,39
59580044,40,0,78,10,141,7,59
59580048,12,0,101,3,183,2,16
59620004,26,0,45,2,39,4,30
59620008,25,0,34,10,55,5,31
59620012,11,0,28,0,23,2,15
59620016,36,0,100,1,73,2,59
59620020,9,1,11,0,22,5,11
59620024,96,7,268,7,167,8,144
59620028,20,0,28,1,38,2,28
59620032,158,5,231,16,147,11,152
59620036,21,0,40,0,63,8,25
59620040,78,2,125,5,106,10,124
59620044,7,0,8,0,12,3,9
59620048,8,0,21,0,22,4,10
59620052,32,0,61,1,24,3,49
59620056,11,0,23,0,19,2,13
59620060,15,0,33,1,25,1,19
59660004,32,0,69,3,65,8,50
59660008,17,0,24,0,24,1,21
59660012,30,0,46,0,49,5,34
59660016,11,0,15,0,80,2,10
59660020,50,2,92,5,70,7,65
59660024,30,0,88,4,70,8,44
59660028,14,0,29,0,29,0,21
59700004,13,0,52,7,60,4,28
59700008,14,1,24,1,73,5,25
59700012,8,0,22,0,24,0,10
59700016,41,0,36,0,53,2,25
59700020,19,0,23,0,38,5,24
59700024,43,0,80,1,59,8,50
59700028,18,2,36,0,47,4,23
59700032,22,0,40,1,50,4,35
59700036,13,0,30,0,27,5,14
59700040,178,76,415,45,223,20,263
59700044,18,1,48,0,41,4,30
59740004,24,0,22,0,31,9,25
59740008,21,0,29,1,43,2,16
59740012,10,0,27,0,14,1,15
59740016,24,0,43,3,62,4,30
59740020,32,0,53,2,58,2,36
59740024,39,0,40,1,65,3,32
59740028,111,5,234,4,215,12,142
59740032,17,0,15,2,47,3,22
59740036,45,0,20,1,58,2,19
59740040,141,18,206,13,127,11,150
59740044,58,0,86,14,97,6,53
59740048,11,0,12,0,24,2,12
59740052,40,1,71,2,57,9,55
59740056,16,0,25,3,24,1,22
59780004,74,0,119,2,66,10,94
59780008,22,0,22,0,30,2,28
59780012,31,0,45,1,49,5,27
59780016,19,0,43,0,20,3,25
59780020,50,0,118,2,114,3,61
59780024,108,1,214,3,161,9,134
59780028,41,0,133,2,73,6,63
59780032,38,0,88,0,57,3,41
59780036,84,3,204,7,129,7,121
59780040,58,0,76,5,84,8,49
64110000,315,145,598,46,594,45,457
64120000,1338,167,2408,162,2080,98,1759
64130000,191,2,335,35,314,20,258
64140000,444,16,854,39,784,42,584
64310001,4,0,4,0,12,0,5
64310002,84,0,153,4,164,13,100
64310003,12,0,32,1,66,2,15
64310004,19,0,22,0,38,1,22
64310005,21,0,48,0,36,3,20
64310006,10,0,20,0,15,2,10
64310007,24,0,54,2,67,5,18
64310008,5,0,12,0,7,0,4
64310009,3,0,11,0,43,3,4
64310010,4,0,14,0,15,3,6
64310011,43,0,105,6,115,4,48
64310012,10,0,11,0,23,0,8
64310013,65,0,87,2,190,3,47
64310014,22,0,25,1,50,0,17
64310015,8,0,19,4,31,1,9
64310016,23,0,56,1,43,4,16
64310017,29,0,37,0,103,1,25
64310018,7,0,14,0,37,1,3
64310019,42,0,38,0,58,1,29
64310020,114,0,242,6,152,3,73
64310021,32,0,50,2,104,3,23
64310022,10,0,17,1,19,2,13
64319200,0,0,0,0,0,1,0
64320001,15,0,31,2,27,0,22
64320002,30,0,100,0,121,3,38
64320003,4,0,10,0,14,0,5
64320004,49,9,96,2,67,2,63
64320005,10,0,15,0,9,0,7
64320006,26,0,20,0,28,0,17
64320007,5,0,12,1,22,0,6
64320008,41,1,81,0,63,1,55
64320009,7,0,17,0,18,0,6
64320010,37,0,82,7,53,4,45
64320011,25,0,48,3,36,4,33
64320012,3,0,7,0,11,0,5
64320013,7,0,9,2,27,0,7
64320014,26,0,55,0,50,2,35
64320015,19,0,19,0,26,4,21
64320016,25,0,35,2,43,1,28
64320017,9,0,12,0,30,1,8
64320018,32,0,54,1,50,0,40
64320019,22,0,61,3,39,3,41
64320020,20,0,40,1,57,2,22
64320021,17,0,26,0,28,1,16
64320022,34,0,45,8,81,2,43
64320023,50,0,107,1,106,3,52
64330001,10,0,14,0,24,0,10
64330002,8,0,31,0,23,1,7
64330003,14,0,25,1,31,0,19
64330004,28,0,32,2,54,0,34
64330005,13,0,26,0,63,2,18
64330006,45,1,59,3,109,2,59
64330007,28,0,67,1,53,1,31
64330008,37,1,65,0,90,5,41
64330009,11,0,22,1,35,0,9
64330010,14,0,33,3,37,5,17
64330011,27,1,63,1,86,7,38
64330012,123,6,169,9,194,10,140
64330013,8,0,18,1,35,2,8
64330014,21,1,28,0,56,1,26
64340001,77,2,165,14,156,10,105
64340002,33,0,92,5,76,4,35
64340003,12,0,12,0,23,1,9
64340004,6,0,9,0,11,0,6
64340005,37,0,40,11,171,2,57
64340006,20,1,37,0,112,4,27
64340007,20,0,47,2,29,4,23
64340008,84,3,153,11,110,4,113
64340009,7,0,21,0,44,4,12
64340010,10,0,30,0,27,1,17
64340011,21,0,52,2,35,0,26
64340012,13,0,22,0,55,4,15
64340013,12,0,11,0,38,2,13
64350001,14,0,43,10,59,3,25
64350002,18,0,44,13,58,5,35
64350003,26,0,41,0,39,1,20
64350004,12,0,20,1,27,3,13
64350005,15,0,11,0,8,3,12
64350006,49,0,107,2,52,0,44
64350007,23,0,46,0,33,2,29
64350008,6,0,5,0,17,1,6
64350009,26,0,61,0,53,1,30
64350010,40,0,119,8,78,4,60
64350011,5,0,26,1,21,4,8
64350012,23,0,55,0,55,0,26
64350013,8,0,26,0,12,0,8
64350014,129,0,380,23,253,19,193
64350015,9,0,16,0,12,0,14
64350016,3,0,8,0,13,0,4
64350017,27,0,49,1,32,2,27
64350018,22,0,30,0,19,1,25
64350019,45,0,70,0,62,4,49
64350020,7,0,14,0,14,0,8
64350021,25,0,54,1,59,2,29
64350022,15,0,16,0,6,0,13
64350023,15,0,24,0,29,1,14
64350024,5,0,5,0,24,2,4
64350025,31,0,47,4,61,4,47
64350026,17,0,28,0,17,0,16
64350027,17,0,29,1,35,1,20
64350028,28,0,27,0,52,2,28
64350029,11,0,52,1,37,1,21
64359200,0,0,0,0,11,0,0
64360001,24,0,61,9,70,3,50
64360002,24,0,25,0,27,0,26
64360003,32,0,84,1,56,3,39
64360004,23,0,47,1,50,2,27
64360005,32,0,49,0,53,3,24
64360006,49,0,62,0,58,1,39
64360007,71,0,143,7,112,8,97
64360008,52,0,60,1,74,6,54
64360009,19,0,55,1,26,3,17
64360010,12,0,17,1,7,1,12
64360011,34,0,58,1,30,2,42
64360012,9,0,89,1,20,1,9
64370001,16,0,30,3,50,5,21
64370003,19,0,11,0,12,0,10
64370004,16,0,19,2,23,2,20
64370005,2,0,2,0,16,0,2
64370006,20,0,63,14,74,4,40
64370007,3,0,7,0,21,1,4
64370009,25,0,45,1,42,5,21
64370010,12,0,12,0,17,1,11
64370011,51,0,68,0,108,5,43
64370012,5,0,10,0,29,1,3
64370013,13,0,34,4,48,3,19
64370016,43,0,33,0,95,4,23
64380001,63,2,105,7,70,6,73
64380002,48,0,139,2,95,6,71
64380003,20,1,31,0,89,2,18
64380004,22,0,54,1,32,1,30
64380005,35,0,47,1,59,1,45
64380006,60,1,114,6,80,4,79
64380007,17,0,23,0,30,0,18
64380008,39,0,64,0,53,3,53
64380009,68,1,190,0,144,8,69
64380010,48,0,65,0,41,3,53
64380011,85,0,153,1,94,4,90
64380012,36,1,70,1,82,4,38
64380013,43,0,126,7,81,4,55
64390001,7,0,17,0,10,1,9
64390002,26,0,62,20,57,3,53
64390003,97,0,73,9,69,2,64
64390004,72,57,38,0,59,4,54
64390005,16,0,17,0,33,0,11
64390006,10,0,8,1,19,0,10
64390007,22,0,23,0,25,0,21
64390008,47,1,87,2,79,2,64
64390009,15,0,13,2,12,0,12
64390010,34,0,8,0,32,1,5
64390011,19,1,36,0,62,3,22
64390012,47,6,33,0,67,3,14
64390013,22,0,68,3,110,4,21
64390014,10,0,18,1,80,4,13
64390015,69,0,76,0,81,3,56
64390016,9,0,6,0,20,1,4
64390017,19,0,20,0,20,0,12
64400001,25,0,32,0,35,0,28
64400002,100,6,204,25,178,17,151
64400003,42,0,149,2,58,3,57
64400004,30,0,111,2,91,4,40
64400005,86,1,104,0,95,8,70
64400006,21,0,17,0,53,0,22
64400007,22,0,43,1,22,2,17
64400008,114,15,145,15,76,1,137
64400009,31,0,28,1,29,1,23
64400010,6,0,13,0,18,0,3
64400011,6,0,9,0,9,1,6
64400012,49,0,72,0,79,5,66
64400013,5,0,5,0,5,0,6
64400014,10,0,16,0,23,0,6
64400015,7,0,10,0,23,0,9
64400016,48,0,70,4,103,5,52
64400017,10,0,22,0,32,0,14
64400018,9,0,13,1,29,1,10
64400019,9,0,29,4,38,3,18
64400020,3,0,11,0,13,0,4
64400021,10,0,12,0,72,0,9
64400022,12,0,8,0,14,1,9
64400023,20,0,35,0,37,2,18
64400024,20,0,28,0,34,0,18
64400025,9,0,15,0,17,0,12
65310001,13,0,13,0,12,1,16
65310002,14,0,21,0,39,0,17
65310003,31,0,32,0,32,1,35
65310004,25,1,16,0,22,1,17
65310005,256,244,469,41,376,15,409
65310006,36,2,55,2,58,2,46
65310007,13,0,42,0,20,0,10
65310008,17,0,31,0,63,2,19
65310009,21,0,68,0,23,0,16
65310010,49,0,41,0,69,3,34
65310011,22,1,42,2,50,3,29
65310012,23,2,54,1,25,0,22
65310013,23,0,42,0,31,2,25
65310014,26,0,44,0,40,3,37
65310015,7,0,16,0,27,0,8
65310016,17,0,28,1,33,0,21
65310017,21,0,18,0,30,2,16
65310018,27,0,30,0,63,4,29
65320001,82,0,57,4,61,7,29
65320002,7,0,13,0,8,1,5
65320003,35,0,34,6,46,5,29
65320004,5,0,10,0,31,0,5
65320005,8,1,14,0,19,0,12
65320006,41,0,74,3,79,7,49
65320007,8,0,10,0,19,0,8
65320008,14,0,51,1,30,0,15
65320009,27,0,25,6,17,2,36
65320010,8,0,3,1,29,3,10
65320011,24,0,39,1,35,1,27
65320012,42,1,108,7,75,9,66
65320013,3,0,13,0,21,1,5
65320014,14,0,23,0,15,0,18
65320015,9,0,10,0,23,1,11
65320016,20,0,23,2,15,1,14
65320017,8,0,15,0,7,0,7
65320018,17,0,21,0,11,0,7
65320019,3,0,2,0,20,1,3
65320020,14,0,16,0,21,1,13
65320021,46,0,53,0,49,2,22
65320022,11,0,12,1,11,0,8
65320023,144,3,276,22,194,15,176
65330001,5,0,13,0,10,0,7
65330002,10,0,15,0,8,1,11
65330003,22,0,47,2,50,2,25
65330004,18,0,25,0,30,1,22
65330005,3,0,5,0,7,0,3
65330006,8,0,20,0,17,1,8
65330007,21,1,16,9,25,1,34
65330008,13,0,11,0,30,2,12
65330009,61,0,220,6,128,4,88
65330010,3,0,16,0,11,0,7
65330011,6,0,15,0,21,2,9
65330012,8,0,6,0,7,0,9
65330013,15,0,21,0,39,1,23
65330014,7,0,12,0,22,2,7
65330015,13,1,21,0,29,1,12
65330016,12,0,17,0,18,0,16
65330017,24,0,44,2,75,5,35
65330018,18,0,16,0,28,4,21
65330019,2,0,2,0,9,1,3
65340001,15,0,10,0,20,0,16
65340002,7,0,9,0,9,0,8
65340003,22,0,40,12,60,5,29
65340004,47,0,42,3,45,4,57
65340005,11,0,15,0,27,2,13
65340006,12,0,19,0,15,0,16
65340007,50,0,47,0,45,4,45
65340008,26,3,26,0,33,1,28
65340009,15,0,31,0,28,0,12
65340010,26,0,60,0,48,2,35
65340011,72,2,84,1,78,2,77
65340012,15,0,18,0,29,0,14
65340013,11,0,15,0,28,1,12
65340014,195,91,320,45,278,18,287
65340015,10,0,7,0,9,0,8
65340016,12,0,21,0,24,2,14
65340017,8,0,9,0,34,0,6
65340018,31,0,39,2,37,2,44
65340019,8,0,12,0,12,1,8
65340020,21,0,26,0,37,4,17
65340021,29,0,22,0,45,0,29
65340022,10,0,6,0,6,0,7
65350001,55,1,110,8,81,4,61
65350002,3,0,3,0,4,0,4
65350003,8,0,9,0,10,0,7
65350004,10,0,11,0,30,0,6
65350005,13,0,8,0,6,0,11
65350006,7,0,13,1,8,0,4
65350007,15,0,16,3,45,0,9
65350008,15,0,18,1,25,1,13
65350009,14,1,19,2,45,1,11
65350010,4,0,5,0,12,2,4
65350011,47,0,59,1,50,3,32
65350012,10,0,7,0,17,0,3
65350013,32,0,31,1,37,1,23
65350014,7,0,9,0,13,0,7
65350015,39,0,35,1,43,1,15
65350016,31,0,35,2,73,5,22
65350017,10,0,11,0,14,0,8
65350018,12,0,10,0,21,1,4
65350019,14,0,13,0,21,0,6
66110000,397,61,935,62,655,41,540
66310001,4,0,21,4,26,1,9
66310002,9,0,22,0,14,0,7
66310003,7,0,9,0,7,1,8
66310004,12,0,7,0,12,0,10
66310005,4,0,5,0,36,1,4
66310006,14,0,37,0,35,0,20
66310007,15,0,27,0,22,2,18
66310008,14,0,26,1,31,2,15
66310009,135,32,442,22,242,10,209
66310010,15,1,17,2,64,5,17
66310011,33,0,37,0,38,0,19
66310012,23,0,24,0,37,3,26
66310013,9,0,12,0,37,1,14
66310014,13,0,16,0,15,1,14
66310015,31,1,96,6,58,1,35
66310016,11,0,16,0,19,0,10
66310017,38,0,41,2,43,2,37
66310018,17,0,16,0,15,1,19
66310019,2,0,7,0,13,3,3
66310020,29,0,62,1,27,7,34
66310021,3,1,10,0,33,0,5
66310022,2,0,12,0,15,0,4
66310023,5,0,12,0,15,4,5
66320001,5,0,19,0,23,0,6
66320002,35,2,122,18,83,7,67
66320003,38,0,74,2,86,6,43
66320004,4,0,10,0,9,2,3
66320005,2,0,1,0,5,0,2
66320006,4,0,10,0,19,0,7
66320007,8,0,9,0,6,0,4
66320008,3,0,5,0,7,5,4
66320009,16,0,33,0,30,4,22
66320010,5,0,7,0,20,1,8
66320011,5,0,16,0,20,1,6
66320012,8,0,11,1,18,0,9
66320013,6,0,9,0,11,2,8
66320014,2,0,6,0,14,0,3
66320015,9,0,12,1,10,1,7
66320016,11,0,22,0,18,1,15
66320017,15,0,15,0,18,1,5
66320018,25,2,60,21,52,3,58
66320019,9,0,11,0,17,1,10
66320020,12,0,19,3,41,3,17
66330001,9,0,20,0,13,0,10
66330002,6,0,22,0,45,1,7
66330003,56,0,102,2,59,4,68
66330004,6,0,9,0,8,1,6
66330005,10,0,18,1,37,6,14
66330006,16,0,26,16,31,2,33
66330007,8,0,18,0,9,0,10
66330008,12,1,29,0,23,0,11
66330009,16,0,25,0,25,2,19
66330010,16,1,14,1,22,3,14
66330011,6,0,15,0,18,2,8
66330012,8,0,8,0,17,1,11
66330013,37,1,71,8,106,4,57
66330014,27,0,14,6,31,1,36
66330015,35,0,43,4,30,4,26
66330016,7,0,6,0,23,1,6
66330017,17,1,38,1,45,3,20
66330018,8,0,14,0,31,1,7
66330019,2,0,4,0,12,0,4
66330020,19,0,37,0,24,2,21
66330022,9,0,28,1,29,3,7
66330023,15,0,21,0,27,0,15
66330024,7,0,9,0,14,2,7
66330025,11,0,23,0,42,4,5
66330026,19,0,88,2,45,2,32
66330028,19,0,49,2,59,5,38
66330029,10,0,21,0,26,1,13
66330030,7,0,11,17,27,2,27
66339200,0,0,0,0,30,1,0
66340001,26,0,50,1,57,2,28
66340002,16,0,26,0,11,1,14
66340003,14,0,37,1,38,2,16
66340004,31,0,25,0,59,5,27
66340005,45,0,190,15,50,6,80
66340006,4,0,11,0,15,0,3
66340007,19,0,27,0,40,3,17
66340008,15,0,11,0,16,1,16
66340009,40,0,54,7,82,5,53
66340010,7,0,12,0,12,2,8
66340011,11,0,18,0,48,3,11
66340012,6,0,10,0,1,1,5
66340013,8,0,14,0,33,0,6
66340014,21,0,58,2,54,2,29
66340015,7,0,11,0,10,1,7
66340016,2,0,5,0,19,0,4
66340017,42,0,53,13,76,1,34
66340018,7,0,14,0,14,0,7
66340019,4,0,16,0,14,1,5
66340020,5,0,7,0,10,8,6
66340021,3,0,20,0,10,1,8
66340022,38,2,102,5,80,6,59
66340023,2,0,4,0,6,0,4
66340024,8,0,15,0,30,0,8
66340025,17,0,21,0,21,0,21
66340026,15,0,6,0,15,4,23
66340027,23,0,26,2,28,1,23
66350001,16,0,22,0,10,0,16
66350002,60,0,87,5,88,7,53
66350003,35,0,72,44,114,10,79
66350004,10,0,19,0,26,2,12
66350005,2,0,4,0,8,0,4
66350006,17,0,15,0,14,0,18
66350007,5,0,8,0,48,3,2
66350008,16,0,11,0,36,1,14
66350009,24,0,17,0,83,2,14
66350010,3,0,12,0,14,0,6
66350011,61,2,93,4,55,3,73
66350012,7,0,17,0,13,1,9
66350013,5,0,7,0,19,0,6
66350014,4,0,13,4,12,2,10
66350015,62,0,140,5,92,4,73
66350016,11,0,7,0,13,0,12
66350017,5,0,10,0,13,1,7
66350018,9,0,7,0,15,4,6
66350019,11,0,15,1,41,6,7
66350020,13,0,26,3,31,2,16
66350021,12,0,16,0,68,1,14
66350022,17,0,37,0,158,6,15
66360001,31,2,46,9,79,5,33
66360002,2,0,2,0,6,0,1
66360003,36,0,78,2,81,5,43
66360004,9,0,19,0,24,3,13
66360005,6,0,13,0,13,1,5
66360006,24,0,32,6,44,1,30
66360007,3,0,3,0,40,1,4
66360008,4,0,10,0,51,1,5
66360009,3,0,4,0,9,0,4
66360010,3,0,9,0,22,1,3
66360011,19,0,20,0,23,4,22
66360012,14,0,12,0,19,2,16
66360013,15,0,10,0,29,1,12
66360014,11,0,13,0,15,0,12
66360015,4,0,2,0,5,0,3
66360016,51,7,60,4,81,4,51
66369200,0,0,1,1,1,0,1
71110000,145,17,340,26,404,24,205
71310007,77,1,129,22,141,7,79
71310070,31,1,55,2,78,6,32
71310077,46,0,48,3,44,4,31
71310090,24,12,23,1,39,0,21
71315001,21,0,35,2,106,6,20
71315002,25,0,23,0,54,1,20
71315003,40,0,47,0,56,5,20
71315004,44,0,56,3,112,3,30
71325003,25,0,46,3,46,5,27
71325006,10,0,13,0,24,3,9
71325007,43,0,62,3,79,4,33
71325008,15,0,25,1,27,4,22
71325009,26,0,64,0,67,2,39
71325010,45,1,82,4,117,5,49
71330006,106,1,242,30,160,9,147
71335001,20,0,14,0,40,0,16
71335006,129,0,52,2,127,2,68
71335009,33,0,86,6,73,2,44
71335010,68,0,65,4,174,4,43
71335011,73,0,46,0,118,5,46
71340045,26,0,90,6,59,3,52
71345001,14,0,16,2,37,2,12
71345002,17,2,65,5,106,7,31
71345005,32,0,42,10,102,4,42
71355001,193,0,116,6,324,7,74
71355002,118,1,67,2,87,2,53
71355003,66,0,48,18,102,2,43
71355005,81,0,58,2,88,2,26
71370003,45,1,157,20,123,7,83
71370068,28,2,88,1,78,5,44
71370203,18,0,33,3,46,2,22
71375001,10,0,32,2,37,1,16
71375002,30,0,37,0,76,3,38
71375003,27,0,13,0,80,3,29
71375004,18,0,28,0,61,2,16
71375007,14,7,29,0,49,4,23
71375008,48,0,142,5,62,5,37
71375009,86,0,69,0,155,3,46
71380045,64,1,191,11,223,11,102
71385001,30,0,55,6,117,7,29
71385002,40,1,31,0,69,3,16
71385003,11,0,29,2,35,2,11
71385004,41,0,71,7,81,6,38
71385005,12,0,21,0,33,2,12
71385007,28,0,48,1,57,5,26
71385009,38,0,55,6,122,6,39
71400501,20,0,46,6,92,3,26
71405003,11,0,39,2,76,4,16
71405004,30,7,46,0,117,4,33
71405008,43,0,77,3,89,7,52
71405009,49,0,67,3,159,6,42
71410075,19,0,36,6,90,5,25
71415003,30,0,53,3,101,2,41
71415007,44,1,54,2,69,3,31
71415009,37,0,41,0,145,3,35
71415010,43,0,63,22,162,7,70
71415011,36,0,40,2,84,5,28
71435001,36,0,98,3,104,10,30
71435002,38,1,218,3,85,7,52
71435003,27,2,47,2,78,1,34
71435004,85,2,214,1,154,26,108
71435005,15,0,45,1,27,3,17
71435006,16,0,45,0,56,3,21
71435007,17,0,40,2,58,1,13
71435008,19,0,30,0,56,4,24
71435009,37,0,66,0,93,6,40
71435010,37,0,75,4,42,3,46
72110000,252,50,532,43,360,17,321
72310134,55,0,87,5,71,4,71
72310502,19,0,37,0,49,2,25
72315001,252,1,129,14,263,4,109
72315006,14,0,15,0,53,1,17
72315008,75,0,65,2,202,3,49
72315009,179,0,44,1,146,4,36
72320018,29,0,81,4,71,2,42
72325001,14,0,19,0,55,3,13
72325005,30,0,44,2,149,7,35
72325006,45,0,77,1,92,6,59
72325007,15,0,22,6,41,1,19
72325008,41,0,31,0,98,6,42
72335001,66,0,67,8,178,10,58
72335004,10,0,22,0,63,2,8
72335006,76,0,113,9,221,6,65
72355001,30,0,44,1,101,1,38
72355003,164,0,81,3,111,2,72
72355004,61,0,28,0,63,3,39
72355006,173,1,98,1,159,11,62
72355007,32,0,39,1,83,3,32
72355008,151,1,94,2,182,5,84
73110000,68,1,137,4,119,8,92
73120000,221,69,437,16,398,22,261
73130000,129,19,227,12,185,12,116
73140000,298,6,479,50,512,17,394
73150000,363,156,878,77,594,37,623
73160000,140,0,166,4,227,8,115
73170000,42,8,88,4,95,9,63
73180000,106,28,230,24,250,13,188
73190000,153,19,312,19,326,10,183
73200000,42,3,171,7,69,3,48
73310003,47,1,107,18,64,7,86
73315001,112,0,39,0,83,3,49
73315002,52,0,29,0,164,3,38
73315003,44,0,25,0,42,2,17
73315005,51,0,34,0,42,2,16
73315006,73,0,84,0,71,8,67
73315007,83,0,48,1,70,1,39
73320002,58,0,94,23,114,1,62
73320024,25,0,59,5,32,2,29
73320025,29,1,84,2,67,4,30
73325001,57,0,26,1,74,2,20
73325002,48,0,49,0,65,2,24
