index,buy/execute_no_car,buy/execute_car,leisure_no_car,leisure_car,accompany_no_car,accompany_car
DE123_6,434357.6097126853,7996003.176377246,617218.8005555474,7918491.118119859,98161.12112570344,2662588.239632637
DE123_7,166739.53256807523,3306910.8645837787,218373.35187849353,3003021.34660553,39278.994313893505,1001652.9878809103
DE123_8,270190.1577737103,5268653.71623241,368893.5943737156,5004498.038410808,62556.99727780651,1675763.694420909
DE124_0,746379.0955148931,14251088.604510674,1103044.0310844155,14782180.385219272,174724.03411312276,5096551.315957897
DE124_1,340931.9941646803,6372141.774432862,469284.74861705163,6141926.031135207,75267.53043416234,2083495.222214121
DE124_2,138724.9761009879,2637482.184258208,176185.3389485926,2363281.3180606063,31958.95482179052,780983.7723133323
DE124_3,350706.9147090324,6748108.778906097,481543.8994007142,6583620.039898271,78490.6614141997,2210472.439516429
DE124_4,102886.07584059502,1982401.8215304932,126410.01819566192,1719530.7437396508,24407.731504197174,570043.7956814645
DE124_5,29562.49418306254,811210.704920689,33303.79097972209,647832.5630750378,8212.0113658405,212347.36395132286
DE124_6,160943.9275613602,3076784.5593713224,206617.81335447365,2795136.6206568186,36720.454382282194,925425.7393482345
DE125_0,4071295.3121268684,19948029.99636746,6160538.061849735,20852512.696373455,851706.2755917961,6292574.494399717
DE126_0,7819983.107375086,37616192.7682947,12426503.517925262,41802541.5366982,1777205.6622730098,12829040.58496169
DE127_0,312425.83570885763,5999124.290685068,437215.88072114583,5781151.973191517,73433.63808084151,1924314.6554157122
DE127_1,111776.50355638319,3098653.166449929,145742.17345123884,2810747.166947754,26466.255672903226,921172.7664725439
DE127_2,341230.97093256057,6762878.322789495,478314.83946325944,6536267.58429486,80461.19237994237,2207670.9113268084
DE127_3,111272.27688048662,3037769.2745026685,144056.51801441066,2757326.1902827085,25967.980941241705,902313.3123957404
DE127_4,67993.6539414466,1974869.8532690562,85380.96371799553,1699065.2205477455,17011.1336188852,564312.3647263665
DE127_5,72262.84050639086,2035891.9987964977,90765.90047118439,1771516.2291354823,17740.489066090962,578578.0955418074
DE128_0,488139.6371995055,9378749.734158106,705539.4356414147,9509873.116241572,116853.98965897618,3172229.4346609474
DE128_1,729650.7690978576,13938352.76653896,1094788.856020054,14611713.469732843,180649.02363824885,4943732.996954191
DE128_10,64646.13524960769,1778371.7815154209,80137.53612566585,1527639.722454763,15804.63099236187,499095.15274614946
DE128_2,709934.9055275925,13517440.549296748,1062837.445316812,14043282.65495127,174302.76688234071,4776507.725648393
DE128_3,350943.85769567674,6824393.136243748,495014.81374496274,6708678.710235861,83931.41186121284,2226703.629354361
DE128_4,641712.5978139278,12191374.213371588,952694.0833719977,12653696.562573897,157180.1878792949,4263064.291153854
DE128_5,141195.0197803648,2735917.776368538,182459.4065400541,2469669.6725663063,33408.62033330255,804731.6510046144
DE128_6,366094.0760501897,7210879.527656752,518234.62715774955,7140371.064537402,88458.3383228527,2369477.1542740245
DE128_7,328684.2719309083,6349995.671386665,459807.4074623009,6187004.984253126,77350.57635095729,2054067.2156913092
DE128_8,142885.31018391903,2882631.861574589,186508.3300961172,2659328.6947291982,35400.68994178529,855102.9054606576
DE128_9,302232.11004602985,5830572.289655825,421076.51621170534,5618974.658499385,71194.18307912078,1869112.5297898524
DE129_0,3277315.519573411,16136645.964824446,4833643.780768995,16471426.264101045,649230.7842483919,4968875.344571188
DE12A_0,372943.90676187514,6963226.846716935,513532.5849723194,6826667.054444188,81768.58515729364,2277827.2999107437
DE12A_1,163392.23086094233,4330644.100146959,212904.6515021156,4035641.027671731,35535.00404007356,1336425.3676425328
DE12A_2,379324.2263700289,7192130.013681126,528323.2823176391,7015940.756894316,84945.60095868318,2366274.41998194
DE12A_3,196300.19481618464,3831539.544308087,257962.83042456204,3517518.395605878,44781.895162292625,1182463.6987042772
DE12A_4,140884.3268865384,2706924.0085507524,180487.37022540896,2430132.1623142213,32841.654786997264,798315.5691180215
