index,buy/execute_no_car,buy/execute_car,leisure_no_car,leisure_car,accompany_no_car,accompany_car
DE21M_9,55876.88223383806,1326198.2246738481,65320.22244911573,1189354.650483467,17506.44479844227,431595.4344055467
DE21N_0,199151.74505407643,3464084.607696908,248999.89083674966,3195284.031989855,40179.93628602531,1026354.04890932
DE21N_1,73030.32138833766,1297811.4119746455,84428.15842093891,1094686.389124753,17202.192581318166,344222.05471926654
DE21N_2,188420.6440582489,3343843.127872174,235939.59738663043,3102346.5517286947,39189.673595382614,990038.7600436585
DE21N_3,209153.44184733165,3663435.467913623,263790.02901208494,3403611.792292416,42450.29700853508,1093226.649692576
DE21N_4,295194.6042678221,5109070.800440495,380932.9363255705,4894131.858084096,57838.72059952824,1587186.9922784842
DE21N_5,112296.3991796884,2008490.174776152,134087.62631960193,1768484.019512743,24672.863020035493,557854.720632246
DE21N_6,50584.62245831969,1293121.6501158215,60420.278385377474,1172424.3355005905,16488.638304462547,418666.07103461237
DE21N_7,33459.29223931761,818125.3721072325,38384.03210193741,697982.885739576,11775.213836060499,252322.79331980084
DE221_0,1967927.585144084,9318163.165298507,2737642.545679357,9238648.769705962,330982.8171746963,2590875.171215752
DE222_0,1496820.0461278036,6750487.947023148,1976612.8192701268,6466327.048830188,226617.24593076634,1815971.6038807055
DE223_0,394920.13445959496,7126247.350343195,539716.8442074393,7016300.425360038,82514.84888929421,2288842.0621273257
DE224_0,46695.41359992491,1178955.6752753688,56210.94157779359,1042906.7324256765,15169.359736836539,377517.7186884491
DE224_1,307446.63718023617,5522321.334473935,407321.1005962825,5330744.105417861,63306.14750418284,1723559.619776284
DE224_2,119957.87995716897,2114549.199361723,144909.8836459718,1865993.7595255857,25961.256953067244,592958.8700030986
DE224_3,134128.2908259772,2347441.7682673447,162964.15715932858,2090493.4603060617,28461.005802045376,666308.4541983217
DE224_4,52668.185337216826,1323506.7072643035,63647.771265901705,1181413.7403521559,16637.995553773206,429097.0894369549
DE224_5,161255.04418233855,2874631.409050316,201872.86512342177,2605272.07768774,34083.98248823197,833606.888057888
DE224_6,48485.63194887507,1198563.2972185595,57682.33614144795,1058355.2530332252,15550.881457291534,384486.7189958095
DE224_7,109095.6130883211,1969909.0072158223,132290.8580892317,1725295.1539167406,24241.697233841893,546451.288540257
DE225_0,77359.48762113738,1845287.4227420003,94557.00355334622,1683521.6161796462,22213.75983799899,620252.5157865324
DE225_1,15575.661284974469,363008.43854664883,16499.1782136682,283946.4173534138,7042.773413412339,103488.35653649167
DE225_2,63967.03639091898,1532954.2576081147,76927.91645054033,1386408.2650093387,19235.66810919672,506377.3778589616
DE225_3,81839.97507246703,2015652.0603173329,101805.2272043344,1870985.4803398019,23679.333738587167,684777.969356413
DE225_4,37348.51261208417,876778.1867125357,42479.61971164173,750798.5255951723,12843.524786648704,272901.8017851341
DE225_5,29761.18206458711,701470.8966593276,33321.548586873345,588512.5248865559,10896.045738560724,213360.62081443373
DE225_6,88321.23102400456,2119878.509387743,109200.19660664136,1977397.8732367684,24992.70350983102,725741.2759448698
DE225_7,34355.75314568148,819098.7095544395,39272.53673360089,692247.7153845343,11947.284077623694,252683.85448082138
DE225_8,67514.37882143767,1604132.1563887093,81323.20810533331,1454377.490423248,20004.414933716158,532502.1379634817
DE225_9,9460.730000374859,220867.28565888043,9601.001815527008,166673.0807136485,5130.177597254913,60247.72311843999
DE226_0,37030.08718079761,975821.3640803309,44602.40414972301,847897.6383401984,12694.03675358519,306108.6952530583
DE226_1,200501.88715851016,3705864.5433014208,261235.91302732562,3437809.543556173,43521.663454958456,1101757.2655873299
DE226_2,122755.7938234467,2305622.486282462,152620.671571928,2055569.6851913151,27748.172581040588,648894.5347905081
DE226_3,74515.4620456089,1951674.5135240685,95361.71318530927,1807314.043662195,22643.731832251913,658821.5768417841
DE226_4,188147.04743538177,3436418.8239367814,242325.57917184697,3167700.2149312817,40477.42430024719,1014229.2558678791
DE226_5,200756.42551467422,3697663.0540623814,260524.07092494087,3422271.261393521,43166.475736493674,1097747.333877044
DE226_6,67070.47436266646,1302960.3384223196,79236.30977902612,1081701.1168973553,16378.065614971214,348021.4543238385
DE226_7,106440.69211995702,1979131.4977759547,131796.00881515985,1733295.3901368002,24339.685372623844,548781.6422110761
DE227_0,172953.33838737707,3185489.6658436684,218682.92581979808,2952139.430053396,37569.298646832285,933431.5415824116
DE227_1,109035.66013074917,2779496.769960743,143180.04216954697,2669095.6040059086,31353.03375319603,979579.174689045
DE227_2,99481.13020393971,2554417.7739284947,129802.65789251903,2430221.564927749,28940.226591126488,889469.2958591282
DE227_3,88064.11128509212,2259983.521547618,112297.18343138167,2139699.341901981,26006.21985753153,776650.8407190226
DE227_4,207343.46565428667,3754863.561412834,264559.30332182813,3523199.8418779843,43697.62902240135,1122264.74511281
DE227_5,186474.95150398466,3436906.522787125,239580.8166474632,3190877.8254948794,40540.93553287438,1015592.0383036498
DE227_6,200922.89195739306,3694895.515214369,258620.53765922796,3462185.6074938863,43378.83016813981,1101889.776500594
DE227_7,55196.17536585277,1418598.3483356426,66399.48594809344,1295078.063204222,17640.96647872971,462768.51418407954
DE227_8,61143.679107438664,1565721.3452127439,76117.12937833568,1429334.514542919,19044.620779133966,517666.07863017725
DE228_0,158124.00961476358,3792562.0193330315,205440.40066787245,3738322.7222622912,41202.58095349565,1386822.361733807
DE228_1,145381.13163398285,2482900.203914768,175729.3082073983,2221557.45885487,30017.675886841447,711642.0865316698
DE228_10,54605.35254042756,1331275.0256712267,65247.94226099771,1190626.6569417664,17078.47492062571,432484.56730801234
DE228_11,64661.65705809339,1555556.7545832118,77919.9180020584,1409196.1609993896,19422.58780557876,514484.3962717902
DE228_2,117963.25472196186,2843345.9383698287,149329.0315750488,2727070.022306442,31944.434235180106,1004459.4900987695
DE228_3,224345.30298830417,3830543.8717581974,281123.50873821747,3569693.1277461853,44141.42030293438,1152716.316123618
DE228_4,114331.20769214188,2779957.1720116795,146090.74449227136,2661583.937704218,31337.13398894772,981259.7192479917
DE228_5,92159.55765071903,2282579.0683218306,116284.64506008103,2149599.7262089453,26335.127702899088,786718.6035930734
DE228_6,58498.88993162136,1382651.4057594314,69135.55733995908,1237506.1040965538,17958.774370558025,451697.63259234006
DE228_7,181529.91707289522,3193895.3311376264,227267.18399143923,2930672.1549312477,37523.82275596767,939290.8345880427
DE228_8,52986.41077449429,1266079.6079753865,62749.87031660372,1125895.5727277505,16597.89013576831,410119.58797627897
DE228_9,155911.78504925265,2666750.007138941,189429.953050058,2401920.3088053684,31914.54331497032,769926.0903779168
DE229_0,126277.41072975849,2227070.971701121,153981.43075930292,1947843.3499401512,26851.034109276265,625095.1272602081
DE229_1,191781.55805532195,3376892.9460572978,239828.54951907866,3116909.5045933845,39285.906668049305,996660.3163303038
DE229_2,63604.41329041219,1578005.0794845468,77925.39007269108,1432341.6534452038,19327.751337511785,521658.8902975559
DE229_3,29974.639878511676,726199.1590056046,33963.64825216126,612882.3650950971,10890.576221645695,221284.9748969104
DE229_4,60225.206758440654,1472716.3534991485,72783.18123058631,1324747.0482893845,18356.495758103843,482903.8821509517
DE229_5,28622.293488544758,707714.2178322664,32702.21821568521,595881.2301571722,10435.126591019542,215027.77084716753
DE229_6,20981.454288806788,520339.4715940278,23306.6595693408,425652.5345389111,8389.306331709322,153412.21562193986
DE229_7,31985.918995179367,791200.3570779654,36390.252373929885,678344.4557238502,11481.232728877843,243111.06286988792
DE229_8,29631.88809515528,730246.4417355057,33894.852047134125,616145.5799593283,10712.255959549811,222610.8032868327
DE22A_0,80588.55989086327,1980507.708111633,99723.62355688284,1842352.1227196238,23444.492795281487,671550.2389469016
DE22A_1,97663.35292679076,2340355.857812074,121529.14571250531,2207817.2402564194,27230.93019349646,811630.8662404993
DE22A_2,185422.28795908808,3144365.4784175325,227337.86984434575,2879691.6720334343,37009.446429946,927978.573869451
DE22A_3,54999.18907796241,1332160.201528126,65626.41674541486,1189257.2866508246,17101.27698333465,432638.0454643691
DE22A_4,198070.74325129978,3570825.5544088194,245730.7971116536,3374352.2383281444,41220.75919754542,1060343.4189999173
DE22A_5,60725.46819021602,1527611.8508699953,72110.40402010293,1413953.7945060672,19082.7279183463,503559.2327526449
DE22A_6,48031.96428372996,1816059.4178936246,59670.62888590509,1756487.550365388,17442.693271556036,827067.8728366977
DE22A_7,134184.97583974028,2405237.651394854,160308.10618219344,2190797.3100963873,29049.334141275685,683857.6815593364
DE22A_8,39538.3868263743,1043188.1675554174,46039.09062872549,931527.2835626303,13681.288265356801,330724.0455825412
DE22B_0,221399.05707235442,3978927.8583613513,285716.76892727363,3713243.5658799433,46057.50429518227,1194243.909322658
DE22B_1,81906.78338049137,2103260.5852531116,104344.1957619205,1965632.3102245282,24309.202454017977,716165.5338401294
DE22B_2,87461.72895222956,2255558.5556757133,112106.05719866083,2114544.876851565,25692.65495081525,774215.169506862
DE22B_3,70422.87689395074,1823599.5439921482,89218.28367986776,1679183.596530255,21452.46613490864,611263.144062338
DE22B_4,62690.50678234152,1593623.1806666667,78220.11022039963,1447200.3915100943,19265.71127609561,526777.1962093707
DE22B_5,34707.955520904834,887922.4189097589,40773.5595992255,763474.0245586755,12062.771496838808,276239.42303447233
DE22B_6,38621.94402515729,982368.7459175315,46011.52839260661,852876.0066876534,13060.834305242406,308413.39365799195
DE22B_7,42503.96627904977,1087368.7295040113,51447.21873154345,953789.448406654,14085.834550039432,344949.0562241479
DE22B_8,39741.90285418029,1029767.6148696309,47713.70476645114,899428.5015940202,13404.07360084047,325219.77654833626
DE22C_0,262669.87838561204,4676693.019088399,344587.39635922445,4448442.465475216,54490.383134201766,1441188.583451626
DE22C_1,73862.72504475983,1864201.2565272206,92675.83760630406,1722357.4789010873,22067.24123796568,627438.7630748758
DE22C_2,181594.0875256641,3218720.947307776,228866.93675886272,2954251.481520596,37877.14025813063,947126.2126508012
DE22C_3,75298.0381119621,1344444.2418981781,87744.8567119725,1144838.8288649784,17743.221178052812,359415.7725357572
DE22C_4,72624.13497094838,1815798.5210899876,90382.69411833484,1675325.2972471765,21666.20478833537,609824.4057135633
DE22C_5,39075.938771382615,988086.1542038786,46289.77692329357,864287.2932325177,13261.535268558177,310866.9119073899
DE22C_6,41568.5739311892,1036670.7266843974,49129.98162446147,904320.4393103948,13816.090341829537,327388.93055707065
DE231_0,335029.0867094615,6559088.653598732,463229.774780686,6327454.054806536,76012.22766733218,2072105.9165865278
DE232_0,3962717.866858882,18937961.264506336,5936961.74215585,19888335.600665316,742662.9822566526,5699548.171148895
DE233_0,341152.1466247099,6613399.505761132,471120.0633976151,6381595.744880661,76375.11821149236,2090745.6906053605
DE234_0,152656.9293342446,2992922.753492423,197089.42593581666,2676037.8137127594,34803.68162843885,864998.966054667
DE234_1,247998.8303540361,4830775.01509554,333400.4576339724,4518789.805438871,55524.37286413204,1474363.6186363026
DE234_2,49003.62043926371,1343541.911396252,61471.542182883655,1184449.8669654096,16035.143161326589,438317.3834001303
DE234_3,46750.60269914169,1303276.5486078868,58694.71202309312,1143152.9919196945,15506.185507663633,425306.18831985875
DE234_4,37007.843850710924,1028401.8942842495,45478.071744686946,885854.4004066354,12772.892678775084,326832.56472032
DE234_5,31623.683852811755,872938.0415208184,38087.59980109485,741101.637724445,11256.638743010459,272729.11488435575
DE234_6,47810.04346433234,1305794.9290026196,59736.521615360914,1148111.511978707,15682.111534938862,424623.03826583835
DE234_7,30115.028442834056,823546.9399473411,35997.419862216644,693246.6956381028,10794.602495109451,255716.43023308943
DE234_8,74609.50237799254,1453583.7825175393,91279.19289859643,1211348.9150587395,18040.461651364156,389207.7876562766
DE234_9,25977.4395291539,691575.0003205328,30887.736627089915,568044.8887698731,9470.692221817235,210913.31050098906
DE235_0,70370.92498192476,1781686.9768259295,87841.79755070996,1616150.065867575,20970.313883058006,595563.285283636
DE235_1,49707.22221523177,1301846.2662817268,60596.43932887841,1151234.740337544,16011.70339170504,421312.98578999966
DE235_10,42532.94759490185,1122779.5238479204,51248.20229745694,980748.933375597,14165.621021428913,357960.62694305094
DE235_11,41563.80848207212,1060787.161253056,49868.585271793716,914065.851693382,13732.243456456987,336211.08382391074
DE235_2,67935.79830268135,1761243.6905007546,84709.70585614923,1600208.1452706198,20605.706647631774,588496.4960292641
DE235_3,199450.02717915244,3677372.1881170273,256626.54136800766,3366173.312587788,42095.82822662424,1086792.3039924533
DE235_4,50263.063171936024,1313057.8885182142,62302.86346519006,1167326.30159806,16165.89469667631,425005.6038477859
DE235_5,28582.2355633355,725563.5689197414,32819.6593439943,608279.3818188692,10427.17846073157,220933.2211730388
DE235_6,124960.44788665991,2294300.7276335633,153764.68797661885,2017562.412452657,27350.021083680418,643697.2206277584
DE235_7,133101.12773835004,2484137.7198201423,166761.8167422159,2193114.86255386,29345.06030793264,703190.6870541883
DE235_8,43372.348273732714,1135686.8575358219,52223.82025482846,991572.6734934817,14362.444378682361,362547.6395899313
DE235_9,66314.07384048162,1680337.5668597878,82554.42247066894,1509442.7396502024,19921.047663163914,558502.6947332008
DE236_0,125762.29250649372,2470798.8702777796,159804.09268098636,2167948.815047791,28988.571518571076,700365.4383877368
DE236_1,184900.28848103815,3700921.864748346,244339.94183516607,3363717.6825864078,42603.4943411204,1099275.4565307056
DE236_2,106612.90491715018,2965619.896253926,143857.02643493802,2800037.7858707258,32181.99835545764,1055195.8111956671
DE236_3,454744.75220589427,8869639.736920256,649609.7398791162,8705655.354869328,105151.70921664021,2902793.62403571
DE236_4,85094.42169734783,2356044.770952446,111745.59958287246,2183366.328726055,25997.025548885373,817626.6429707016
DE236_5,13969.354527567844,383438.77633091516,15682.65241092152,301046.6312555504,6078.982391331503,111323.81814652252
DE236_6,22728.14739839653,630182.0692828228,26789.646472756314,515362.8439345162,8645.15788688035,191621.29016168718
DE237_0,75399.70473557686,2029230.2330430835,98502.69667570971,1846662.359532009,22969.785763128526,689988.4766863753
DE237_1,64363.34277948435,1749644.420873199,81181.67143787036,1570281.9004275552,19924.498649593137,590289.8858311076
DE237_2,189680.66573774227,3655099.832622726,248757.7419838407,3339553.511225874,42320.25048602846,1079845.6080248735
DE237_3,29659.514532999605,800678.5230285216,35166.47491531321,674425.7453088091,10682.433807107824,247440.358692078
DE237_4,70680.29066982,1893787.693998942,89900.30394171881,1725071.8817385049,21627.879648737387,639143.4446330848
DE237_5,86275.87028873742,1641837.6535381302,106023.60128972009,1382532.6992596444,20172.954399062957,445141.3812159924
DE237_6,30659.230671493857,837734.9109164942,37334.078324295064,702776.2928807319,10856.038984569177,260776.73171459595
DE237_7,54960.695900849954,1487641.2250271067,69338.61945414271,1323485.0909555568,17557.49295903171,489882.28739463433
DE237_8,38075.18573641255,1106689.1400032232,46377.67898536517,979987.5546906902,13487.110839372575,356407.0008923039
DE238_0,247306.16914465328,4555519.318794299,328341.945601582,4305594.2630428,53309.01495321661,1387236.5036991688
DE238_1,86196.42024950185,2335841.2578629213,112944.95384336099,2160738.1971046575,25940.62875153377,807521.9939315708
DE238_2,189962.8236059752,3654390.8425063053,248475.961095217,3330629.6041318816,42106.0012198976,1080224.8572808674
DE238_3,56878.42815005683,1476464.4971747727,70966.88617225434,1331198.6459003233,17912.555657750177,484108.11633663805
DE238_4,111220.98686378363,2056247.6473665063,137693.5986415314,1801396.3245567267,25117.51700584353,572127.9350412934
DE238_5,298660.12122696295,5642077.887649367,404724.20129031,5350187.283086595,64723.494872924966,1751256.7678779815
DE238_6,119705.2101695089,2302757.89770451,150436.2217312108,2008021.1712999842,27221.31743424858,647240.1468536521
DE238_7,204791.7854297897,3767065.6366096134,267665.21890143794,3497490.924943701,44367.95313225248,1123417.9456246688
DE238_8,57052.596758665546,1492050.3076871638,71320.77370175488,1344297.6022455203,17989.43888070073,489592.37317062565
DE238_9,167531.23803246912,3116663.4551111166,215823.12991308805,2840476.7178905476,36957.73898488343,908165.0544786176
DE239_0,367956.8805395929,7072956.669931796,512014.4659874321,6849156.76940546,82376.70191111274,2251380.595497034
DE239_1,164699.47844232057,3173038.8047633637,213602.15348547982,2852327.069113436,36918.012984230154,922768.7353490238
DE239_2,118443.5106378939,2271285.8920076597,148585.54724381206,1983300.0957921308,26962.932224401164,636494.3953292653
DE239_3,102945.40924426206,2752426.1594995167,136700.48224538605,2594842.7651191773,30286.949241458726,965977.7450164012
DE239_4,60142.266798355384,1611566.897236114,75862.7317027587,1440675.123098605,18808.755653503715,534379.9455825594
DE239_5,75746.0618071358,2020728.3531007627,97485.53180092736,1845962.1240206684,22901.645466334892,685932.0260157216
DE239_6,30385.500671124835,888356.2743635331,36377.6201200757,775286.0120569337,11281.785492384088,279431.23684241454
DE239_7,163066.49694551845,3120558.1858327333,210371.7439825174,2808174.8981662747,36292.59330414272,905907.5381477849
DE239_8,21455.03871011471,562913.2684793378,24452.65353992903,455106.33732215205,8352.689024035944,168431.08161919806
DE23A_0,87415.13088455133,2388494.3759067296,115295.21350921925,2222536.294851214,26523.342714031398,828040.2653399807
DE23A_1,127228.77740911806,2425258.985366514,159401.98369408696,2122069.9731568326,28409.493164453797,684550.2672830258
DE23A_2,60096.856969165885,1627094.5046500552,76056.11212108292,1464837.0789641766,18972.10481507417,540302.3946351905
DE23A_3,144942.6300721785,2770867.137151594,184857.80175455476,2464305.5395535114,32382.801720652864,794172.2718607945
DE23A_4,19267.35909434131,519168.2388754536,21886.383300093064,419227.30475574476,7752.064543670321,154676.55079337556
DE23A_5,63418.04100900819,1765556.3500266783,81608.59634058882,1597378.0236875934,20164.94780737024,592876.9541368579
DE241_0,2005100.4054804696,10203690.14473827,2908209.01599844,9824082.066828063,381875.1699243229,2825370.010265196
DE242_0,1939347.5198059764,9794301.386433683,2790004.242671393,9484820.70210525,363423.95645494864,2693831.3516700016
DE243_0,330173.7323084692,6356424.873840858,460399.907523244,6048970.580866354,74521.0375274123,2004360.5815059764
DE244_0,359756.03231550177,6987131.094791764,504350.94133581355,6763055.475766753,82745.25662620658,2220783.415027505
DE245_0,236617.84125593372,4642762.593655894,322541.58940120146,4266635.788602827,54118.062585838714,1416519.007161878
DE245_1,39314.26255986571,1101893.9544722112,49157.301085753454,936789.7752750387,13302.192122372857,358449.1574426214
DE245_10,41580.43497764371,1205225.3675056642,52534.66147235665,1032995.870571936,14175.195212560673,396938.61510369513
DE245_2,158814.60896201333,3124342.303697799,210153.53117941698,2771985.698246618,36777.58091656043,910993.2781310581
DE245_3,139048.29680171228,2741447.082467358,182190.90603516635,2406199.2388411425,32480.38555440886,787920.8553327767
DE245_4,147260.06598701407,2882807.6069956035,193079.34429228966,2536480.169048355,33895.78503676418,833128.6136933296
DE245_5,126633.11854217395,2510047.3714729934,163817.30588885042,2179653.612923958,29556.898457819905,716130.7399139369
DE245_6,35145.420572914794,989397.8126105542,43748.249598924645,834354.5345004341,12155.463093750031,316450.2785474587
DE245_7,19221.248487193207,537185.0633992142,22806.205363671408,429188.77626090107,7493.730636341028,161895.52048199368
DE245_8,136609.299585841,2718131.50945675,178378.22949270587,2378142.039309362,31963.497370631292,781469.7449734377
DE245_9,81617.5036578349,1600382.033494788,101832.35122167769,1335638.9873083052,19602.03823214495,434311.70911255735
DE246_0,52474.168975029126,1448538.8949301261,66968.22461371125,1277322.7443966223,16998.919238744988,476868.669475596
DE246_1,106430.79018410941,2065777.2814879748,134335.63533460652,1779804.188124199,24790.1552129994,573983.6647533324
DE246_10,62738.69030920509,1231901.9536068984,76159.16358494376,1009101.6402361242,15588.611863946178,324843.84429774474
DE246_2,69488.0582561602,1916605.947309564,91126.90710768031,1739457.7737921826,21807.570006875736,648655.9788735894
DE246_3,75625.08027043946,1474504.7256282924,93162.45439714352,1230934.4431198954,18312.714590687057,395496.58167974185
DE246_4,59475.1937983801,1650770.3061838136,76866.86477986003,1460049.1257435107,18885.68052565551,554588.880790903
DE246_5,111174.3040031319,2172788.61409358,141565.47872849446,1876730.1944061504,25985.904884254698,607630.0954762908
DE246_6,87059.48569474646,2377112.3884907756,116064.37975033502,2199780.2961287475,26519.458589640617,823314.4025255971
DE246_7,24564.36423248871,669285.7906994954,29389.140463516578,550246.0173018696,9104.461901812687,203718.34657127564
DE246_8,46547.40086211891,1273236.7251252544,58998.77583773837,1111532.882453186,15306.674986461101,413175.3514508231
DE246_9,19141.336928345376,519848.0818051216,22271.123876425292,418134.938990528,7569.721264887098,154579.57591289043
DE247_0,47785.93984472781,1304382.4603063841,60590.5909913239,1136394.5181171203,15575.225911811796,424862.132701596
DE247_1,45153.67781766764,876973.0303364883,52927.39395919778,694144.5714321291,11745.647670333627,223611.95869556713
DE247_2,88788.4303241688,1731056.8363160617,110839.95299743833,1459910.9725562672,21038.687470291105,472710.3531821276
DE247_3,138878.2470246091,2695236.615623286,179867.4770470352,2372921.8846551264,31767.337722904464,771163.3961748546
DE247_4,93008.32873356536,1811997.6767100235,116525.87499837858,1531618.0776169589,21895.49979796598,497277.7491355789
DE247_5,38398.51709389878,1035486.6847698338,47623.21774946095,884368.0508447397,12929.546247516026,328741.45523708145
DE247_6,126079.76782426145,2429874.534905096,161224.07555184225,2128425.700164375,28853.318471553564,687026.3263062421
DE247_7,23952.077743180955,659003.3513452266,28675.51993847297,539652.2572902815,8923.77881489804,200799.83066459905
DE247_8,66816.2933745797,1302180.6333637827,80997.37533717169,1072397.6250300517,16366.531047916596,344936.51968100516
DE247_9,14247.12676791598,391580.60149459686,16327.758533888826,305140.08497168816,6049.611777489942,114281.7338149026
DE248_0,148820.7787537889,2957946.3343481733,194542.73940828003,2620223.765346164,34602.787980189045,856459.0548961078
DE248_1,107565.1584931035,2152928.7491623615,136215.54644145453,1858467.5986166717,25487.866572446965,604479.314525302
DE248_2,307700.04736136267,6161013.87582233,429341.55813266773,5842233.430555626,72495.35871751522,1942300.206488935
DE248_3,37113.72008144807,1037411.2539826598,45957.485019639855,888518.7165306668,12784.232996370101,331371.5407598774
DE248_4,90746.03727415712,1817825.377878815,113755.22792183945,1538883.2269553514,21828.934386260033,501564.4653782574
DE248_5,108513.58626369608,2180059.8137095883,138211.5106719817,1873245.8060977466,25770.965821241683,612902.3717148917
DE248_6,61340.787157409744,1231675.6303477916,74227.60862780387,1004356.8545977252,15407.016037693866,327339.5283660003
DE248_7,51315.00807856986,1455014.489909692,65355.9114786495,1291470.0030378024,16952.069855900496,480865.38786442066
DE249_0,57174.44159631567,1692088.1815611594,73415.71571481682,1565371.8144092269,19317.291628530056,567338.8830782968
DE249_1,169127.42767860886,3355810.2814622303,222939.54239799484,3052383.9940623916,39486.991229117106,983785.9161589526
DE249_2,127141.71628820234,2636888.4660113417,162625.32042854937,2386330.2085245107,30845.927129335843,753658.7058180788
DE249_3,61681.26057473789,1646524.9492132945,79236.18076379049,1474155.5181625995,19210.34875981742,545976.206820557
DE249_4,27346.115708256188,760833.1908988087,32887.16331987424,640207.6784500834,10037.514031737013,234644.68100388313
DE249_5,93763.92071675033,1928432.7197448856,116097.65464301924,1696605.2861196958,23065.21704513585,532388.9091755175
DE249_6,37017.50719314878,1024604.4040193124,45720.77972343774,874041.1157737972,12680.895963015524,325453.0786085968
DE249_7,83087.71495929899,1587745.8628087786,102411.31883466984,1334600.4044474924,19612.276614907634,428031.1517371602
DE249_8,25443.416617556097,755729.3529450254,30250.13474542614,650642.3000721398,9802.368892547946,234405.03049543055
DE24A_0,49490.0236918439,1356084.2132643417,62328.49401016315,1189401.9363374338,16101.004182691657,442896.0071107396
DE24A_1,98651.24441571483,1900225.5874877495,123640.79825912528,1621108.506220813,22949.948973467675,523891.9528643463
DE24A_2,43826.563699937265,1179145.2469953375,54977.69683178531,1024607.1026172193,14450.895036548274,379282.48726997816
DE24A_3,10520.525892941718,281461.9529410463,11579.39747114601,215309.63369966662,4951.004282300861,79399.03569508364
DE24A_4,51404.175663780356,1404826.759563961,65148.60838135271,1238937.5639514462,16631.858643100328,460803.79220697016
DE24A_5,19273.38520333778,527201.831643478,22387.40543644062,424818.57258943,7634.652972856779,157262.83008039085
DE24A_6,35961.12466577033,972375.1559705782,44362.391236684954,831419.6231095314,12308.170707458123,306711.03134404134
DE24A_7,162888.58300349035,3133880.146703073,213691.45845466453,2797552.2586121703,36760.21244404873,913495.7239363353
DE24B_0,262408.4149307286,5049687.730230443,358666.39487282676,4724195.277108985,59251.64249781888,1549516.471165344
DE24B_1,44976.8669333873,1244424.07705337,56864.147696636945,1080231.8765290042,14898.228985938327,404017.0034018121
DE24B_2,34658.02810781356,950447.5674068438,42562.57118323435,806861.0984877421,11989.25807546351,300006.972288745
DE24B_3,64993.349081146516,1796003.9750105,84831.42501899372,1619488.1937953255,20562.997941384565,604753.8520077493
DE24B_4,39419.73241980253,1080420.33898736,49320.68164449476,932729.971853979,13343.73216653781,344894.8097349481
DE24B_5,22521.94158856132,625656.0193350639,26793.78438202172,511569.5767135421,8557.783314321947,189953.76531126274
DE24B_6,24368.153536586844,665147.3798152176,28972.27713321108,547125.2308146539,9083.402747180418,202627.6162992133
DE24C_0,216309.1925395943,4183303.5042358576,290977.0086952578,3833099.5311815455,48827.19401572309,1258572.3658237334
DE24C_1,32939.338896724075,922879.0401186178,40594.1241745488,782239.3364635018,11586.014179683385,291350.21610273345
DE24C_2,100573.7099984642,1948484.4597374434,126602.7983552314,1664493.938773554,23470.33650308675,538919.0035540649
DE24C_3,66076.09057386722,1294959.3988896206,80214.46864652773,1068879.6816980517,16292.041372182863,343233.6653919519
DE24C_4,60033.080415287666,1675705.9036723878,77859.53169785967,1502636.762520425,19274.36770176499,561114.4578558288
DE24C_5,27872.893786842007,784406.4111675461,33578.56217851109,660618.3798662303,10202.284648144649,243499.78696505033
DE24D_0,136189.9858004235,2607978.494816666,173582.6417202745,2302470.5835651653,30654.23451939635,742691.7652787126
DE24D_1,18974.978866428188,520258.9768426322,22083.003198807033,419723.17906222196,7511.0166816809115,154614.63171143216
DE24D_2,36958.06013793495,1005305.5342883755,45332.05372143549,860105.0904024331,12626.600148279404,318235.67604578333
DE24D_3,24447.51970403439,661685.0346334903,28751.41101525144,547353.2373017345,9172.92204959018,201041.89856815612
DE24D_4,150709.48515692996,2869851.923885861,194073.0756110772,2562123.6868248256,33745.436157653225,825529.5417685767
DE24D_5,45709.5621777048,1216988.5047191102,56740.45979736786,1065728.1251195488,14957.209717372498,391607.5358383113
DE24D_6,0.0,0.0,0.0,0.0,0.0,0.0
DE24D_7,142096.3606563777,2755575.438676908,181505.22116097357,2456113.697267381,32187.312349997323,790358.5360656672
DE251_0,330558.1170034089,6524103.057143999,461515.1453303323,6248062.226346503,76770.39861691438,2066606.3849507433
DE252_0,2906011.3082579994,14721348.462981679,4333964.161322865,14653323.13903455,572589.7611136556,4254207.54593853
DE253_0,3322934.616431907,16750933.728035232,5001306.184385766,16769986.89340844,656344.0897183921,4907732.621033501
DE254_0,12950730.569973325,63061613.728637785,21404046.043895293,71928987.94178551,3089714.1348803313,21701591.012824547
DE255_0,327431.3469767934,6467450.711809349,457489.2587606258,6137599.753843141,75696.97816506345,2046534.9284764917
DE256_0,105795.07779757924,2953017.3390406733,143157.96375271433,2790218.0902933395,32167.992040301997,1051318.571620432
DE256_1,52628.825586339764,1497263.9945803655,67502.552693867,1324760.2269847633,17312.03907892259,497981.9993531209
DE256_10,175256.46828636306,3470152.1842562663,232661.2679577145,3112773.6314398884,40494.2346927834,1024573.8765863345
DE256_2,93753.24130403766,2623596.5357732987,126168.95079891423,2454316.655952742,28951.606319033384,921246.6863348882
DE256_3,97257.30877160397,2703188.5430580634,131343.84748615738,2522410.210727522,29686.861879819637,954288.7521505664
DE256_4,81358.82644973735,2301759.5411768337,107415.42584668344,2118705.274917644,25334.717795933153,798849.2850206817
DE256_5,63845.335954559676,1776244.8114900074,83380.89907373839,1585710.6831126679,20202.291857345237,600607.7796584758
