index,shopping_no_car,shopping_car,errands_no_car,errands_car,leisure_no_car,leisure_car,accompany_no_car,accompany_car
33530031,216661.75927206886,6793823.827916414,261910.1324587535,5599800.6418893095,358381.38948653254,9749042.353350848,70080.9929172955,3485672.2178849503
33530032,59005.40356121563,1850221.82980903,71328.29122417484,1525042.9879604012,97601.1576132723,2655042.497243345,19085.77352528127,949283.7895779684
33530040,182747.10015996412,5730367.9602746,220912.62145271263,4723248.496723079,302282.96816200356,8222998.02880451,59111.02298345352,2940050.3903724384
33535401,67213.81655662667,2107611.560165528,81250.97689850561,1737196.1455597312,111178.73800705411,3024393.1672227615,21740.850890693382,1081341.413531355
33535402,43309.943524738424,2413950.068605931,51289.93814475712,1835149.5888043959,29061.91299485431,2977856.5348665216,455.6030257822946,1328418.900034657
33535403,33960.541244673186,1892845.9424253777,40217.8788066725,1438992.2550958376,22788.260953217537,2335020.816069394,357.2511088461634,1041650.5119444813
33535404,57831.295338179516,1813405.5293736644,69908.97827642874,1494697.199192255,95659.05884239108,2602211.620062924,18705.99875404715,930394.639837944
33535405,41675.17006458491,2322833.3137655873,49353.95248354121,1765880.1878531927,27964.944488346304,2865454.614310706,438.40587255836806,1278276.5127442526
33535406,77313.80915439801,4309210.7660182435,91559.1239919212,3275977.6054095407,51879.245551601205,5315856.20042061,813.3098895725551,2371398.2738331244
33545403,14787.2124961873,615281.0519852558,10063.212624955613,465039.28852253465,14098.186524661342,752343.6004395188,2110.0733869029837,276322.7247563871
33545406,84225.9869718503,3504558.677431486,57318.71477893552,2648801.6633693893,80301.38708421258,4285248.643401332,12018.69612956211,1573897.3265825752
33545407,97325.19847955959,4049603.704593897,66233.18399720993,3060755.437707993,92790.22683066867,4951710.152030482,13887.898834193385,1818677.052099046
33549501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33549502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33550001,29093.931024355465,1700613.0363495708,60234.84058353403,1514620.27984098,66412.33614223987,2456853.233819096,4149.99557718499,1063581.8686344277
33550009,38702.58381495942,1610375.619499324,26338.45494311542,1217147.724490543,36899.19555496499,1969109.543882354,5522.696866186539,723219.7019972126
33550022,902200.263734932,10969503.384021103,941103.022336999,11182331.851233166,979810.3990517595,17884325.833950426,135285.4300919557,6270022.7625645865
33550049,20183.14850971527,839800.5270184738,13735.334833843059,634734.7091632514,19242.69313220954,1026877.9610707475,2880.050891622852,377154.42256647855
33555401,33954.32204161486,1412805.2187386602,23107.097590508536,1067820.8464623652,32372.18411411425,1727527.544617214,4845.139767134473,634490.8336316932
33555402,52096.12879998046,2903662.3799563306,61695.00595645109,2207442.0228919564,34957.634190609344,3581967.210362618,548.0301284451649,1597912.0840230149
33555403,25089.28087910454,1043939.764633073,17074.12862016833,789026.4194532356,23920.219019942786,1276492.0984188714,3580.135464556445,468833.35560911236
33555404,57995.18024442252,2413121.1693930356,39467.73809957271,1823875.6875615532,55292.83283296552,2950678.0080747292,8275.669700016164,1083732.7340774045
33555405,43017.713440181346,1789923.8268402172,29275.05079808467,1352853.139646585,41013.257103086806,2188654.651483922,6138.447818948264,803854.8031716744
33555406,41835.707951846634,1740741.7662928053,28470.654935372644,1315680.5493787013,39886.32842386394,2128516.5919908094,5969.780578604528,781767.1394353302
33555407,63087.518957864515,2625008.2658609943,42933.25178207864,1984023.3538526422,60147.88858112429,3209765.9493156034,9002.32513957925,1178891.2305853528
33560002,22774.18504118456,1269356.204798784,26970.40095174457,964998.6333926414,15281.972921935727,1565881.8791212086,239.57518228031967,698538.3812452998
33560005,102716.36652543662,3220858.635885127,124167.99924797408,2654788.630601824,169903.69819792904,4621887.180290637,33224.436924838774,1652509.3598552658
33560007,157061.54317495387,4924950.568371406,189862.80604078659,4059384.236711566,259796.34923602964,7067235.314804647,50802.822481477124,2526819.0352668813
33560008,76203.24427308817,2389491.4286970934,92117.78704468513,1969535.2683748764,126048.19908102565,3428886.8436085377,24648.553764723783,1225964.0666069607
33560009,105147.33949824268,3297086.218284342,127106.6648226026,2717619.1183596593,173924.7837587844,4731272.696919702,34010.75473312087,1691619.0531495896
33560011,27768.042483950332,1547696.9629594812,32884.39248574158,1176600.743365486,18632.959755420427,1909243.9297236905,292.10853550323316,851711.8576147511
33565401,34237.81730858615,1908300.374341761,40546.243865818666,1450741.1287554055,22974.319215805466,2354085.45277144,360.16794048838415,1050155.2278099917
33570008,75146.40371727923,3126766.342473115,51139.74244995238,2363260.1566198557,71644.87671607258,3823297.7275004727,10723.077567606622,1404230.7863064797
33570016,37314.13216256625,1552603.5415275358,25393.565282463962,1173482.6612649122,35575.440291357314,1898467.9192038006,5324.5706215361915,697274.2613754111
33570039,58967.97479977721,3446825.614169671,122084.79351329323,3069852.967552811,134605.42546662246,4979583.524045462,8411.26743614574,2155682.185904416
33570041,52623.53201490142,2189612.284645038,35812.14457279578,1654944.0872688065,50171.48229416848,2677379.3609947287,7509.15796050884,983354.8923714844
33570051,38775.447166980055,1613407.3903549863,26388.040989446985,1219439.1855344537,36968.66376121845,1972816.684536039,5533.094161824168,724581.2703097268
33575401,33573.813425507105,1396972.6376035344,22848.148237443707,1055854.3276774986,32009.40570367949,1708168.0323146367,4790.842778804639,627380.421333007
33575402,31242.186160846857,1299955.9702223388,21261.39475483368,982527.5742723575,29786.42310356864,1589539.5313967166,4458.129318400555,583810.2353325475
33575403,25704.57140727877,1069541.3851919996,17492.855233634862,808376.5349351479,24506.83942830537,1307796.841716656,3667.9348499408566,480331.0435814559
33575404,38564.95303892045,1604648.941216406,26244.7924111558,1212819.4091853783,36767.977832041775,1962107.16709206,5503.057529982132,720647.8507402409
33575405,32683.916033740585,1821691.1621436956,38706.03134685372,1384898.4826215766,21931.617702552274,2247244.051253722,343.821529826772,1002493.3826470277
33575406,60233.7043370564,2506263.9073475515,40991.1316340924,1894274.4629661415,57427.05050286361,3064569.607046274,8595.097727105504,1125563.1383452066
33575407,31372.63131481886,1748604.5778724656,37153.138254641664,1329336.1009398696,21051.717169063522,2157084.206850294,330.027346852103,962273.1638663851
33575408,93532.25621048556,3891783.1883852505,63651.95480761687,2941472.160033311,89174.02076069669,4758732.885780323,13346.661833501328,1747799.8571642707
33580002,25805.77050730743,1073752.178047086,17561.724742428698,811559.1197183571,24603.32304810185,1312945.6481801074,3682.37553832645,482222.11068217026
33580008,32524.2898338387,1901126.0885692998,67336.90994159259,1693203.6076018447,74242.77136782628,2746531.7969250386,4639.306350472918,1188984.9098949058
33580016,40432.28210492154,2363368.015804812,83709.28167045033,2104891.029854306,92294.24198132766,3414326.61530011,5767.312494501161,1478076.0330499017
33580017,22769.79750644773,947428.3923944877,15495.639478613557,716081.5762220797,21708.814454207517,1158481.4542765652,3249.1548867586325,425490.0976607385
33580019,50442.83853726864,2948510.0770721985,104434.71304478477,2626037.236334026,115145.20832889173,4259673.637074228,7195.231082904481,1844030.235232932
33580021,56884.111971586455,3325018.6198305837,117770.45231447261,2961367.7684457437,129848.61902117277,4803610.565149329,8114.022573868027,2079502.768316275
33580023,16758.57096474553,697307.296802343,11404.790656259578,527036.0400994507,15977.687438296733,852642.350347552,2391.377996654354,313160.7118783035
33580024,80736.32649733905,4719240.2165733725,167153.06542097323,4203106.04745587,184295.7574121661,6817824.125437382,11516.33299747754,2951464.1019405336
33585401,28291.22040401123,1177169.2505680134,19253.15987840536,889723.401993976,26972.960750303348,1439400.3349224736,4037.038845076637,528666.7186757157
33585402,18317.037105186842,762153.5067706767,12465.381091684685,576047.845760873,17463.53518316249,931933.9698847036,2613.7645977925,342283.14522930514
33585403,37741.31590781974,2103573.5609518974,44695.27320690505,1599193.042808072,25325.242887880042,2594975.0811004224,397.0233236343611,1157615.856402325
33589501,9970.135334823248,414847.31208313303,6785.024006368923,313548.25284177467,9505.566222348998,507260.4127792321,1422.6966197487134,186307.93076238202
33590010,207025.7961904994,6491670.666193568,250261.76231932174,5350751.282968357,342442.4907633973,9315456.784244576,66964.16296659432,3330648.0506353225
33590013,29492.002256920106,1723881.2955246014,61058.99037664207,1535343.7345422017,67321.0081427168,2490468.5810954086,4206.776967543169,1078134.0907121622
33590028,62972.544561518254,1974618.7568307274,76123.94334277076,1627576.9967056348,104163.22702854051,2833550.3509763083,20368.977267733124,1013107.4805497689
33590038,246257.56214525222,7721854.097040474,297686.8227098693,6364728.409868747,407335.96731464827,11080752.834524272,79653.99397897674,3961811.9307149937
33595401,27900.903931241963,1555102.2115860817,33041.73407658244,1182230.4119940288,18722.112672910476,1918379.068143421,293.5061839984639,855787.0339669748
33595402,52064.91298274323,2166368.7080849605,35431.9848842538,1637376.2192654915,49638.892712891924,2648957.949316477,7429.445360620361,972916.201975541
33595403,65295.624759170496,3639357.7326424993,77326.55095955478,2766737.3627276407,43814.782732555606,4489523.353366286,686.883468080049,2002771.995537412
33595405,69437.89821259816,2177351.688743533,83939.54327529343,1794679.3577637086,114857.60352017712,3124469.2781812674,22460.248034440836,1117122.6222899917
33595406,29079.327202872053,1620783.5472307112,34437.285577953626,1232163.125047193,19512.86028890918,1999403.7741271183,305.90271847790217,891932.0763953936
33595407,29533.94535236314,1228877.786828477,20098.877446393693,928805.5431317857,28157.779601404094,1502627.6782936568,4214.37049845173,551889.0226724885
33595409,75243.55485330675,3130808.7036139974,51205.85717839446,2366315.4380117366,71737.5009910772,3828240.581705386,10736.940628456794,1406046.2107231657
33600004,27093.023059671938,1127313.463163788,18437.74489428632,852041.5981607786,25830.594691913047,1378438.466395209,3866.0610945912044,506276.4842032573
33600025,89993.48636872486,5260344.364502781,186318.69651573407,4685030.681950727,205426.95527560604,7599550.15437982,12836.786135672766,3289876.514687851
33605404,26890.624859614625,1118891.8774536147,18300.005876698644,845676.4285943601,25637.627452320092,1368140.8534683064,3837.1797178200172,502494.3500018285
33605405,27534.25113579688,1145672.5200119654,18738.01595262745,865917.667815571,26251.263274225694,1400887.2625758573,3929.0224959523944,514521.53676237207
33605407,106518.12472616277,4432112.127549965,72489.29017604217,3349861.439414721,101554.79885298072,5419427.7311704075,15199.69096714074,1990461.5875279417
33605408,50312.14457024691,2093437.77583486,34239.16499194452,1582253.8508203074,47967.79641801692,2559780.621369499,7179.332637781874,940162.9197911677
33610001,165947.52523299807,5203586.709992366,200604.56658804574,4289049.721749782,274494.700286135,7467074.288355144,53677.065023240204,2669777.4460746436
33610003,36488.34750633242,1518243.4718300288,24831.590090706242,1147512.7694339247,34788.133953818055,1856453.658462037,5206.734604309745,681843.1538335816
33610005,40208.426423385834,1673032.2171830127,27363.233233967727,1264504.5860646965,38334.87181753658,2045723.7840585106,5737.574309364178,751358.7804558426
33610006,74936.03495747651,2349755.774042183,90585.9294579107,1936783.205607494,123952.10128866488,3371866.7338763652,24238.664694449075,1205577.0988258768
33610008,37634.44909151996,2097617.165317458,44568.71584035913,1594664.8310851133,25253.532932507613,2587627.2523715086,395.8991281055885,1154337.997162493
33610009,82911.69522144868,2599847.1188498205,100227.25353467064,2142920.6782087334,137144.6841287478,3730744.3224764043,26818.45631225971,1333890.1776766158
33610012,142941.21080099538,4482181.845073839,172793.53578815708,3694432.680160733,236439.83097829533,6431868.377789014,46235.48712698748,2299649.9657062353
33615401,44361.281933741746,2472548.1229555514,52534.98899401964,1879697.4014302576,29767.383907166877,3050143.282361781,466.66267909238167,1360665.9476913838
34010000,400867.4432157166,12569928.337630544,484585.9532562433,10360747.43126709,663077.0089850492,18037671.692132797,129663.8065857183,6449188.424233982
34020000,597552.9668067623,7265414.958296284,623319.3733952469,7406377.322325107,648956.3729871776,11845299.088225171,89603.39889783933,4152814.9063112866
34030000,2452609.6335802376,21559637.910123896,2969530.055658002,19736820.346361782,5990605.98219191,38960680.3449928,423952.0198327668,14823069.741555706
34040000,2374782.063355723,20875495.513188154,2875299.279681165,19110520.608122233,5800508.74805284,37724358.410988785,410498.9390230033,14352695.864906708
34050000,900858.3635006946,10953187.73908929,939703.2595383411,11165699.652891336,978353.0642926753,17857725.33072467,135084.21140733932,6260696.956142265
34510001,47875.27024155685,1992041.8838843745,32580.7872201889,1505617.2092406289,45644.47085331774,2435797.361729589,6831.600861456773,894626.0240059651
34510002,150663.4292018452,4724326.058950494,182128.48834756218,3894019.7402084963,249213.19425990607,6779341.944442619,48733.30093074317,2423885.6510007572
34510004,65148.32185021674,3631147.565686921,77152.10702188339,2760495.7735959953,43715.93928055577,4479395.265118323,685.3339012701192,1998253.8652338597
34510005,65801.07591734517,3667529.8741567405,77925.13309862331,2788154.580336228,44153.95144039819,4524276.597354391,692.200609094514,2018275.383833915
34510007,120162.47681751064,3767913.1793586416,145257.61410589324,3105697.641680929,198761.40372296123,5406902.8134605,38867.521961722865,1933183.8183270828
34510008,46550.607521721184,2594573.741628662,55127.70477352787,1972464.5497005964,31236.468938850743,3200674.476321689,489.69349560074977,1427817.7667128087
34520001,506423.56339953135,6157407.856944847,528260.4819078136,6276872.852789783,549987.7285443723,10038839.913804818,75938.49429790818,3519492.7308811294
34520002,2424.7304366866115,100890.59680787522,1650.1134307003595,76254.73140569347,2311.747530323609,123365.40286429558,345.9988937188304,45309.96773311686
34520006,57181.539480192114,2379266.3948381394,38914.02724887025,1798287.7059045509,54517.10452980184,2909281.60410858,8159.5665653959895,1068528.5545876608
34520007,35022.984537917466,1457271.1912883748,23834.359603371468,1101428.9417730551,33391.05113916506,1781898.940871261,4997.633436486344,654460.5022152372
34520011,19232.985256596417,1124216.0926244776,39819.156782448255,1001262.7543227929,43902.884103579876,1624140.1680682893,2743.4176455605825,703096.957970546
34520012,50522.63869830651,2102196.22497344,34382.4135702357,1588873.6271693825,48168.4823471936,2570490.1388134775,7209.3692696239095,944096.3393606537
34520013,6209.576777758369,258374.2495881145,4225.833059589902,195283.40229771918,5920.23491071188,315930.76459737803,886.0806393400431,116035.87729983516
34520014,47895.510061562585,1992884.042455392,32594.561121947667,1506253.7261972707,45663.76757727704,2436827.1230222792,6834.488999133891,895004.237426108
34520019,66167.9880330773,3867684.395892545,136991.395475885,3444683.2388265887,151040.8015826313,5587592.65766736,9438.286543630915,2418891.840263441
34520020,16115.205871341796,941974.0895556116,33364.23860421279,838952.2064279882,36785.96984481092,1360857.5487967664,2298.6936016143122,589120.8293482892
34520023,48895.97113018858,2858091.8081974145,101232.14438566023,2545507.8385353186,111614.19431361562,4129047.556047484,6974.583935136795,1787481.6675617353
34520025,35636.72598107232,2083055.7660116549,73780.76570649775,1855235.9883194522,81347.48868699152,3009363.2034814437,5083.268228105655,1302765.706677193
34520027,18078.207229119213,752216.0356326724,12302.849050931229,568536.9456724992,17235.833840442803,919782.7866309584,2579.684573202498,337820.2268716192
34525401,53886.49678325906,2242162.979476519,36671.63604254288,1694662.7453632578,51375.59786922852,2741636.4656586023,7689.377751561052,1006955.4097884
34525403,45616.50632891724,1898056.9873588413,31043.619783910435,1434581.9168793985,43490.95645946036,2320876.0014653536,6509.284696690316,852417.4063180198
34529501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34530001,53400.74110312151,2221951.1737721036,36341.062400332456,1679386.3384038534,50912.47649420543,2716922.1946340357,7620.062447310202,997878.2877049709
34530002,33938.13018561027,1412131.4918818462,23096.078469101525,1067311.632897052,32356.746734946813,1726703.735583062,4842.829256992778,634188.2628955789
34530003,29412.506432328748,1223824.835402373,20016.234035841087,924986.4413919345,28041.99925764832,1496449.1105375153,4197.041672389018,549619.7421516312
34530004,96087.44933167755,5616551.741537984,198935.37891895178,5002280.347544599,219337.56489364547,8114158.255972232,13706.03681625669,3512652.4781731707
34530005,50040.9309821701,2082152.8509832278,34054.59470837704,1573724.5236013066,47709.22031696237,2545981.820047449,7140.631592908483,935094.8599612531
34530006,36836.472410431,1532728.5992515266,25068.501200957046,1158460.8610881646,35120.03760591794,1874165.5526963102,5256.410572356188,688348.4246600391
34530007,60143.48716439763,3515537.2520019775,124518.52444596127,3131049.7465362847,137288.75217944023,5078850.321371486,8578.944025122912,2198655.1906977263
34530008,40993.322097126744,2396162.206588412,84870.8350701328,2134098.583460055,93574.92063971797,3461703.9503875305,5847.339957422085,1498585.876246709
34530009,28691.968840124715,1193843.9902741562,19525.88313322896,902326.4377354848,27355.0358846974,1459789.6085177413,4094.223971083589,536155.3443945447
34530010,19745.968397591474,821609.9018844998,13437.818555853677,620985.9428997876,18825.88389468876,1004635.1171486374,2817.667117797086,368985.0126913924
34530011,36229.82540140353,2117723.9105543187,75008.69358616209,1886112.5449883866,82701.34898300412,3059447.814859574,5167.8686889077735,1324447.5409138177
34530012,36739.32127440348,1528686.2381106436,25002.38647251496,1155405.5796962837,35027.41333091332,1869222.6984913966,5242.547511506017,686533.0002433533
34530013,56278.8435079365,2341706.122570767,38299.71123042921,1769899.0496383247,53656.47064121726,2863354.2504545934,8030.755624996492,1051660.2360492882
34540010,41694.02921180651,1734846.6562956842,28374.237623061275,1311224.9306822082,39751.251356148874,2121308.2629419775,5949.563614864695,779119.64549433
34540014,46855.183313268004,1949597.0919051012,31886.582571547013,1473536.7546258797,44671.91596576924,2383897.392577999,6686.038722529986,875564.0676307641
34540018,64244.4223455166,3755247.170348772,133008.92667697364,3344543.0550354496,146649.90332529313,5425156.080224775,9163.90667075918,2348572.377874388
34540019,35107.74541699312,2052135.5289871176,72685.58678679712,1827697.4377768887,80139.99166622352,2964693.144684733,5007.8137630659285,1283427.8545202033
34540032,661748.5155125133,8045943.757802069,690283.0258524738,8202049.810856564,718674.2269083649,13117848.162185762,99229.55704225572,4598954.824264847
34540035,94727.59525533256,5537064.869591068,196119.99472638807,4931486.800947808,216233.44376449948,7999324.619974626,13512.065489462644,3462940.5249009095
34540041,100321.96546332157,5864069.800547541,207702.34148322188,5222727.835473704,229003.6395295913,8471744.332703479,14310.053619731276,3667452.9613490724
34540044,17495.30041295415,727961.8687873735,11906.160680278721,550205.257321214,16680.088190415092,890125.6614014782,2496.506208101477,326927.6803715043
34540045,20801.22561576048,1215883.6640053038,43065.97509489403,1082904.8208302911,47482.68587727086,1756571.0999555078,2967.1134585824,760426.8530016211
34540054,38346.36298285855,1595553.628649419,26096.03427216111,1205945.0260536463,36559.57321328139,1950985.745131005,5471.865643069249,716563.1458026979
34545401,69208.04052759767,2879677.0177366324,47098.47967392996,2176506.0815411373,65983.21790641527,3521165.7642251444,9875.697973139972,1293262.9688365592
34545402,42669.58853608276,1775438.6994187192,29038.13968783387,1341905.0479923454,40681.35345098692,2170942.7572496487,6088.771850901822,797349.5323452167
34545403,42463.142372024304,1766848.6819943425,28897.645889894444,1335412.5750345984,40484.52686660211,2160439.192064208,6059.3128465952095,793491.7554597594
34545404,49020.84405388124,2039708.0590039548,33360.390059735146,1541644.0689865574,46736.66542941387,2494081.850895859,6995.069453981696,916032.903586052
34545405,37310.084198565106,1552435.1098133323,25390.810502112206,1173355.357873584,35571.58094656545,1898261.9669452626,5323.992994000767,697198.6186913825
34545406,49543.031410029114,2061435.7501362017,33715.75672511135,1558066.2064679172,47234.5209075637,2520649.6922472683,7069.58340605136,925790.8098257383
34545407,68495.59886339592,2850033.0360368225,46613.638332021335,2154100.684667344,65303.973223048066,3484918.166722446,9774.03552690539,1279949.85644753
34545408,57258.450796213896,2382466.597408005,38966.36807555356,1800706.47033979,54590.43208084717,2913194.6970208026,8170.541488569042,1069965.7655842036
34545409,69973.10572381431,2911510.6117210872,47619.13316041137,2200566.422502199,66712.63407207665,3560090.741088837,9984.869577335061,1307559.4361179601
34550007,38904.11603091499,2274042.8866228145,80545.43145798187,2025335.2171757896,88805.91725466456,3285279.7787762783,5549.332928830839,1422211.1268185985
34550014,35273.95830598854,1467713.9575689896,24005.155985180187,1109321.7520354139,33630.330516260314,1794667.9809006206,5033.446343682617,659150.3486250088
34550015,54722.77219209118,3198682.903907094,113295.7061223625,2848849.145269311,124914.95695146918,4621095.02188398,7805.726300044092,2000491.039048575
34550020,37006.48689847914,1539802.7312480723,25184.20197573069,1163807.603523956,35282.13008717602,1882815.5475549083,5280.670928843985,691525.4173892393
34550021,4914.2282973915635,204476.10104300588,3344.3033470287755,154546.31707264084,4685.244577316964,250026.04186520007,701.2398280044408,91830.21841069093
34550025,36257.61355826708,1508642.8641204312,24674.567610656293,1140256.4761282075,34568.15130068208,1844714.379725368,5173.809834790591,677531.5208439528
34550026,124052.03357400032,3889877.3111973857,149959.47902529888,3206226.422093466,205195.14062032982,5581919.640067004,40125.63045497423,1995759.3275980006
34550027,31832.34051011895,1860679.9199361922,65904.32741531754,1657180.9581547547,72663.26768914491,2688099.75031722,4540.605812870447,1163689.4366188436
34560001,81566.90166202406,2557678.6690119565,98601.60874870594,2108163.387108654,134920.25381848737,3670233.1856177724,26383.471992784504,1312255.0281946494
34560015,645058.6313491854,7843017.923962659,672873.4760441653,7995186.843980058,700548.6258422555,12787004.403315455,96726.89965233933,4482965.106887222
34560025,50279.760858237736,2092090.3221212325,34217.12674913049,1581235.4236896806,47936.92165968205,2558133.0033011944,7174.711617498485,939557.778318939
34565401,57983.036352419076,2412615.874250425,39459.47375851744,1823493.7773875683,55281.254798589944,2950060.151299115,8273.936817409895,1083505.8060253186
34565402,57509.424564284964,2392909.36368862,39137.16445736228,1808599.2806021487,54829.71145794243,2925963.7370501626,8206.354395765315,1074655.6119939752
34565403,64330.24390621642,2676716.8021214576,43778.96935006697,2023105.4949904517,61332.707432225034,3272993.292686787,9179.656792954345,1202113.5345821255
34565404,46300.61224511096,1926521.947059227,31509.17766335678,1456096.190013893,44143.185729284545,2355681.933158285,6606.903750176932,865201.0199188491
34570002,13363.438290525804,781126.3919027138,27667.095739103515,695696.1101712197,30504.54594889659,1128483.0005108465,1906.177950145025,488524.9317639493
34570012,14552.430584120817,605512.0125614549,9903.43536455391,457655.6918254892,13874.344526733516,740398.3694443115,2076.570989848406,271935.4490827297
34570013,93394.45736909259,5459139.625776703,193359.92260047593,4862084.090237005,213190.307333372,7886747.047552614,13321.904994236262,3414205.2308284966
34570014,63784.903875710435,3728387.1664688704,132057.55913056704,3320620.677796455,145600.96651937347,5386351.786724602,9098.360367795376,2331773.839637003
34570017,30248.070436891878,1768075.3716758348,62624.32186288084,1574704.3901156636,69046.87509664278,2554315.180284647,4314.623500908031,1105773.5460678595
34570018,74089.88511298006,3082805.665066011,50420.744778144704,2330033.971483151,70637.58772539736,3769544.18802204,10572.316780861023,1384488.0457750214
34570020,48037.1888016027,1998779.152452513,32690.978434259043,1510709.3448937638,45798.8446449921,2444035.452071111,6854.705962873723,897651.7313671082
34570021,42270.355984146205,2470808.0313244173,87514.75185607672,2200580.5388102834,96489.98920500636,3569543.789300802,6029.497706356374,1545270.1859994414
34570022,57234.09406196208,3345475.94836702,118495.04038760786,2979587.7185521866,130647.51856521623,4833164.997989577,8163.9444674044125,2092297.0038342832
34570024,31225.994304842276,1299282.243365525,21250.375633426665,982018.3607070441,29770.985724401202,1588715.7223625646,4455.81880825886,583507.6645964332
34575402,43977.080908453005,1829842.1431064382,29927.933741450262,1383024.0433914089,41927.921818757415,2237465.336757441,6275.345544843694,821782.1192864467
34575403,27275.18143972352,1134892.8903029438,18561.71001011523,857770.2507705552,26004.265207546712,1387706.3180294216,3892.0543336852743,509680.4049845432
34580003,25647.899911262724,1067183.341193151,17454.288308710315,806594.2874565508,24452.808601219345,1304913.5100971232,3659.8480644449237,479272.0460050558
34580005,162937.2565730553,5109194.256893764,196965.62325946317,4211246.862441143,269515.398591629,7331622.435848514,52703.3693542611,2621347.996080396
34580007,46302.21438113249,2580729.1463702354,54833.54440804277,1961939.5170472336,31069.791745282386,3183595.7392761055,487.08050058792696,1420198.9587499558
34580009,41114.84135209413,2291602.482601229,48690.38142651667,1742137.6723328158,27588.951749366526,2826928.1609753207,432.511441948047,1261089.8994327004
34580010,46362.86852011345,2584109.8033519443,54905.37426473099,1964509.583160264,31110.491990223498,3187766.1285546785,487.7185575096628,1422059.365345536
34580013,46781.670908315326,2607452.434892315,55401.34232281634,1982255.2777502364,31391.517491007347,3216561.6735733943,492.12418863593376,1434905.0299340675
34580014,54645.295240786654,3194154.182322692,113135.301129073,2844815.7211999455,124738.10132721526,4614552.437514765,7794.67488849787,1997658.7273690163
34585401,30789.196263668666,1716085.8773817422,36462.20344268828,1304614.5126145286,20660.219574868082,2116969.033789738,323.8898469382635,944377.8242327071
34590003,81866.89407143416,2567085.477052711,98964.25258557498,2115916.9366617487,135416.47288769932,3683731.8238400826,26480.506956359743,1317081.3307713957
34590004,54515.861985905736,1709444.0818887777,65901.1386310311,1409007.108441675,90174.98257747984,2453028.3941922206,17633.595104879434,877055.6751535577
34590005,47331.56100882575,1484167.247947268,57216.44398601192,1223322.9648339439,78291.39141997324,2129759.2822820693,15309.775028913824,761474.0496518223
34590006,43400.62598896918,1360905.625344282,52464.559227038146,1121724.7293106352,71789.21051305819,1952880.5745414537,14038.282402755534,698232.8434737668
34590008,72075.76250223877,2260066.724963958,87128.30804776266,1862857.1210754022,119220.90912876485,3243164.200480892,23313.48650725758,1159560.8001200026
34590012,42457.89728667255,2366459.887196211,50280.89968175589,1799046.2791213482,28490.171458776815,2919272.4950008583,446.6398452150538,1302284.616906266
34590013,36765.073099459514,2049161.0819129641,43539.154561161275,1557827.216798343,24670.16275501837,2527851.6727119675,386.7536455607088,1127672.1692925075
34590014,161504.53420397599,5064268.639181887,195233.68631441618,4174216.9792306735,267145.5247610823,7267154.8015798945,52239.94375235867,2598298.240670763
34590015,52974.5216754883,1661112.550920765,64037.89960711771,1369169.9055654302,87625.44322187366,2383673.321946558,17135.036154096313,852258.4653626886
34590019,164364.80665921373,5153957.688260112,198691.3077245642,4248143.063762765,271876.71692098235,7395857.334975368,53165.12193955016,2644314.5393766374
34590020,69370.65853462693,2175243.26625164,83858.26103599518,1792941.4932087043,114746.38200466409,3121443.7213383364,22438.498818467073,1116040.8648158934
34590021,57008.902353762154,1787617.9004343555,68914.83396501184,1473441.778865668,94298.73415265491,2565206.732522453,18439.989112521926,917163.9138085876
34590022,53941.73858168985,1691441.3975349206,65207.113357023096,1394168.418779718,89225.3219450225,2427194.7934564203,17447.89026079579,867819.1305670259
34590024,241819.74339915096,7582698.212575523,292322.19491618575,6250029.349238484,399995.3472907889,10881066.082890786,78218.54572470856,3890415.937424505
34590029,28227.280964806178,1573293.3658209913,33428.2471149524,1196059.8153641452,18941.118752831688,1940819.7342614548,296.9395379106613,865797.7932670026
34590033,118481.48486822986,3715202.6170613123,143225.55812343734,3062251.0278058304,195980.86583513572,5331263.89238721,38323.791562378865,1906139.8814746249
34590034,19056.95280935139,1062170.2269197686,22568.256877566353,807490.2958940582,12787.629339116287,1310296.5933343987,200.47140807679762,584522.0341733022
34595401,95321.45629899221,3966230.006063182,64869.56772309193,2997740.2590004504,90879.85115869841,4849763.784054143,13601.973204158627,1781233.9235049011
34595402,122123.02595058162,5081416.385804321,83108.96843205199,3840616.0129855867,116432.57302559761,6213373.687834613,17426.445116199324,2282064.134458101
34595403,65022.44575041242,2705518.62525025,44250.036790216815,2044874.374907603,61992.65539163295,3308211.1288967947,9278.431101511807,1215048.4335510118
34595404,41604.974003781295,1731141.158583208,28313.632455322695,1308424.256072984,39666.345770727974,2116777.31325414,5936.855809085374,777455.5064457012
34600001,26469.636603495415,1101374.9791764542,18013.50872011628,832436.8758962096,25236.255593966747,1346721.8185803485,3777.1064541359465,494627.5108628567
34600002,69827.37901977304,2905447.0700097624,47519.96106774824,2195983.500414378,66573.69765956972,3552676.459781467,9964.074986059806,1304836.2994929312
34600003,35153.16294017164,2054790.2968124563,72779.61730010476,1830061.8587830686,80243.66565285511,2968528.452763238,5014.292176730955,1285088.175159945
34600004,40354.1531274271,1679095.7588943373,27462.40532663086,1269087.508152518,38473.808230043505,2053138.0653658807,5758.3689006394325,754081.9170808713
